audio_path,split,label,n_frames,n_sources,sources,clip_pos_rate,npy_path
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-02/beh/sub-A1H3H9Y3T1_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,train,1,5069,2,"vtc_kchi,usc_sail_chi",0.1757,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/989650470d192e106d5a7ddc94dfdfd9.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-02/beh/sub-A1H3H9Y3T1_ses-02_task-motorplay_run-01_audio.wav,test,1,4235,2,"vtc_kchi,usc_sail_chi",0.1916,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/c84b0abcf0148f708b727f74e29e9d55.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-02/beh/sub-A1H3H9Y3T1_ses-02_task-toyplay_run-01_audio.wav,train,0,3705,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/0927bbb7f6bd044aa822d3e43e4b7c59.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-02/beh/sub-A1H3H9Y3T1_ses-02_task-generalsocialcommunicationinteraction_run-03_audio.wav,train,1,1368,2,"vtc_kchi,usc_sail_chi",0.4521,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/954618a69943ad58f844adeb30f236b9.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-02/beh/sub-A1H3H9Y3T1_ses-02_task-dailyroutine_run-01_audio.wav,train,1,5711,2,"vtc_kchi,usc_sail_chi",0.196,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/cdec7e0334fa72b92b85464ffa0b5198.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-02/beh/sub-A1H3H9Y3T1_ses-02_task-generalsocialcommunicationinteraction_run-04_audio.wav,val,1,4175,2,"vtc_kchi,usc_sail_chi",0.1177,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/5ca330c2f2ccd6eae4f93af0be4de493.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-02/beh/sub-A1H3H9Y3T1_ses-02_task-generalsocialcommunicationinteraction_run-05_audio.wav,val,0,2635,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/19b4d4b9d3219de5f9a6926987090af6.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-01/beh/sub-A2M5H0V6E3_ses-01_task-toyplay_run-01_audio.wav,train,0,1412,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/aeca2ef7410e1cbf3a8f88c6041c476c.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-01/beh/sub-A2M5H0V6E3_ses-01_task-generalsocialcommunicationinteraction_run-03_audio.wav,train,0,676,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/b9c296a578aa1c9dab18379c9d4f0fd2.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-01/beh/sub-A2M5H0V6E3_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,val,1,1459,2,"vtc_kchi,usc_sail_chi",0.0939,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/b356f3ae763587e0e39aa9b83c26ca6f.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-01/beh/sub-A2M5H0V6E3_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,train,0,586,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/59616aa804651f32f4b384d5f425065b.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-01/beh/sub-A2M5H0V6E3_ses-01_task-dailyroutine_run-01_audio.wav,train,1,468,2,"vtc_kchi,usc_sail_chi",0.6987,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/ff328134480b8d6a7d04edf5d6213069.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-01/beh/sub-A2M5H0V6E3_ses-01_task-generalsocialcommunicationinteraction_run-05_audio.wav,val,1,1490,2,"vtc_kchi,usc_sail_chi",0.1493,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/f73c0ced8b9a44dfd5a6e5c00063d80f.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-01/beh/sub-A2M5H0V6E3_ses-01_task-other_run-01_audio.wav,train,1,1203,2,"vtc_kchi,usc_sail_chi",0.2951,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/6f9332d23b4e50c4a4d056197e9a6d10.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-01/beh/sub-A2M5H0V6E3_ses-01_task-generalsocialcommunicationinteraction_run-07_audio.wav,test,1,695,2,"vtc_kchi,usc_sail_chi",0.3403,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/1e9ddf83d316ec6fe16d5f98594a51a2.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-01/beh/sub-A2M5H0V6E3_ses-01_task-dailyroutine_run-02_audio.wav,train,0,329,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/f7d2bd203ab5b6d6849a5ba0786c55ba.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-01/beh/sub-A2M5H0V6E3_ses-01_task-dailyroutine_run-04_audio.wav,test,1,631,2,"vtc_kchi,usc_sail_chi",0.5095,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/192193a96664e09f179b3ab3a52e1adb.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-02/beh/sub-A2M5H0V6E3_ses-02_task-motorplay_run-01_audio.wav,train,1,2073,2,"vtc_kchi,usc_sail_chi",0.1035,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/420930560f0bc01d5caf34610479ae61.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-02/beh/sub-A2M5H0V6E3_ses-02_task-specialoccasion_run-01_audio.wav,test,1,675,2,"vtc_kchi,usc_sail_chi",0.4289,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/55a4ed51390a51de6e92923375689dea.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-02/beh/sub-A2M5H0V6E3_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,train,1,2047,2,"vtc_kchi,usc_sail_chi",0.0537,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/e802f6cb208928720bfbfe7438d4d999.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-02/beh/sub-A2M5H0V6E3_ses-02_task-toyplay_run-01_audio.wav,val,0,371,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/c0a9651a4cead0cac08a8418181cafa7.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-02/beh/sub-A2M5H0V6E3_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,val,1,5657,2,"vtc_kchi,usc_sail_chi",0.2118,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/5c07507cde302fcb31064c2a75dffdfb.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-02/beh/sub-A2M5H0V6E3_ses-02_task-generalsocialcommunicationinteraction_run-03_audio.wav,train,1,1261,2,"vtc_kchi,usc_sail_chi",0.2593,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/a10d7e6eb0a55caaee3ef40caa23fe77.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-02/beh/sub-A2M5H0V6E3_ses-02_task-motorplay_run-02_audio.wav,train,1,3674,2,"vtc_kchi,usc_sail_chi",0.1112,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/6c6df1d54977dfde30108901913199b7.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2M5H0V6E3/ses-02/beh/sub-A2M5H0V6E3_ses-02_task-toyplay_run-02_audio.wav,train,0,5704,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/50857587e94962f7285a7e0413588182.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-motorplay_run-01_audio.wav,val,1,638,2,"vtc_kchi,usc_sail_chi",0.2406,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/fdd6b04acc22918473d14378904b88a8.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-motorplay_run-02_audio.wav,train,0,362,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/c084a34804b50bb61e078be4c12879de.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-toyplay_run-01_audio.wav,train,0,2562,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/b467c9b8df10ceeb057aa5afa1ef356c.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,train,1,6813,2,"vtc_kchi,usc_sail_chi",0.1458,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/f422860d45bf5ec842999025a34dfbee.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-motorplay_run-03_audio.wav,train,1,1498,2,"vtc_kchi,usc_sail_chi",0.3538,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/540d1da8507aadcb09df0f17862ed668.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-motorplay_run-04_audio.wav,train,1,2080,2,"vtc_kchi,usc_sail_chi",0.1656,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/67df338612fd64df4338627d16e83a9f.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-generalsocialcommunicationinteraction_run-03_audio.wav,train,0,2788,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/40860406b7e96f4fcd20a2f61657f3ef.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-dailyroutine_run-01_audio.wav,train,0,768,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/8c594b9ea0542eecb95ff038071d5c62.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-motorplay_run-05_audio.wav,test,1,416,2,"vtc_kchi,usc_sail_chi",0.2656,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/d5656193bf999e1627e670420ad31c24.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-dailyroutine_run-02_audio.wav,train,1,3627,2,"vtc_kchi,usc_sail_chi",0.0444,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/0992e095d9bb6a1da08e403c7c80abe6.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-motorplay_run-06_audio.wav,val,1,946,2,"vtc_kchi,usc_sail_chi",0.2357,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/595f9c6a6e86b52325ec54ccbfa598ca.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-motorplay_run-07_audio.wav,test,0,3951,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/52ecc6737bd110c8212128249f8a6d44.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-socialroutine_run-01_audio.wav,test,1,998,2,"vtc_kchi,usc_sail_chi",0.4123,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/e0f5ec8c40c6cab55c9e176beabf5fa3.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-motorplay_run-10_audio.wav,train,0,944,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/a60be836b55d95a86daf0d5d3fae9fbe.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-motorplay_run-11_audio.wav,val,0,1029,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/fdc19eaa3d538a0f799ebc52d1cd3a4a.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-generalsocialcommunicationinteraction_run-05_audio.wav,train,0,2848,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/95d79d765aceacc0d1c648df1084420b.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-02/beh/sub-A2P7X9N8L7_ses-02_task-motorplay_run-01_audio.wav,val,1,955,2,"vtc_kchi,usc_sail_chi",0.4723,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/b66e8c464823110f20350fa1d3553d11.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-02/beh/sub-A2P7X9N8L7_ses-02_task-motorplay_run-02_audio.wav,train,0,779,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/41e74f43909f8ba5a64eb82a624d5898.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-02/beh/sub-A2P7X9N8L7_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,train,1,761,2,"vtc_kchi,usc_sail_chi",0.3876,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/b3e011d8a047c7f0123ef3e613ad7615.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-02/beh/sub-A2P7X9N8L7_ses-02_task-motorplay_run-03_audio.wav,train,1,952,2,"vtc_kchi,usc_sail_chi",0.1292,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/3be69b5d74b65a0835acc5519c5c75e2.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-02/beh/sub-A2P7X9N8L7_ses-02_task-motorplay_run-04_audio.wav,test,1,1446,2,"vtc_kchi,usc_sail_chi",0.3544,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/bd99e6f31320700082988ee898ce79b5.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-02/beh/sub-A2P7X9N8L7_ses-02_task-motorplay_run-05_audio.wav,train,1,2188,2,"vtc_kchi,usc_sail_chi",0.1792,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/0b2796a01ea5659711fe38a941eb7e2a.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-02/beh/sub-A2P7X9N8L7_ses-02_task-generalsocialcommunicationinteraction_run-03_audio.wav,test,1,3480,2,"vtc_kchi,usc_sail_chi",0.3565,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/0cfb345f93e89930b71e30a032baece8.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-02/beh/sub-A2P7X9N8L7_ses-02_task-motorplay_run-06_audio.wav,train,1,2635,2,"vtc_kchi,usc_sail_chi",0.2258,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/32b3d38be4cc2ed6c0cdc1db3ec9d94b.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-02/beh/sub-A2P7X9N8L7_ses-02_task-generalsocialcommunicationinteraction_run-04_audio.wav,train,1,4792,2,"vtc_kchi,usc_sail_chi",0.1747,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/3beb207dde5b41f945cef86fa9605e0c.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-02/beh/sub-A2P7X9N8L7_ses-02_task-generalsocialcommunicationinteraction_run-05_audio.wav,val,1,972,2,"vtc_kchi,usc_sail_chi",0.106,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/170fe691aa160312b564a168bd1cd3c8.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A3G3T7I1A5/ses-01/beh/sub-A3G3T7I1A5_ses-01_task-motorplay_run-01_audio.wav,train,1,818,2,"vtc_kchi,usc_sail_chi",0.2879,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/738626317102cecc7ab6bf38a1a3f35d.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A3G3T7I1A5/ses-01/beh/sub-A3G3T7I1A5_ses-01_task-motorplay_run-02_audio.wav,test,1,5091,2,"vtc_kchi,usc_sail_chi",0.1526,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/fd604aa58c46f833870119c062b03d8b.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A3G3T7I1A5/ses-01/beh/sub-A3G3T7I1A5_ses-01_task-motorplay_run-03_audio.wav,train,0,1359,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/dc446e9775d1322a923a73d6ff879489.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A3G3T7I1A5/ses-01/beh/sub-A3G3T7I1A5_ses-01_task-dailyroutine_run-01_audio.wav,train,1,3341,2,"vtc_kchi,usc_sail_chi",0.2001,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/8696f7ff885bde60419a0fabf8d15467.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A3G3T7I1A5/ses-01/beh/sub-A3G3T7I1A5_ses-01_task-motorplay_run-04_audio.wav,val,0,646,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/3ad58fc2d33307872e24f74f83ef1ab4.npy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A3G3T7I1A5/ses-01/beh/sub-A3G3T7I1A5_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,train,0,2125,0,,0.0,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/pseudo_labels/8d631c591f1f5124a12969e976ea3f0b.npy
