audio_path,child_id,timepoint_norm,label,split,scene_type,source
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000071.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000072.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000073.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000074.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000075.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000076.wav,synth_14_18_months_noise_only_negative,14_18_months,0,train,noise_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000077.wav,synth_14_18_months_noise_only_negative,14_18_months,0,train,noise_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000078.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000079.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000080.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000081.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000082.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000083.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000084.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000085.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000086.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000087.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000088.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000089.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000090.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000091.wav,synth_14_18_months_noise_only_negative,14_18_months,0,train,noise_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000092.wav,synth_14_18_months_noise_only_negative,14_18_months,0,train,noise_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000093.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000094.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000095.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000096.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000097.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000098.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000099.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000100.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000101.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000102.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000103.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000104.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000105.wav,synth_14_18_months_noise_only_negative,14_18_months,0,train,noise_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000106.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000107.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000108.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000109.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000110.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000111.wav,synth_14_18_months_noise_only_negative,14_18_months,0,train,noise_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000112.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000113.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000114.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000115.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000116.wav,synth_14_18_months_noise_only_negative,14_18_months,0,train,noise_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000117.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000118.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000119.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000120.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000121.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000122.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000123.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000124.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000125.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000126.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000127.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000128.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000129.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000130.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000131.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000132.wav,synth_14_18_months_noise_only_negative,14_18_months,0,train,noise_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000133.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000134.wav,synth_14_18_months_noise_only_negative,14_18_months,0,train,noise_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000135.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000136.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000137.wav,synth_14_18_months_noise_only_negative,14_18_months,0,train,noise_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000138.wav,synth_14_18_months_adult_only_negative,14_18_months,0,train,adult_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000139.wav,synth_14_18_months_background_speech_negative,14_18_months,0,train,background_speech_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000140.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000141.wav,synth_14_18_months_noise_only_negative,14_18_months,0,train,noise_only_negative,synthetic
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000142.wav,synth_14_18_months_positive,14_18_months,1,train,positive,synthetic
