audio_path,child_id,scene_id,label,source
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B1S3L8Q7Y6/default_14_18mo_42_004580__b902e128.wav,B1S3L8Q7Y6,default_14_18mo_42_004580,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B1S3L8Q7Y6/default_14_18mo_42_003951__d1509d13.wav,B1S3L8Q7Y6,default_14_18mo_42_003951,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B1S3L8Q7Y6/default_14_18mo_42_000131__7b723944.wav,B1S3L8Q7Y6,default_14_18mo_42_000131,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B1S3L8Q7Y6/default_14_18mo_42_003140__ea2dcff4.wav,B1S3L8Q7Y6,default_14_18mo_42_003140,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0B0Q5O3Q3/default_14_18mo_42_001184__49946b62.wav,L0B0Q5O3Q3,default_14_18mo_42_001184,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0B0Q5O3Q3/default_14_18mo_42_003016__23105368.wav,L0B0Q5O3Q3,default_14_18mo_42_003016,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0B0Q5O3Q3/default_14_18mo_42_003750__8c15a803.wav,L0B0Q5O3Q3,default_14_18mo_42_003750,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0B0Q5O3Q3/default_14_18mo_42_000632__4f5f350a.wav,L0B0Q5O3Q3,default_14_18mo_42_000632,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0B0Q5O3Q3/default_14_18mo_42_000946__548c778e.wav,L0B0Q5O3Q3,default_14_18mo_42_000946,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0B0Q5O3Q3/default_14_18mo_42_004599__c2b6140b.wav,L0B0Q5O3Q3,default_14_18mo_42_004599,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0B0Q5O3Q3/default_14_18mo_42_004484__b2f83308.wav,L0B0Q5O3Q3,default_14_18mo_42_004484,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0B0Q5O3Q3/default_14_18mo_42_004050__2b81a574.wav,L0B0Q5O3Q3,default_14_18mo_42_004050,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0B0Q5O3Q3/default_14_18mo_42_003553__6740f40c.wav,L0B0Q5O3Q3,default_14_18mo_42_003553,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0B0Q5O3Q3/default_14_18mo_42_003954__1b423cf7.wav,L0B0Q5O3Q3,default_14_18mo_42_003954,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J3J0V4T8C3/default_14_18mo_42_002958__0c0c8a01.wav,J3J0V4T8C3,default_14_18mo_42_002958,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J3J0V4T8C3/default_14_18mo_42_004773__60d737fd.wav,J3J0V4T8C3,default_14_18mo_42_004773,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J3J0V4T8C3/default_14_18mo_42_002246__0bd655e1.wav,J3J0V4T8C3,default_14_18mo_42_002246,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J3J0V4T8C3/default_14_18mo_42_000626__b9f6aee5.wav,J3J0V4T8C3,default_14_18mo_42_000626,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J3J0V4T8C3/default_14_18mo_42_002593__00c9436d.wav,J3J0V4T8C3,default_14_18mo_42_002593,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J3J0V4T8C3/default_14_18mo_42_002685__2cc615cb.wav,J3J0V4T8C3,default_14_18mo_42_002685,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J3J0V4T8C3/default_14_18mo_42_001084__69a09622.wav,J3J0V4T8C3,default_14_18mo_42_001084,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J3J0V4T8C3/default_14_18mo_42_002137__7d19db9f.wav,J3J0V4T8C3,default_14_18mo_42_002137,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J3J0V4T8C3/default_14_18mo_42_004796__47038285.wav,J3J0V4T8C3,default_14_18mo_42_004796,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J3J0V4T8C3/default_14_18mo_42_003639__8e5dfb01.wav,J3J0V4T8C3,default_14_18mo_42_003639,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G4J8F6F4X0/default_14_18mo_42_003655__05390a50.wav,G4J8F6F4X0,default_14_18mo_42_003655,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G4J8F6F4X0/default_14_18mo_42_001785__1b26d1d8.wav,G4J8F6F4X0,default_14_18mo_42_001785,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G4J8F6F4X0/default_14_18mo_42_001201__028de22d.wav,G4J8F6F4X0,default_14_18mo_42_001201,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G4J8F6F4X0/default_14_18mo_42_000685__11419eb4.wav,G4J8F6F4X0,default_14_18mo_42_000685,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G4J8F6F4X0/default_14_18mo_42_003331__9ad744a2.wav,G4J8F6F4X0,default_14_18mo_42_003331,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G4J8F6F4X0/default_14_18mo_42_004216__7ffe16a9.wav,G4J8F6F4X0,default_14_18mo_42_004216,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G4J8F6F4X0/default_14_18mo_42_003218__cde883ca.wav,G4J8F6F4X0,default_14_18mo_42_003218,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G4J8F6F4X0/default_14_18mo_42_004669__3c6dfc3f.wav,G4J8F6F4X0,default_14_18mo_42_004669,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G4J8F6F4X0/default_14_18mo_42_004901__cee780b0.wav,G4J8F6F4X0,default_14_18mo_42_004901,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G4J8F6F4X0/default_14_18mo_42_003709__00b933c8.wav,G4J8F6F4X0,default_14_18mo_42_003709,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F3N4H0K1Z1/default_14_18mo_42_002324__62154e92.wav,F3N4H0K1Z1,default_14_18mo_42_002324,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F3N4H0K1Z1/default_14_18mo_42_002478__5cf0ffca.wav,F3N4H0K1Z1,default_14_18mo_42_002478,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F3N4H0K1Z1/default_14_18mo_42_000680__72154284.wav,F3N4H0K1Z1,default_14_18mo_42_000680,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F3N4H0K1Z1/default_14_18mo_42_004268__4e0bf5ba.wav,F3N4H0K1Z1,default_14_18mo_42_004268,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F3N4H0K1Z1/default_14_18mo_42_000277__61a7380c.wav,F3N4H0K1Z1,default_14_18mo_42_000277,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F3N4H0K1Z1/default_14_18mo_42_001328__3b6be083.wav,F3N4H0K1Z1,default_14_18mo_42_001328,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F3N4H0K1Z1/default_14_18mo_42_003210__7d1e6712.wav,F3N4H0K1Z1,default_14_18mo_42_003210,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F3N4H0K1Z1/default_14_18mo_42_004924__35dc9e04.wav,F3N4H0K1Z1,default_14_18mo_42_004924,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F3N4H0K1Z1/default_14_18mo_42_004363__1ea967c0.wav,F3N4H0K1Z1,default_14_18mo_42_004363,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F3N4H0K1Z1/default_14_18mo_42_004626__1bff926d.wav,F3N4H0K1Z1,default_14_18mo_42_004626,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_002076__c67f42a1.wav,K6O1J5K7Z0,default_14_18mo_42_002076,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_002556__f34011eb.wav,K6O1J5K7Z0,default_14_18mo_42_002556,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_001651__b6cec016.wav,K6O1J5K7Z0,default_14_18mo_42_001651,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_002472__850ff6db.wav,K6O1J5K7Z0,default_14_18mo_42_002472,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_001705__17fedfdf.wav,K6O1J5K7Z0,default_14_18mo_42_001705,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_003009__192b6a2d.wav,K6O1J5K7Z0,default_14_18mo_42_003009,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_000902__484584fd.wav,K6O1J5K7Z0,default_14_18mo_42_000902,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_004665__537491cd.wav,K6O1J5K7Z0,default_14_18mo_42_004665,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_000371__bd24b55a.wav,K6O1J5K7Z0,default_14_18mo_42_000371,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_003969__36ab5b30.wav,K6O1J5K7Z0,default_14_18mo_42_003969,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_000536__b08cd07d.wav,L4M1H7J7G3,default_14_18mo_42_000536,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_004284__44c3ee49.wav,L4M1H7J7G3,default_14_18mo_42_004284,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_001246__b8c76de5.wav,L4M1H7J7G3,default_14_18mo_42_001246,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_002024__67eb7523.wav,L4M1H7J7G3,default_14_18mo_42_002024,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_004442__a52846eb.wav,L4M1H7J7G3,default_14_18mo_42_004442,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_002582__30f04052.wav,L4M1H7J7G3,default_14_18mo_42_002582,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_003290__9e469bfe.wav,L4M1H7J7G3,default_14_18mo_42_003290,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_000508__83e4d14e.wav,L4M1H7J7G3,default_14_18mo_42_000508,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_003299__1f432a2f.wav,L4M1H7J7G3,default_14_18mo_42_003299,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_002584__d489a4cf.wav,L4M1H7J7G3,default_14_18mo_42_002584,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_000590__752a5fa0.wav,B4Q3G8H2N3,default_14_18mo_42_000590,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_004811__6b1e09cd.wav,B4Q3G8H2N3,default_14_18mo_42_004811,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_001484__4b2ec628.wav,B4Q3G8H2N3,default_14_18mo_42_001484,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_003156__b221b610.wav,B4Q3G8H2N3,default_14_18mo_42_003156,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_002985__d169bff4.wav,B4Q3G8H2N3,default_14_18mo_42_002985,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_003976__b86a37d0.wav,B4Q3G8H2N3,default_14_18mo_42_003976,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_000464__7df3f74e.wav,B4Q3G8H2N3,default_14_18mo_42_000464,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_000919__b639d4e7.wav,B4Q3G8H2N3,default_14_18mo_42_000919,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_003745__9a14af50.wav,B4Q3G8H2N3,default_14_18mo_42_003745,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_003167__6a77d383.wav,B4Q3G8H2N3,default_14_18mo_42_003167,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C0O6X3N5Y7/default_14_18mo_42_003662__8095c8c8.wav,C0O6X3N5Y7,default_14_18mo_42_003662,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C0O6X3N5Y7/default_14_18mo_42_001476__8575ee84.wav,C0O6X3N5Y7,default_14_18mo_42_001476,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C0O6X3N5Y7/default_14_18mo_42_001593__a93a6dc6.wav,C0O6X3N5Y7,default_14_18mo_42_001593,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C0O6X3N5Y7/default_14_18mo_42_004940__86194af1.wav,C0O6X3N5Y7,default_14_18mo_42_004940,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C0O6X3N5Y7/default_14_18mo_42_001344__59b88033.wav,C0O6X3N5Y7,default_14_18mo_42_001344,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C0O6X3N5Y7/default_14_18mo_42_002305__6708dcf1.wav,C0O6X3N5Y7,default_14_18mo_42_002305,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C0O6X3N5Y7/default_14_18mo_42_000732__786a87b9.wav,C0O6X3N5Y7,default_14_18mo_42_000732,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C0O6X3N5Y7/default_14_18mo_42_000264__9485ce0b.wav,C0O6X3N5Y7,default_14_18mo_42_000264,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C0O6X3N5Y7/default_14_18mo_42_003198__3b4bd853.wav,C0O6X3N5Y7,default_14_18mo_42_003198,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C0O6X3N5Y7/default_14_18mo_42_001181__3885c769.wav,C0O6X3N5Y7,default_14_18mo_42_001181,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M8P2T7S0/default_14_18mo_42_004138__60d8ed36.wav,L4M8P2T7S0,default_14_18mo_42_004138,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M8P2T7S0/default_14_18mo_42_003531__13d3143d.wav,L4M8P2T7S0,default_14_18mo_42_003531,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M8P2T7S0/default_14_18mo_42_001010__e9e5badf.wav,L4M8P2T7S0,default_14_18mo_42_001010,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M8P2T7S0/default_14_18mo_42_003517__5f9b8ce8.wav,L4M8P2T7S0,default_14_18mo_42_003517,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M8P2T7S0/default_14_18mo_42_003251__8e171c7d.wav,L4M8P2T7S0,default_14_18mo_42_003251,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M8P2T7S0/default_14_18mo_42_004796__47038285.wav,L4M8P2T7S0,default_14_18mo_42_004796,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M8P2T7S0/default_14_18mo_42_003459__1e89293c.wav,L4M8P2T7S0,default_14_18mo_42_003459,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M8P2T7S0/default_14_18mo_42_002815__b95eee06.wav,L4M8P2T7S0,default_14_18mo_42_002815,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M8P2T7S0/default_14_18mo_42_001731__d3c064c6.wav,L4M8P2T7S0,default_14_18mo_42_001731,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M8P2T7S0/default_14_18mo_42_002890__88cff438.wav,L4M8P2T7S0,default_14_18mo_42_002890,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_001113__c11e389e.wav,S2C4T1Y7V7,default_14_18mo_42_001113,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_002038__4874213b.wav,S2C4T1Y7V7,default_14_18mo_42_002038,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_004264__371be510.wav,S2C4T1Y7V7,default_14_18mo_42_004264,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_002449__6a0fdf7f.wav,S2C4T1Y7V7,default_14_18mo_42_002449,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_002404__39fb11e4.wav,S2C4T1Y7V7,default_14_18mo_42_002404,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_004109__88880cb8.wav,S2C4T1Y7V7,default_14_18mo_42_004109,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_004805__37565f8d.wav,S2C4T1Y7V7,default_14_18mo_42_004805,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_002970__8c5d74db.wav,S2C4T1Y7V7,default_14_18mo_42_002970,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_000962__2bf18fd7.wav,S2C4T1Y7V7,default_14_18mo_42_000962,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_001638__53a901be.wav,S2C4T1Y7V7,default_14_18mo_42_001638,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_003053__0353620d.wav,C5U1P3X9F0,default_14_18mo_42_003053,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_001440__d00cda71.wav,C5U1P3X9F0,default_14_18mo_42_001440,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_002586__33e19223.wav,C5U1P3X9F0,default_14_18mo_42_002586,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_003149__4f8ddbe5.wav,C5U1P3X9F0,default_14_18mo_42_003149,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_003801__d3749386.wav,C5U1P3X9F0,default_14_18mo_42_003801,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_002028__57c65dbf.wav,C5U1P3X9F0,default_14_18mo_42_002028,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_002665__f0e90394.wav,C5U1P3X9F0,default_14_18mo_42_002665,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_001259__bd3cc1ee.wav,C5U1P3X9F0,default_14_18mo_42_001259,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_001632__fc9f8d26.wav,C5U1P3X9F0,default_14_18mo_42_001632,1,knnvc_converted
