audio_path,child_id,timepoint_norm,label,audio_exists,split
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_000902__484584fd.wav,K6O1J5K7Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_004665__537491cd.wav,K6O1J5K7Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_000371__bd24b55a.wav,K6O1J5K7Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/K6O1J5K7Z0/default_14_18mo_42_003969__36ab5b30.wav,K6O1J5K7Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_000536__b08cd07d.wav,L4M1H7J7G3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_004284__44c3ee49.wav,L4M1H7J7G3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_001246__b8c76de5.wav,L4M1H7J7G3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_002024__67eb7523.wav,L4M1H7J7G3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_004442__a52846eb.wav,L4M1H7J7G3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_002582__30f04052.wav,L4M1H7J7G3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_003290__9e469bfe.wav,L4M1H7J7G3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_000508__83e4d14e.wav,L4M1H7J7G3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_003299__1f432a2f.wav,L4M1H7J7G3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L4M1H7J7G3/default_14_18mo_42_002584__d489a4cf.wav,L4M1H7J7G3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_000590__752a5fa0.wav,B4Q3G8H2N3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_004811__6b1e09cd.wav,B4Q3G8H2N3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_001484__4b2ec628.wav,B4Q3G8H2N3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_003156__b221b610.wav,B4Q3G8H2N3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_002985__d169bff4.wav,B4Q3G8H2N3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_003976__b86a37d0.wav,B4Q3G8H2N3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_000464__7df3f74e.wav,B4Q3G8H2N3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_000919__b639d4e7.wav,B4Q3G8H2N3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_003745__9a14af50.wav,B4Q3G8H2N3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/B4Q3G8H2N3/default_14_18mo_42_003167__6a77d383.wav,B4Q3G8H2N3,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_001113__c11e389e.wav,S2C4T1Y7V7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_002038__4874213b.wav,S2C4T1Y7V7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_004264__371be510.wav,S2C4T1Y7V7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_002449__6a0fdf7f.wav,S2C4T1Y7V7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_002404__39fb11e4.wav,S2C4T1Y7V7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_004109__88880cb8.wav,S2C4T1Y7V7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_004805__37565f8d.wav,S2C4T1Y7V7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_002970__8c5d74db.wav,S2C4T1Y7V7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_000962__2bf18fd7.wav,S2C4T1Y7V7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S2C4T1Y7V7/default_14_18mo_42_001638__53a901be.wav,S2C4T1Y7V7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_003053__0353620d.wav,C5U1P3X9F0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_001440__d00cda71.wav,C5U1P3X9F0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_002586__33e19223.wav,C5U1P3X9F0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_003149__4f8ddbe5.wav,C5U1P3X9F0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_003801__d3749386.wav,C5U1P3X9F0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_002028__57c65dbf.wav,C5U1P3X9F0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_002665__f0e90394.wav,C5U1P3X9F0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_001259__bd3cc1ee.wav,C5U1P3X9F0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_001632__fc9f8d26.wav,C5U1P3X9F0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/C5U1P3X9F0/default_14_18mo_42_002245__edccc480.wav,C5U1P3X9F0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N5I9D3R2M1/default_14_18mo_42_001977__3dd00d7e.wav,N5I9D3R2M1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N5I9D3R2M1/default_14_18mo_42_004801__f6f5751a.wav,N5I9D3R2M1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N5I9D3R2M1/default_14_18mo_42_004744__a5e0431a.wav,N5I9D3R2M1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N5I9D3R2M1/default_14_18mo_42_000952__97feaca7.wav,N5I9D3R2M1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N5I9D3R2M1/default_14_18mo_42_001395__bdad1f0a.wav,N5I9D3R2M1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N5I9D3R2M1/default_14_18mo_42_001205__2a32fa4e.wav,N5I9D3R2M1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N5I9D3R2M1/default_14_18mo_42_004827__714c3b34.wav,N5I9D3R2M1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N5I9D3R2M1/default_14_18mo_42_002817__541b6a47.wav,N5I9D3R2M1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N5I9D3R2M1/default_14_18mo_42_003280__e3d1edc8.wav,N5I9D3R2M1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N5I9D3R2M1/default_14_18mo_42_004134__81b900dd.wav,N5I9D3R2M1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N2Z6J3E5Q5/default_14_18mo_42_001530__2dd151cd.wav,N2Z6J3E5Q5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N2Z6J3E5Q5/default_14_18mo_42_004078__9f04714e.wav,N2Z6J3E5Q5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N2Z6J3E5Q5/default_14_18mo_42_004578__40dcc92a.wav,N2Z6J3E5Q5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N2Z6J3E5Q5/default_14_18mo_42_000561__e20f99d4.wav,N2Z6J3E5Q5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N2Z6J3E5Q5/default_14_18mo_42_001950__effef408.wav,N2Z6J3E5Q5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N2Z6J3E5Q5/default_14_18mo_42_001213__76f2e189.wav,N2Z6J3E5Q5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N2Z6J3E5Q5/default_14_18mo_42_004030__6871abf0.wav,N2Z6J3E5Q5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N2Z6J3E5Q5/default_14_18mo_42_002921__97a5f8e7.wav,N2Z6J3E5Q5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N2Z6J3E5Q5/default_14_18mo_42_001527__df602f01.wav,N2Z6J3E5Q5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N2Z6J3E5Q5/default_14_18mo_42_004276__fa0a6e51.wav,N2Z6J3E5Q5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8V2U5P1A0/default_14_18mo_42_004007__0f59de0e.wav,F8V2U5P1A0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8V2U5P1A0/default_14_18mo_42_004864__cd571ff1.wav,F8V2U5P1A0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8V2U5P1A0/default_14_18mo_42_004558__9e4dad5f.wav,F8V2U5P1A0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8V2U5P1A0/default_14_18mo_42_003726__d3942483.wav,F8V2U5P1A0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8V2U5P1A0/default_14_18mo_42_003185__ba08fa0f.wav,F8V2U5P1A0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8V2U5P1A0/default_14_18mo_42_001327__01a778b2.wav,F8V2U5P1A0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8V2U5P1A0/default_14_18mo_42_000617__a39c9d0d.wav,F8V2U5P1A0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8V2U5P1A0/default_14_18mo_42_001233__bfa77e08.wav,F8V2U5P1A0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8V2U5P1A0/default_14_18mo_42_001669__1083de99.wav,F8V2U5P1A0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8V2U5P1A0/default_14_18mo_42_003238__a6e23d69.wav,F8V2U5P1A0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T1G8F8W8Y8/default_14_18mo_42_002312__12edd5c4.wav,T1G8F8W8Y8,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T1G8F8W8Y8/default_14_18mo_42_003549__e3fe070b.wav,T1G8F8W8Y8,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T1G8F8W8Y8/default_14_18mo_42_001961__8d4c86c4.wav,T1G8F8W8Y8,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T1G8F8W8Y8/default_14_18mo_42_003624__8760a953.wav,T1G8F8W8Y8,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T1G8F8W8Y8/default_14_18mo_42_004652__cfe45f2e.wav,T1G8F8W8Y8,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T1G8F8W8Y8/default_14_18mo_42_004302__628904bb.wav,T1G8F8W8Y8,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T1G8F8W8Y8/default_14_18mo_42_003219__abab001e.wav,T1G8F8W8Y8,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T1G8F8W8Y8/default_14_18mo_42_002660__173ec258.wav,T1G8F8W8Y8,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T1G8F8W8Y8/default_14_18mo_42_000670__561ed0b4.wav,T1G8F8W8Y8,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T1G8F8W8Y8/default_14_18mo_42_003095__87f2595f.wav,T1G8F8W8Y8,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R6R8Q6A7K0/default_14_18mo_42_000287__61924972.wav,R6R8Q6A7K0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R6R8Q6A7K0/default_14_18mo_42_002370__a45c665b.wav,R6R8Q6A7K0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R6R8Q6A7K0/default_14_18mo_42_001905__5baf5d5e.wav,R6R8Q6A7K0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R6R8Q6A7K0/default_14_18mo_42_003154__a2e8a9a4.wav,R6R8Q6A7K0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R6R8Q6A7K0/default_14_18mo_42_002705__bb8d0fcb.wav,R6R8Q6A7K0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R6R8Q6A7K0/default_14_18mo_42_003698__5d92adc9.wav,R6R8Q6A7K0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R6R8Q6A7K0/default_14_18mo_42_001128__f58d01d6.wav,R6R8Q6A7K0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R6R8Q6A7K0/default_14_18mo_42_002341__bb1a762f.wav,R6R8Q6A7K0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R6R8Q6A7K0/default_14_18mo_42_002128__f25584e9.wav,R6R8Q6A7K0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R6R8Q6A7K0/default_14_18mo_42_001334__4f61a031.wav,R6R8Q6A7K0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8N7H3T0O1/default_14_18mo_42_002937__ecf49d0c.wav,F8N7H3T0O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8N7H3T0O1/default_14_18mo_42_004339__4fd0543f.wav,F8N7H3T0O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8N7H3T0O1/default_14_18mo_42_004347__3383a260.wav,F8N7H3T0O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8N7H3T0O1/default_14_18mo_42_003199__83b5cdea.wav,F8N7H3T0O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8N7H3T0O1/default_14_18mo_42_001980__4b81cbc6.wav,F8N7H3T0O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8N7H3T0O1/default_14_18mo_42_002717__d7b75852.wav,F8N7H3T0O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8N7H3T0O1/default_14_18mo_42_001225__d24a648e.wav,F8N7H3T0O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8N7H3T0O1/default_14_18mo_42_001717__1e1c5899.wav,F8N7H3T0O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8N7H3T0O1/default_14_18mo_42_003841__3e734e1c.wav,F8N7H3T0O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/F8N7H3T0O1/default_14_18mo_42_001683__36ccba7a.wav,F8N7H3T0O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/W3P0N4W0X9/default_14_18mo_42_003287__81efb863.wav,W3P0N4W0X9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/W3P0N4W0X9/default_14_18mo_42_004124__3a517323.wav,W3P0N4W0X9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/W3P0N4W0X9/default_14_18mo_42_004173__53128d49.wav,W3P0N4W0X9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/W3P0N4W0X9/default_14_18mo_42_002560__c087cdab.wav,W3P0N4W0X9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/W3P0N4W0X9/default_14_18mo_42_000231__22cfc5fc.wav,W3P0N4W0X9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/W3P0N4W0X9/default_14_18mo_42_001414__a54a17a1.wav,W3P0N4W0X9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/W3P0N4W0X9/default_14_18mo_42_004825__d47fb7f1.wav,W3P0N4W0X9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/W3P0N4W0X9/default_14_18mo_42_004149__a60820e4.wav,W3P0N4W0X9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/W3P0N4W0X9/default_14_18mo_42_001771__1795b5bc.wav,W3P0N4W0X9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/W3P0N4W0X9/default_14_18mo_42_004058__cd44d82a.wav,W3P0N4W0X9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5O1K4W9O1/default_14_18mo_42_004385__3934df9b.wav,M5O1K4W9O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5O1K4W9O1/default_14_18mo_42_001624__10eb8745.wav,M5O1K4W9O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5O1K4W9O1/default_14_18mo_42_000560__94e49697.wav,M5O1K4W9O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5O1K4W9O1/default_14_18mo_42_002377__b17ab9f4.wav,M5O1K4W9O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5O1K4W9O1/default_14_18mo_42_001901__4271f846.wav,M5O1K4W9O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5O1K4W9O1/default_14_18mo_42_000961__4e218466.wav,M5O1K4W9O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5O1K4W9O1/default_14_18mo_42_004565__d7f03d1a.wav,M5O1K4W9O1,14_month,1,True,train
