synthetic_scene_id,audio_path,rttm_path,target_child_vocalized,target_child_duration_sec,adult_duration_sec,other_child_duration_sec,overlap_duration_sec,snr_db,noise_type,rir_type,age_band,scene_type,generation_config_name,generation_config_hash
default_14_18mo_42_000033,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000033.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000033.rttm,1,1.285433194059527,12.180337973899979,0,0.5700000000000001,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000034,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000034.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000034.rttm,0,0,26.383479216819335,0,0.0,,,,14_18_months,background_speech_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000035,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000035.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000035.rttm,0,0,25.6270743431067,0,0.0,,,,14_18_months,background_speech_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000036,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000036.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000036.rttm,1,0.7277228713604478,10.397652501273944,0,0.0,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000037,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000037.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000037.rttm,0,0,0,0,0.0,,,,14_18_months,noise_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000038,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000038.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000038.rttm,0,0,24.614321972079033,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000039,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000039.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000039.rttm,1,0.7504094114354194,2.42147134596138,0,0.0,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000040,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000040.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000040.rttm,0,0,0,0,0.0,,,,14_18_months,noise_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000041,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000041.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000041.rttm,1,3.0872368646680552,18.902316255387884,0,0.0,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000042,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000042.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000042.rttm,0,0,23.14042479225812,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000043,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000043.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000043.rttm,1,1.9587974746772177,20.564320543506508,0,0.61,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000044,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000044.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000044.rttm,0,0,23.099607567243645,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000045,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000045.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000045.rttm,0,0,24.00714853328893,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000046,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000046.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000046.rttm,1,2.20878209449561,21.318847352666808,0,0.64,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000047,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000047.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000047.rttm,0,0,23.637289053821206,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000048,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000048.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000048.rttm,1,0.7569244794115582,9.471529321263851,0,0.0,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000049,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000049.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000049.rttm,1,2.271151906096399,12.462928668754591,0,0.43,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000050,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000050.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000050.rttm,0,0,24.434843618333915,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000051,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000051.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000051.rttm,0,0,0,0,0.0,,,,14_18_months,noise_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000052,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000052.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000052.rttm,1,3.6410742559572804,17.85619119645948,0,0.27,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000053,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000053.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000053.rttm,0,0,24.172598003194796,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000054,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000054.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000054.rttm,0,0,24.687965705807972,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000055,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000055.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000055.rttm,0,0,24.70985799735747,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000056,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000056.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000056.rttm,0,0,0,0,0.0,,,,14_18_months,noise_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000057,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000057.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000057.rttm,0,0,23.326361284335412,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000058,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000058.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000058.rttm,0,0,22.252726088189455,0,0.0,,,,14_18_months,background_speech_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000059,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000059.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000059.rttm,0,0,0,0,0.0,,,,14_18_months,noise_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000060,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000060.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000060.rttm,1,3.1166447016565435,21.88287103088432,0,0.12,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000061,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000061.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000061.rttm,1,0.2401258671919715,6.90643222446346,0,0.0,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000062,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000062.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000062.rttm,0,0,24.990656417773206,0,0.0,,,,14_18_months,background_speech_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000063,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000063.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000063.rttm,0,0,23.60264636257556,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000064,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000064.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000064.rttm,0,0,0,0,0.0,,,,14_18_months,noise_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000065,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000065.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000065.rttm,0,0,22.728431336108585,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000066,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000066.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000066.rttm,0,0,25.61683677888241,0,0.0,,,,14_18_months,background_speech_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000067,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000067.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000067.rttm,0,0,25.591867496462726,0,0.0,,,,14_18_months,adult_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000068,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000068.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000068.rttm,0,0,0,0,0.0,,,,14_18_months,noise_only_negative,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000069,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000069.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000069.rttm,1,4.578708578806771,19.277508995603867,0,1.55,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000070,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000070.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000070.rttm,1,4.449582205232209,22.744130440504478,0,2.22,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
default_14_18mo_42_000071,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/wav/default_14_18mo_42_000071.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes/rttm/default_14_18mo_42_000071.rttm,1,2.372955341612675,24.268983940320084,0,1.4000000000000001,,,,14_18_months,positive,default_14_18mo,da4137ddf9c5
