audio_path,start_sec,end_sec,label,child_id,timepoint_norm,source
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010512.mp3,390.0,420.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010512.mp3,2040.0,2070.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010512.mp3,2610.0,2640.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010512.mp3,2820.0,2850.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010512.mp3,420.0,450.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010512.mp3,3285.0,3315.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010512.mp3,2925.0,2955.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010512.mp3,2460.0,2490.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,1215.0,1245.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,1365.0,1395.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,1080.0,1110.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,1530.0,1560.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,120.0,150.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,465.0,495.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,2040.0,2070.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,810.0,840.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,975.0,1005.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,855.0,885.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,345.0,375.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,1950.0,1980.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,1755.0,1785.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,1200.0,1230.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,870.0,900.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,1740.0,1770.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,2055.0,2085.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,1425.0,1455.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,60.0,90.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,825.0,855.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,570.0,600.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,1155.0,1185.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,1065.0,1095.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,945.0,975.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,1245.0,1275.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,2010.0,2040.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,1275.0,1305.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,1185.0,1215.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,585.0,615.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,1560.0,1590.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,675.0,705.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,1500.0,1530.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,2040.0,2070.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,3570.0,3600.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,825.0,855.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,1485.0,1515.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,1050.0,1080.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,1200.0,1230.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,660.0,690.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010614.mp3,435.0,465.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,2745.0,2775.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,2715.0,2745.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,3345.0,3375.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,1980.0,2010.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,3015.0,3045.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,3330.0,3360.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,1890.0,1920.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,2985.0,3015.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,2880.0,2910.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,1695.0,1725.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,420.0,450.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,2520.0,2550.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,2310.0,2340.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,3300.0,3330.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,1995.0,2025.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,3075.0,3105.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,2535.0,2565.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,2925.0,2955.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,1830.0,1860.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010707.mp3,1905.0,1935.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,465.0,495.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,1950.0,1980.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,210.0,240.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,1035.0,1065.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,810.0,840.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,120.0,150.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,225.0,255.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,615.0,645.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,1635.0,1665.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,825.0,855.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,450.0,480.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,1770.0,1800.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,2925.0,2955.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,1650.0,1680.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,1755.0,1785.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,1965.0,1995.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,3210.0,3240.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,2190.0,2220.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,630.0,660.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010726.mp3,435.0,465.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,3090.0,3120.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,1080.0,1110.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,2865.0,2895.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,2385.0,2415.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,2010.0,2040.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,2850.0,2880.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,2145.0,2175.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,2880.0,2910.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,2415.0,2445.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,3120.0,3150.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,2100.0,2130.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,1065.0,1095.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,2430.0,2460.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,3075.0,3105.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,1545.0,1575.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,2085.0,2115.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,435.0,465.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,2775.0,2805.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,870.0,900.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,510.0,540.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,1695.0,1725.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,3150.0,3180.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,390.0,420.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,1950.0,1980.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,2685.0,2715.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,3135.0,3165.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,2235.0,2265.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,570.0,600.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,420.0,450.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,1830.0,1860.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,2220.0,2250.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,1770.0,1800.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,405.0,435.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010825.mp3,2250.0,2280.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,2625.0,2655.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,480.0,510.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,2715.0,2745.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,2730.0,2760.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,330.0,360.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,3165.0,3195.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,3450.0,3480.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,915.0,945.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,2235.0,2265.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,930.0,960.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,2850.0,2880.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,2610.0,2640.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,3150.0,3180.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,2445.0,2475.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010908.mp3,3135.0,3165.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010922.mp3,1230.0,1260.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010922.mp3,1185.0,1215.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010922.mp3,45.0,75.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010922.mp3,1140.0,1170.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010922.mp3,1110.0,1140.0,0,alex,unknown,providence
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010922.mp3,2790.0,2820.0,0,alex,unknown,providence
