segment_id,source_dataset,source_recording_id,speaker_id,speaker_role,age_months,age_band,start_time_sec,end_time_sec,duration_sec,audio_path,sample_rate,transcript,phonetic_transcript,vocalization_type,quality_score,split,usable_for_training,vc_source_language,vc_target_child_id,vc_source_path
xlingvc_L0B0Q5O3Q3_fa367b862e,cross_lingual_vc_tinyvox_French,phon_French_Paris_Julie_020729_00527990_00529871,L0B0Q5O3Q3,target_child,,14_18_months,0.0,1.8600,1.8600,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_fa367b862e.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Paris_Julie_020729_00527990_00529871.wav
xlingvc_L0B0Q5O3Q3_5200402aa2,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_McAllister_040221_02547960_02549129,L0B0Q5O3Q3,target_child,,14_18_months,0.0,1.1600,1.1600,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_5200402aa2.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,L0B0Q5O3Q3,data/tinyvox/audio/phon_Clinical_McAllister_040221_02547960_02549129.wav
xlingvc_L0B0Q5O3Q3_1eb1543724,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Marie_30223b_01118075_01121700,L0B0Q5O3Q3,target_child,,14_18_months,0.0,3.6200,3.6200,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_1eb1543724.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Lyon_Marie_30223b_01118075_01121700.wav
xlingvc_L0B0Q5O3Q3_1eab3d84dd,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Theotime_10609a_00351797_00353847,L0B0Q5O3Q3,target_child,,14_18_months,0.0,2.0400,2.0400,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_1eab3d84dd.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Lyon_Theotime_10609a_00351797_00353847.wav
xlingvc_L0B0Q5O3Q3_6e36d22cdd,cross_lingual_vc_tinyvox_Spanish,phon_Spanish_Vivar_Antofagasta_1B-ES_00155642_00156642,L0B0Q5O3Q3,target_child,,14_18_months,0.0,0.9800,0.9800,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_6e36d22cdd.wav,16000,,,cross_lingual_vc,1.0,train,True,Spanish,L0B0Q5O3Q3,data/tinyvox/audio/phon_Spanish_Vivar_Antofagasta_1B-ES_00155642_00156642.wav
xlingvc_L0B0Q5O3Q3_bc3dc95a4c,cross_lingual_vc_tinyvox_French,phon_French_Paris_Theophile_040124_02840315_02840950,L0B0Q5O3Q3,target_child,,14_18_months,0.0,0.6200,0.6200,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_bc3dc95a4c.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Paris_Theophile_040124_02840315_02840950.wav
xlingvc_L0B0Q5O3Q3_ee9c70b5bd,cross_lingual_vc_tinyvox_Biling,phon_Biling_ChildL2_060028_01241090_01244934,L0B0Q5O3Q3,target_child,,14_18_months,0.0,3.8200,3.8200,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_ee9c70b5bd.wav,16000,,,cross_lingual_vc,1.0,train,True,Biling,L0B0Q5O3Q3,data/tinyvox/audio/phon_Biling_ChildL2_060028_01241090_01244934.wav
xlingvc_L0B0Q5O3Q3_f66286ecd0,cross_lingual_vc_tinyvox_French,phon_French_Paris_Leonard_020008_02421890_02429297,L0B0Q5O3Q3,target_child,,14_18_months,0.0,7.4000,7.4000,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_f66286ecd0.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Paris_Leonard_020008_02421890_02429297.wav
xlingvc_L0B0Q5O3Q3_305ffa7fc3,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Jules_010328_03564000_03565400,L0B0Q5O3Q3,target_child,,14_18_months,0.0,1.3800,1.3800,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_305ffa7fc3.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_KernFrench_Jules_010328_03564000_03565400.wav
xlingvc_L0B0Q5O3Q3_1b3834766d,cross_lingual_vc_tinyvox_French,phon_French_Paris_Anae_030809_03620546_03625108,L0B0Q5O3Q3,target_child,,14_18_months,0.0,4.5400,4.5400,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_1b3834766d.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Paris_Anae_030809_03620546_03625108.wav
xlingvc_L0B0Q5O3Q3_d7f70ea6be,cross_lingual_vc_tinyvox_French,phon_French_Paris_Madeleine_011113_01009523_01011130,L0B0Q5O3Q3,target_child,,14_18_months,0.0,1.6000,1.6000,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_d7f70ea6be.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Paris_Madeleine_011113_01009523_01011130.wav
xlingvc_L0B0Q5O3Q3_88e2b07988,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_NeumannFoxBoyer_SD_PL-II_C28_00067156_00068162,L0B0Q5O3Q3,target_child,,14_18_months,0.0,1.0000,1.0000,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_88e2b07988.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,L0B0Q5O3Q3,data/tinyvox/audio/phon_Clinical_NeumannFoxBoyer_SD_PL-II_C28_00067156_00068162.wav
xlingvc_L0B0Q5O3Q3_a7b065c645,cross_lingual_vc_tinyvox_French,phon_French_Paris_Antoine_011010_01234157_01236983,L0B0Q5O3Q3,target_child,,14_18_months,0.0,2.8200,2.8200,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_a7b065c645.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Paris_Antoine_011010_01234157_01236983.wav
xlingvc_L0B0Q5O3Q3_456434d923,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_CCF_Joana_030212_00883823_00886823,L0B0Q5O3Q3,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_456434d923.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,L0B0Q5O3Q3,data/tinyvox/audio/phon_Romance_Portuguese_CCF_Joana_030212_00883823_00886823.wav
xlingvc_L0B0Q5O3Q3_40b9f0f9ec,cross_lingual_vc_tinyvox_French,phon_French_Yamaguchi_020328_00668921_00671013,L0B0Q5O3Q3,target_child,,14_18_months,0.0,2.0800,2.0800,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_40b9f0f9ec.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Yamaguchi_020328_00668921_00671013.wav
xlingvc_L0B0Q5O3Q3_05b7a7f88f,cross_lingual_vc_tinyvox_French,phon_French_Paris_Theophile_010701_00593997_00595745,L0B0Q5O3Q3,target_child,,14_18_months,0.0,1.7400,1.7400,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_05b7a7f88f.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Paris_Theophile_010701_00593997_00595745.wav
xlingvc_L0B0Q5O3Q3_f47c8ca008,cross_lingual_vc_tinyvox_French,phon_French_Paris_Madeleine_020916_00433305_00435275,L0B0Q5O3Q3,target_child,,14_18_months,0.0,1.9600,1.9600,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_f47c8ca008.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Paris_Madeleine_020916_00433305_00435275.wav
xlingvc_L0B0Q5O3Q3_09e91c8610,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_TorringtonEaton_PNT_68PJ_01394394_01395724,L0B0Q5O3Q3,target_child,,14_18_months,0.0,1.3200,1.3200,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_09e91c8610.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,L0B0Q5O3Q3,data/tinyvox/audio/phon_Clinical_TorringtonEaton_PNT_68PJ_01394394_01395724.wav
xlingvc_L0B0Q5O3Q3_e1318d3580,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Anais_30015a_01057938_01062423,L0B0Q5O3Q3,target_child,,14_18_months,0.0,4.4800,4.4800,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_e1318d3580.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Lyon_Anais_30015a_01057938_01062423.wav
xlingvc_L0B0Q5O3Q3_8ce7425045,cross_lingual_vc_tinyvox_French,phon_French_Paris_Leonard_020326_00312818_00314210,L0B0Q5O3Q3,target_child,,14_18_months,0.0,1.3800,1.3800,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_8ce7425045.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Paris_Leonard_020326_00312818_00314210.wav
xlingvc_L0B0Q5O3Q3_cd3bfbf121,cross_lingual_vc_tinyvox_Biling,phon_Biling_ChildL2_040225_00482033_00485038,L0B0Q5O3Q3,target_child,,14_18_months,0.0,3.0000,3.0000,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_cd3bfbf121.wav,16000,,,cross_lingual_vc,1.0,train,True,Biling,L0B0Q5O3Q3,data/tinyvox/audio/phon_Biling_ChildL2_040225_00482033_00485038.wav
xlingvc_L0B0Q5O3Q3_7c92a530e3,cross_lingual_vc_tinyvox_German,phon_German_Stuttgart_ED_ED6031_00118319_00118844,L0B0Q5O3Q3,target_child,,14_18_months,0.0,0.5200,0.5200,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_7c92a530e3.wav,16000,,,cross_lingual_vc,1.0,train,True,German,L0B0Q5O3Q3,data/tinyvox/audio/phon_German_Stuttgart_ED_ED6031_00118319_00118844.wav
xlingvc_L0B0Q5O3Q3_0328d1e16d,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_CCF_Joana_010228_00197000_00198553,L0B0Q5O3Q3,target_child,,14_18_months,0.0,1.5400,1.5400,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_0328d1e16d.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,L0B0Q5O3Q3,data/tinyvox/audio/phon_Romance_Portuguese_CCF_Joana_010228_00197000_00198553.wav
xlingvc_L0B0Q5O3Q3_179bd8d1fe,cross_lingual_vc_tinyvox_Spanish,phon_Spanish_Vivar_PuntaArenas_3A-LX_00177721_00178339,L0B0Q5O3Q3,target_child,,14_18_months,0.0,0.6000,0.6000,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_179bd8d1fe.wav,16000,,,cross_lingual_vc,1.0,train,True,Spanish,L0B0Q5O3Q3,data/tinyvox/audio/phon_Spanish_Vivar_PuntaArenas_3A-LX_00177721_00178339.wav
xlingvc_L0B0Q5O3Q3_eedf1be82a,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Emma_010601_01224640_01227640,L0B0Q5O3Q3,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_eedf1be82a.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_KernFrench_Emma_010601_01224640_01227640.wav
xlingvc_L0B0Q5O3Q3_1359f7eee6,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Emma_010229_01349000_01349560,L0B0Q5O3Q3,target_child,,14_18_months,0.0,0.5400,0.5400,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_1359f7eee6.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_KernFrench_Emma_010229_01349000_01349560.wav
xlingvc_L0B0Q5O3Q3_099ede7be8,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Marie_11011a_01127746_01130108,L0B0Q5O3Q3,target_child,,14_18_months,0.0,2.3400,2.3400,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_099ede7be8.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Lyon_Marie_11011a_01127746_01130108.wav
xlingvc_L0B0Q5O3Q3_ae14da8d34,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_PereiraFreitas_Pedro_021101_02502044_02504544,L0B0Q5O3Q3,target_child,,14_18_months,0.0,2.4800,2.4800,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_ae14da8d34.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,L0B0Q5O3Q3,data/tinyvox/audio/phon_Romance_Portuguese_PereiraFreitas_Pedro_021101_02502044_02504544.wav
xlingvc_L0B0Q5O3Q3_4f8265f5cf,cross_lingual_vc_tinyvox_French,phon_French_Paris_Anae_020329_02740863_02743447,L0B0Q5O3Q3,target_child,,14_18_months,0.0,2.5600,2.5600,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_4f8265f5cf.wav,16000,,,cross_lingual_vc,1.0,train,True,French,L0B0Q5O3Q3,data/tinyvox/audio/phon_French_Paris_Anae_020329_02740863_02743447.wav
xlingvc_L0B0Q5O3Q3_b436766072,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_Cummings_PD28_050220_01257030_01258149,L0B0Q5O3Q3,target_child,,14_18_months,0.0,1.1000,1.1000,data/segments/cross_lingual_vc/L0B0Q5O3Q3/L0B0Q5O3Q3_b436766072.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,L0B0Q5O3Q3,data/tinyvox/audio/phon_Clinical_Cummings_PD28_050220_01257030_01258149.wav
xlingvc_K6O1J5K7Z0_093f3cbad1,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_Twins-Brazil_CarlosAndre_CA-030319_00020539_00021186,K6O1J5K7Z0,target_child,,14_18_months,0.0,0.6400,0.6400,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_093f3cbad1.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,K6O1J5K7Z0,data/tinyvox/audio/phon_Romance_Portuguese_Twins-Brazil_CarlosAndre_CA-030319_00020539_00021186.wav
xlingvc_K6O1J5K7Z0_97df489574,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Anais_20309a_00951248_00951778,K6O1J5K7Z0,target_child,,14_18_months,0.0,0.5200,0.5200,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_97df489574.wav,16000,,,cross_lingual_vc,1.0,train,True,French,K6O1J5K7Z0,data/tinyvox/audio/phon_French_Lyon_Anais_20309a_00951248_00951778.wav
xlingvc_K6O1J5K7Z0_dcfdbe08b1,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_TorringtonEaton_PNT_66HT_00551151_00552286,K6O1J5K7Z0,target_child,,14_18_months,0.0,1.1200,1.1200,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_dcfdbe08b1.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,K6O1J5K7Z0,data/tinyvox/audio/phon_Clinical_TorringtonEaton_PNT_66HT_00551151_00552286.wav
xlingvc_K6O1J5K7Z0_be65824796,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Esteban_010407_02158120_02161120,K6O1J5K7Z0,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_be65824796.wav,16000,,,cross_lingual_vc,1.0,train,True,French,K6O1J5K7Z0,data/tinyvox/audio/phon_French_KernFrench_Esteban_010407_02158120_02161120.wav
xlingvc_K6O1J5K7Z0_ef1e05356a,cross_lingual_vc_tinyvox_Biling,phon_Biling_ChildL2_050523_04099202_04100270,K6O1J5K7Z0,target_child,,14_18_months,0.0,1.0600,1.0600,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_ef1e05356a.wav,16000,,,cross_lingual_vc,1.0,train,True,Biling,K6O1J5K7Z0,data/tinyvox/audio/phon_Biling_ChildL2_050523_04099202_04100270.wav
xlingvc_K6O1J5K7Z0_9dccac2e74,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_Cummings_PD21_041027_00966492_00967655,K6O1J5K7Z0,target_child,,14_18_months,0.0,1.1400,1.1400,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_9dccac2e74.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,K6O1J5K7Z0,data/tinyvox/audio/phon_Clinical_Cummings_PD21_041027_00966492_00967655.wav
xlingvc_K6O1J5K7Z0_093b6e8210,cross_lingual_vc_tinyvox_French,phon_French_Yamaguchi_031013_00848299_00850000,K6O1J5K7Z0,target_child,,14_18_months,0.0,1.6800,1.6800,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_093b6e8210.wav,16000,,,cross_lingual_vc,1.0,train,True,French,K6O1J5K7Z0,data/tinyvox/audio/phon_French_Yamaguchi_031013_00848299_00850000.wav
xlingvc_K6O1J5K7Z0_de0126c3b9,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_TorringtonEaton_PNT_17BS_00883441_00885411,K6O1J5K7Z0,target_child,,14_18_months,0.0,1.9600,1.9600,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_de0126c3b9.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,K6O1J5K7Z0,data/tinyvox/audio/phon_Clinical_TorringtonEaton_PNT_17BS_00883441_00885411.wav
xlingvc_K6O1J5K7Z0_9246867cdc,cross_lingual_vc_tinyvox_German,phon_German_TAKI_ED_ED4112_00000169_00000612,K6O1J5K7Z0,target_child,,14_18_months,0.0,0.4200,0.4200,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_9246867cdc.wav,16000,,,cross_lingual_vc,1.0,train,True,German,K6O1J5K7Z0,data/tinyvox/audio/phon_German_TAKI_ED_ED4112_00000169_00000612.wav
xlingvc_K6O1J5K7Z0_29450cffaa,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_PereiraFreitas_Pedro_030225_02723037_02726137,K6O1J5K7Z0,target_child,,14_18_months,0.0,3.0800,3.0800,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_29450cffaa.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,K6O1J5K7Z0,data/tinyvox/audio/phon_Romance_Portuguese_PereiraFreitas_Pedro_030225_02723037_02726137.wav
xlingvc_K6O1J5K7Z0_e0b0729186,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_PereiraFreitas_Laura_020930_03533470_03535970,K6O1J5K7Z0,target_child,,14_18_months,0.0,2.4800,2.4800,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_e0b0729186.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,K6O1J5K7Z0,data/tinyvox/audio/phon_Romance_Portuguese_PereiraFreitas_Laura_020930_03533470_03535970.wav
xlingvc_K6O1J5K7Z0_f22bb9b83f,cross_lingual_vc_tinyvox_Biling,phon_Biling_ChildL2_040028_01211230_01212963,K6O1J5K7Z0,target_child,,14_18_months,0.0,1.7200,1.7200,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_f22bb9b83f.wav,16000,,,cross_lingual_vc,1.0,train,True,Biling,K6O1J5K7Z0,data/tinyvox/audio/phon_Biling_ChildL2_040028_01211230_01212963.wav
xlingvc_K6O1J5K7Z0_c351724a4d,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Jules_010928_03354520_03357520,K6O1J5K7Z0,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_c351724a4d.wav,16000,,,cross_lingual_vc,1.0,train,True,French,K6O1J5K7Z0,data/tinyvox/audio/phon_French_KernFrench_Jules_010928_03354520_03357520.wav
xlingvc_K6O1J5K7Z0_faf9406dd2,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_PereiraFreitas_Pedro_030318_01973080_01975780,K6O1J5K7Z0,target_child,,14_18_months,0.0,2.6800,2.6800,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_faf9406dd2.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,K6O1J5K7Z0,data/tinyvox/audio/phon_Romance_Portuguese_PereiraFreitas_Pedro_030318_01973080_01975780.wav
xlingvc_K6O1J5K7Z0_9cc10e7fa2,cross_lingual_vc_tinyvox_French,phon_French_Paris_Julie_020308_01775560_01776978,K6O1J5K7Z0,target_child,,14_18_months,0.0,1.4000,1.4000,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_9cc10e7fa2.wav,16000,,,cross_lingual_vc,1.0,train,True,French,K6O1J5K7Z0,data/tinyvox/audio/phon_French_Paris_Julie_020308_01775560_01776978.wav
xlingvc_K6O1J5K7Z0_aa73f0124f,cross_lingual_vc_tinyvox_Spanish,phon_Spanish_Vivar_Antofagasta_2M-IB_00421122_00422062,K6O1J5K7Z0,target_child,,14_18_months,0.0,0.9200,0.9200,data/segments/cross_lingual_vc/K6O1J5K7Z0/K6O1J5K7Z0_aa73f0124f.wav,16000,,,cross_lingual_vc,1.0,train,True,Spanish,K6O1J5K7Z0,data/tinyvox/audio/phon_Spanish_Vivar_Antofagasta_2M-IB_00421122_00422062.wav
