segment_id,source_dataset,source_recording_id,speaker_id,speaker_role,age_months,age_band,start_time_sec,end_time_sec,duration_sec,audio_path,sample_rate,transcript,phonetic_transcript,vocalization_type,quality_score,split,usable_for_training,vc_source_language,vc_target_child_id,vc_source_path
xlingvc_N3L7A1I2B9_31b26ea99d,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_Cummings_PD15_040628_00175916_00178916,N3L7A1I2B9,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_31b26ea99d.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,N3L7A1I2B9,data/tinyvox/audio/phon_Clinical_Cummings_PD15_040628_00175916_00178916.wav
xlingvc_N3L7A1I2B9_28166f1255,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Anais_20015b_00789165_00793585,N3L7A1I2B9,target_child,,14_18_months,0.0,4.4000,4.4000,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_28166f1255.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Lyon_Anais_20015b_00789165_00793585.wav
xlingvc_N3L7A1I2B9_78b55cc7fa,cross_lingual_vc_tinyvox_French,phon_French_Paris_Theophile_040907_00625821_00627560,N3L7A1I2B9,target_child,,14_18_months,0.0,1.7200,1.7200,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_78b55cc7fa.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Paris_Theophile_040907_00625821_00627560.wav
xlingvc_N3L7A1I2B9_1577795348,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_PhonoDis_ChildR_00445002_00445716,N3L7A1I2B9,target_child,,14_18_months,0.0,0.7000,0.7000,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_1577795348.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,N3L7A1I2B9,data/tinyvox/audio/phon_Clinical_PhonoDis_ChildR_00445002_00445716.wav
xlingvc_N3L7A1I2B9_472134f8cf,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Marie_21114a_01151685_01156598,N3L7A1I2B9,target_child,,14_18_months,0.0,4.9000,4.9000,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_472134f8cf.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Lyon_Marie_21114a_01151685_01156598.wav
xlingvc_N3L7A1I2B9_636ffb8f32,cross_lingual_vc_tinyvox_Biling,phon_Biling_ChildL2_040028_01338528_01340914,N3L7A1I2B9,target_child,,14_18_months,0.0,2.3800,2.3800,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_636ffb8f32.wav,16000,,,cross_lingual_vc,1.0,train,True,Biling,N3L7A1I2B9,data/tinyvox/audio/phon_Biling_ChildL2_040028_01338528_01340914.wav
xlingvc_N3L7A1I2B9_2183fea2f7,cross_lingual_vc_tinyvox_French,phon_French_Paris_Madeleine_030907_01242823_01245896,N3L7A1I2B9,target_child,,14_18_months,0.0,3.0600,3.0600,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_2183fea2f7.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Paris_Madeleine_030907_01242823_01245896.wav
xlingvc_N3L7A1I2B9_9066b68b5f,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Anais_20511b_00746183_00751757,N3L7A1I2B9,target_child,,14_18_months,0.0,5.5600,5.5600,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_9066b68b5f.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Lyon_Anais_20511b_00746183_00751757.wav
xlingvc_N3L7A1I2B9_ce377125de,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_CCF_Ines_020308_00931695_00936695,N3L7A1I2B9,target_child,,14_18_months,0.0,4.9800,4.9800,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_ce377125de.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,N3L7A1I2B9,data/tinyvox/audio/phon_Romance_Portuguese_CCF_Ines_020308_00931695_00936695.wav
xlingvc_N3L7A1I2B9_761c62444b,cross_lingual_vc_tinyvox_Biling,phon_Biling_Scheidnes_NWR-50_SES3-JSS_00179294_00180062,N3L7A1I2B9,target_child,,14_18_months,0.0,0.7600,0.7600,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_761c62444b.wav,16000,,,cross_lingual_vc,1.0,train,True,Biling,N3L7A1I2B9,data/tinyvox/audio/phon_Biling_Scheidnes_NWR-50_SES3-JSS_00179294_00180062.wav
xlingvc_N3L7A1I2B9_f0998d0327,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Jules_010909_03205640_03208040,N3L7A1I2B9,target_child,,14_18_months,0.0,2.3800,2.3800,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_f0998d0327.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_KernFrench_Jules_010909_03205640_03208040.wav
xlingvc_N3L7A1I2B9_0910f166c3,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_Cummings_PD13_030313_01935581_01938581,N3L7A1I2B9,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_0910f166c3.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,N3L7A1I2B9,data/tinyvox/audio/phon_Clinical_Cummings_PD13_030313_01935581_01938581.wav
xlingvc_N3L7A1I2B9_5161c7b72c,cross_lingual_vc_tinyvox_French,phon_French_Paris_Anae_020329_02855497_02856480,N3L7A1I2B9,target_child,,14_18_months,0.0,0.9600,0.9600,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_5161c7b72c.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Paris_Anae_020329_02855497_02856480.wav
xlingvc_N3L7A1I2B9_c8e3859a7d,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Anais_20621b_00073262_00076478,N3L7A1I2B9,target_child,,14_18_months,0.0,3.2000,3.2000,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_c8e3859a7d.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Lyon_Anais_20621b_00073262_00076478.wav
xlingvc_N3L7A1I2B9_7edec0f273,cross_lingual_vc_tinyvox_Biling,phon_Biling_ChildL2_060028_03534914_03538596,N3L7A1I2B9,target_child,,14_18_months,0.0,3.6600,3.6600,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_7edec0f273.wav,16000,,,cross_lingual_vc,1.0,train,True,Biling,N3L7A1I2B9,data/tinyvox/audio/phon_Biling_ChildL2_060028_03534914_03538596.wav
xlingvc_N3L7A1I2B9_4beeb3a07e,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Marie_10524b_01770025_01771718,N3L7A1I2B9,target_child,,14_18_months,0.0,1.6800,1.6800,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_4beeb3a07e.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Lyon_Marie_10524b_01770025_01771718.wav
xlingvc_N3L7A1I2B9_5d8dfb288f,cross_lingual_vc_tinyvox_French,phon_French_Paris_Antoine_010124_03738128_03741266,N3L7A1I2B9,target_child,,14_18_months,0.0,3.1200,3.1200,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_5d8dfb288f.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Paris_Antoine_010124_03738128_03741266.wav
xlingvc_N3L7A1I2B9_0137da57f1,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_CCF_Luma_020425_00013018_00017202,N3L7A1I2B9,target_child,,14_18_months,0.0,4.1600,4.1600,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_0137da57f1.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,N3L7A1I2B9,data/tinyvox/audio/phon_Romance_Portuguese_CCF_Luma_020425_00013018_00017202.wav
xlingvc_N3L7A1I2B9_511195fdf7,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Esteban_020010_02558040_02561040,N3L7A1I2B9,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_511195fdf7.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_KernFrench_Esteban_020010_02558040_02561040.wav
xlingvc_N3L7A1I2B9_75a0b64c8e,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_PhonoDis_ChildQ_00829034_00829813,N3L7A1I2B9,target_child,,14_18_months,0.0,0.7600,0.7600,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_75a0b64c8e.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,N3L7A1I2B9,data/tinyvox/audio/phon_Clinical_PhonoDis_ChildQ_00829034_00829813.wav
xlingvc_N3L7A1I2B9_617f0d2d10,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Marilyn_20326a_00199862_00204893,N3L7A1I2B9,target_child,,14_18_months,0.0,5.0200,5.0200,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_617f0d2d10.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Lyon_Marilyn_20326a_00199862_00204893.wav
xlingvc_N3L7A1I2B9_801d17f222,cross_lingual_vc_tinyvox_French,phon_French_Paris_Anae_020000_02695320_02696623,N3L7A1I2B9,target_child,,14_18_months,0.0,1.2800,1.2800,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_801d17f222.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Paris_Anae_020000_02695320_02696623.wav
xlingvc_N3L7A1I2B9_f4c64057b7,cross_lingual_vc_tinyvox_French,phon_French_Paris_Madeleine_020102_02184262_02186253,N3L7A1I2B9,target_child,,14_18_months,0.0,1.9800,1.9800,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_f4c64057b7.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Paris_Madeleine_020102_02184262_02186253.wav
xlingvc_N3L7A1I2B9_9d034fef93,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_Cummings_PD01_070114_00421910_00423195,N3L7A1I2B9,target_child,,14_18_months,0.0,1.2800,1.2800,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_9d034fef93.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,N3L7A1I2B9,data/tinyvox/audio/phon_Clinical_Cummings_PD01_070114_00421910_00423195.wav
xlingvc_N3L7A1I2B9_a0658657cb,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_Cummings_PD28_050220_00345925_00346830,N3L7A1I2B9,target_child,,14_18_months,0.0,0.9000,0.9000,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_a0658657cb.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,N3L7A1I2B9,data/tinyvox/audio/phon_Clinical_Cummings_PD28_050220_00345925_00346830.wav
xlingvc_N3L7A1I2B9_683deb9e8f,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Baptiste_010521_00482400_00485400,N3L7A1I2B9,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_683deb9e8f.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_KernFrench_Baptiste_010521_00482400_00485400.wav
xlingvc_N3L7A1I2B9_4f5a80d10f,cross_lingual_vc_tinyvox_French,phon_French_Yamaguchi_020522_00134304_00136303,N3L7A1I2B9,target_child,,14_18_months,0.0,1.9800,1.9800,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_4f5a80d10f.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Yamaguchi_020522_00134304_00136303.wav
xlingvc_N3L7A1I2B9_8f520471d5,cross_lingual_vc_tinyvox_French,phon_French_Paris_Madeleine_030907_02974420_02980163,N3L7A1I2B9,target_child,,14_18_months,0.0,5.7200,5.7200,data/segments/cross_lingual_vc/N3L7A1I2B9/N3L7A1I2B9_8f520471d5.wav,16000,,,cross_lingual_vc,1.0,train,True,French,N3L7A1I2B9,data/tinyvox/audio/phon_French_Paris_Madeleine_030907_02974420_02980163.wav
xlingvc_G4J8F6F4X0_e45a27583a,cross_lingual_vc_tinyvox_French,phon_French_Paris_Antoine_020227_01839073_01840070,G4J8F6F4X0,target_child,,14_18_months,0.0,0.9800,0.9800,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_e45a27583a.wav,16000,,,cross_lingual_vc,1.0,train,True,French,G4J8F6F4X0,data/tinyvox/audio/phon_French_Paris_Antoine_020227_01839073_01840070.wav
xlingvc_G4J8F6F4X0_586ef54ecf,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_Cummings_PD01_060921_00280559_00281428,G4J8F6F4X0,target_child,,14_18_months,0.0,0.8600,0.8600,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_586ef54ecf.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,G4J8F6F4X0,data/tinyvox/audio/phon_Clinical_Cummings_PD01_060921_00280559_00281428.wav
xlingvc_G4J8F6F4X0_3f0c3a2696,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_CCF_Luma_010802_02219755_02222755,G4J8F6F4X0,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_3f0c3a2696.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,G4J8F6F4X0,data/tinyvox/audio/phon_Romance_Portuguese_CCF_Luma_010802_02219755_02222755.wav
xlingvc_G4J8F6F4X0_c89e5540aa,cross_lingual_vc_tinyvox_French,phon_French_Paris_Julie_020521_01536636_01545823,G4J8F6F4X0,target_child,,14_18_months,0.0,9.1800,9.1800,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_c89e5540aa.wav,16000,,,cross_lingual_vc,1.0,train,True,French,G4J8F6F4X0,data/tinyvox/audio/phon_French_Paris_Julie_020521_01536636_01545823.wav
xlingvc_G4J8F6F4X0_da90692e20,cross_lingual_vc_tinyvox_German,phon_German_Grimm_Wiglaf_010612_00066070_00072090,G4J8F6F4X0,target_child,,14_18_months,0.0,6.0000,6.0000,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_da90692e20.wav,16000,,,cross_lingual_vc,1.0,train,True,German,G4J8F6F4X0,data/tinyvox/audio/phon_German_Grimm_Wiglaf_010612_00066070_00072090.wav
xlingvc_G4J8F6F4X0_98fac4abbf,cross_lingual_vc_tinyvox_French,phon_French_Paris_Antoine_040009_01121365_01125456,G4J8F6F4X0,target_child,,14_18_months,0.0,4.0800,4.0800,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_98fac4abbf.wav,16000,,,cross_lingual_vc,1.0,train,True,French,G4J8F6F4X0,data/tinyvox/audio/phon_French_Paris_Antoine_040009_01121365_01125456.wav
xlingvc_G4J8F6F4X0_739e1b455a,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_Cummings_PD16_050307_01929836_01932836,G4J8F6F4X0,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_739e1b455a.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,G4J8F6F4X0,data/tinyvox/audio/phon_Clinical_Cummings_PD16_050307_01929836_01932836.wav
xlingvc_G4J8F6F4X0_f318f7a2cc,cross_lingual_vc_tinyvox_Spanish,phon_Spanish_Vivar_Santiago_3M-VS_00535238_00535892,G4J8F6F4X0,target_child,,14_18_months,0.0,0.6400,0.6400,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_f318f7a2cc.wav,16000,,,cross_lingual_vc,1.0,train,True,Spanish,G4J8F6F4X0,data/tinyvox/audio/phon_Spanish_Vivar_Santiago_3M-VS_00535238_00535892.wav
xlingvc_G4J8F6F4X0_7e5649ac06,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Jules_001104_00880520_00883520,G4J8F6F4X0,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_7e5649ac06.wav,16000,,,cross_lingual_vc,1.0,train,True,French,G4J8F6F4X0,data/tinyvox/audio/phon_French_KernFrench_Jules_001104_00880520_00883520.wav
xlingvc_G4J8F6F4X0_80f4506b43,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_CCF_Luma_010815_01047312_01052695,G4J8F6F4X0,target_child,,14_18_months,0.0,5.3600,5.3600,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_80f4506b43.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,G4J8F6F4X0,data/tinyvox/audio/phon_Romance_Portuguese_CCF_Luma_010815_01047312_01052695.wav
xlingvc_G4J8F6F4X0_237d7638b6,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Marilyn_11113a_00218315_00219750,G4J8F6F4X0,target_child,,14_18_months,0.0,1.4200,1.4200,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_237d7638b6.wav,16000,,,cross_lingual_vc,1.0,train,True,French,G4J8F6F4X0,data/tinyvox/audio/phon_French_Lyon_Marilyn_11113a_00218315_00219750.wav
xlingvc_G4J8F6F4X0_7002c8c936,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Baptiste_010229_00948600_00950040,G4J8F6F4X0,target_child,,14_18_months,0.0,1.4200,1.4200,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_7002c8c936.wav,16000,,,cross_lingual_vc,1.0,train,True,French,G4J8F6F4X0,data/tinyvox/audio/phon_French_KernFrench_Baptiste_010229_00948600_00950040.wav
xlingvc_G4J8F6F4X0_29c0f06c65,cross_lingual_vc_tinyvox_Biling,phon_Biling_Seine-Marne_CP-imit3_112DL_00106633_00109735,G4J8F6F4X0,target_child,,14_18_months,0.0,3.0800,3.0800,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_29c0f06c65.wav,16000,,,cross_lingual_vc,1.0,train,True,Biling,G4J8F6F4X0,data/tinyvox/audio/phon_Biling_Seine-Marne_CP-imit3_112DL_00106633_00109735.wav
xlingvc_G4J8F6F4X0_0508458f48,cross_lingual_vc_tinyvox_French,phon_French_Lyon_Theotime_20916b_00309077_00312102,G4J8F6F4X0,target_child,,14_18_months,0.0,3.0200,3.0200,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_0508458f48.wav,16000,,,cross_lingual_vc,1.0,train,True,French,G4J8F6F4X0,data/tinyvox/audio/phon_French_Lyon_Theotime_20916b_00309077_00312102.wav
xlingvc_G4J8F6F4X0_0b6ac3d17b,cross_lingual_vc_tinyvox_Biling,phon_Biling_ChildL2_050007_03175206_03175665,G4J8F6F4X0,target_child,,14_18_months,0.0,0.4400,0.4400,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_0b6ac3d17b.wav,16000,,,cross_lingual_vc,1.0,train,True,Biling,G4J8F6F4X0,data/tinyvox/audio/phon_Biling_ChildL2_050007_03175206_03175665.wav
xlingvc_G4J8F6F4X0_86783c1fa5,cross_lingual_vc_tinyvox_Biling,phon_Biling_ChildL2_040111_01528658_01529755,G4J8F6F4X0,target_child,,14_18_months,0.0,1.0800,1.0800,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_86783c1fa5.wav,16000,,,cross_lingual_vc,1.0,train,True,Biling,G4J8F6F4X0,data/tinyvox/audio/phon_Biling_ChildL2_040111_01528658_01529755.wav
xlingvc_G4J8F6F4X0_1489fb679e,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_Cummings_PD13_030416_00846949_00849949,G4J8F6F4X0,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_1489fb679e.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,G4J8F6F4X0,data/tinyvox/audio/phon_Clinical_Cummings_PD13_030416_00846949_00849949.wav
xlingvc_G4J8F6F4X0_43946ebe73,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Jules_000914_00916660_00917760,G4J8F6F4X0,target_child,,14_18_months,0.0,1.0800,1.0800,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_43946ebe73.wav,16000,,,cross_lingual_vc,1.0,train,True,French,G4J8F6F4X0,data/tinyvox/audio/phon_French_KernFrench_Jules_000914_00916660_00917760.wav
xlingvc_G4J8F6F4X0_3d01091c51,cross_lingual_vc_tinyvox_French,phon_French_Paris_Anae_020626_01016758_01020463,G4J8F6F4X0,target_child,,14_18_months,0.0,3.7000,3.7000,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_3d01091c51.wav,16000,,,cross_lingual_vc,1.0,train,True,French,G4J8F6F4X0,data/tinyvox/audio/phon_French_Paris_Anae_020626_01016758_01020463.wav
xlingvc_G4J8F6F4X0_7ef28b4fff,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_Cummings_PD10_060029_00548076_00549170,G4J8F6F4X0,target_child,,14_18_months,0.0,1.0800,1.0800,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_7ef28b4fff.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,G4J8F6F4X0,data/tinyvox/audio/phon_Clinical_Cummings_PD10_060029_00548076_00549170.wav
xlingvc_G4J8F6F4X0_8dd17f4e5e,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_Cummings_PD01_070315_01579763_01581226,G4J8F6F4X0,target_child,,14_18_months,0.0,1.4400,1.4400,data/segments/cross_lingual_vc/G4J8F6F4X0/G4J8F6F4X0_8dd17f4e5e.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,G4J8F6F4X0,data/tinyvox/audio/phon_Clinical_Cummings_PD01_070315_01579763_01581226.wav
