system,threshold,net_benefit
whisper_mil_tsmil_concat,0.45,0.6261467889908257
whisper_mil_tsmil_concat,0.46,0.6173122663948352
whisper_mil_tsmil_concat,0.47000000000000003,0.6083174658127055
whisper_mil_tsmil_concat,0.48000000000000004,0.6037402964008469
whisper_mil_tsmil_concat,0.49,0.6011872638963842
whisper_mil_tsmil_concat,0.5,0.5986238532110092
whisper_mil_tsmil_concat,0.51,0.5936622355364164
whisper_mil_tsmil_concat,0.52,0.5862003058103975
whisper_mil_tsmil_concat,0.53,0.5808120242045676
whisper_mil_tsmil_concat,0.54,0.570602313522138
whisper_mil_tsmil_concat,0.55,0.5703363914373089
whisper_mil_tsmil_concat,0.56,0.5715179316096748
whisper_mil_tsmil_concat,0.5700000000000001,0.5673138468103265
whisper_mil_tsmil_concat,0.5800000000000001,0.5624726955002184
whisper_mil_tsmil_concat,0.59,0.5543186395166704
whisper_mil_tsmil_concat,0.6,0.5470183486238532
whisper_mil_tsmil_concat,0.61,0.5406963067513526
whisper_mil_tsmil_concat,0.62,0.537783679381941
whisper_mil_tsmil_concat,0.63,0.52405157451029
whisper_mil_tsmil_concat,0.64,0.5163098878695209
whisper_mil_tsmil_concat,0.65,0.5150720838794233
whisper_mil_tsmil_concat,0.66,0.50512682137075
whisper_mil_tsmil_concat,0.67,0.5020155685293299
whisper_mil_tsmil_concat,0.68,0.49397935779816504
whisper_mil_tsmil_concat,0.6900000000000001,0.49104764723290906
whisper_mil_tsmil_concat,0.7000000000000001,0.48547400611620795
whisper_mil_tsmil_concat,0.7100000000000001,0.48418222081619733
whisper_mil_tsmil_concat,0.72,0.473132372214941
whisper_mil_tsmil_concat,0.73,0.4568467550118927
whisper_mil_tsmil_concat,0.74,0.4509527170077629
whisper_mil_tsmil_concat,0.75,0.4587155963302752
whisper_mil_tsmil_concat,0.76,0.4369266055045871
whisper_mil_tsmil_concat,0.77,0.4242122058236937
whisper_mil_tsmil_concat,0.78,0.41826522101751457
whisper_mil_tsmil_concat,0.79,0.4007208387942332
whisper_mil_tsmil_concat,0.8,0.38532110091743116
whisper_mil_tsmil_concat,0.81,0.39618541767262183
whisper_mil_tsmil_concat,0.8200000000000001,0.4153924566768602
whisper_mil_tsmil_concat,0.8300000000000001,0.4166216945493793
whisper_mil_tsmil_concat,0.8400000000000001,0.3933486238532109
whisper_mil_tsmil_concat,0.85,0.3685015290519878
whisper_mil_tsmil_concat,0.86,0.3581258191349934
whisper_mil_tsmil_concat,0.87,0.3540931545518701
whisper_mil_tsmil_concat,0.88,0.33868501529051986
whisper_mil_tsmil_concat,0.89,0.31463719766472054
whisper_mil_tsmil_concat,0.9,0.28211009174311924
whisper_mil_tsmil_concat,0.91,0.24082568807339444
whisper_mil_tsmil_concat,0.92,0.28555045871559626
whisper_mil_tsmil_concat,0.93,0.23296199213630397
whisper_mil_tsmil_concat,0.9400000000000001,0.20948012232415886
whisper_mil_tsmil_concat,0.9500000000000001,0.12155963302752268
whisper_mil_tsmil_concat,0.9600000000000001,0.034403669724770186
whisper_mil_tsmil_concat,0.97,0.10703363914373094
whisper_mil_tsmil_concat,0.98,-0.018348623853210913
whisper_mil_tsmil_concat,0.99,-0.21788990825688054
wavlm_mil,0.01,0.7572092810188048
wavlm_mil,0.02,0.7547318247026702
wavlm_mil,0.03,0.752203286813007
wavlm_mil,0.04,0.7496220710506425
wavlm_mil,0.05,0.7469865139038072
wavlm_mil,0.060000000000000005,0.7442948810729966
wavlm_mil,0.06999999999999999,0.7415453636651793
wavlm_mil,0.08,0.7387360741398009
wavlm_mil,0.09,0.735865041987491
wavlm_mil,0.09999999999999999,0.7329302091206853
wavlm_mil,0.11,0.729929424953502
wavlm_mil,0.12,0.7268604411461554
wavlm_mil,0.13,0.7237209059869159
wavlm_mil,0.14,0.7205083583821126
wavlm_mil,0.15000000000000002,0.714952647725757
wavlm_mil,0.16,0.7115862217903034
wavlm_mil,0.17,0.70813867715761
wavlm_mil,0.18000000000000002,0.7028372324539571
wavlm_mil,0.19,0.6992525405223817
wavlm_mil,0.2,0.6961451247165532
wavlm_mil,0.21000000000000002,0.690748873389018
wavlm_mil,0.22,0.6875981161695448
wavlm_mil,0.23,0.6837470919103572
wavlm_mil,0.24000000000000002,0.6797947249075069
wavlm_mil,0.25,0.6764928193499622
wavlm_mil,0.26,0.6739596739596739
wavlm_mil,0.27,0.6706426862982636
wavlm_mil,0.28,0.6664147140337616
wavlm_mil,0.29000000000000004,0.6620676439589921
wavlm_mil,0.3,0.6585681891804341
wavlm_mil,0.31,0.6550330277038352
wavlm_mil,0.32,0.6503934907296252
wavlm_mil,0.33,0.645615460114394
wavlm_mil,0.34,0.6418607847179276
wavlm_mil,0.35000000000000003,0.6429443572300715
wavlm_mil,0.36000000000000004,0.6380385487528345
wavlm_mil,0.37,0.6329770003239391
wavlm_mil,0.38,0.6277521761392729
wavlm_mil,0.39,0.6238058064755957
wavlm_mil,0.4,0.618291761148904
wavlm_mil,0.41000000000000003,0.6103232253353319
wavlm_mil,0.42000000000000004,0.6044256783173039
wavlm_mil,0.43,0.6017424513665115
wavlm_mil,0.44,0.5932944606413995
wavlm_mil,0.45,0.5823541537827253
wavlm_mil,0.46,0.5753758293440834
wavlm_mil,0.47000000000000003,0.5745946177213024
wavlm_mil,0.48000000000000004,0.5719518576661434
wavlm_mil,0.49,0.5649370859454893
wavlm_mil,0.5,0.562358276643991
wavlm_mil,0.51,0.5551390624276922
wavlm_mil,0.52,0.5476190476190476
wavlm_mil,0.53,0.5429150383557678
wavlm_mil,0.54,0.5381050971113083
wavlm_mil,0.55,0.5301083396321491
wavlm_mil,0.56,0.5275200989486704
wavlm_mil,0.5700000000000001,0.5234931181775035
wavlm_mil,0.5800000000000001,0.5158190260231076
wavlm_mil,0.59,0.5167855760190255
wavlm_mil,0.6,0.5068027210884354
wavlm_mil,0.61,0.4989243560672132
wavlm_mil,0.62,0.4945697577276525
wavlm_mil,0.63,0.47968376539805113
wavlm_mil,0.64,0.46812799193751575
wavlm_mil,0.65,0.46809199870424356
wavlm_mil,0.66,0.4691209817260237
wavlm_mil,0.67,0.4547515976087404
wavlm_mil,0.68,0.43594104308390025
wavlm_mil,0.6900000000000001,0.4191353960939214
wavlm_mil,0.7000000000000001,0.41194255479969766
wavlm_mil,0.7100000000000001,0.4027680037532253
wavlm_mil,0.72,0.3812763200518303
wavlm_mil,0.73,0.3740656756529773
wavlm_mil,0.74,0.33943833943833945
wavlm_mil,0.75,0.3219954648526077
wavlm_mil,0.76,0.3102796674225245
wavlm_mil,0.77,0.28620723651779545
wavlm_mil,0.78,0.2712842712842713
wavlm_mil,0.79,0.25947521865889206
wavlm_mil,0.8,0.23356009070294775
wavlm_mil,0.81,0.23630504833512345
wavlm_mil,0.8200000000000001,0.19123204837490546
wavlm_mil,0.8300000000000001,0.161798052554355
wavlm_mil,0.8400000000000001,0.1558956916099772
wavlm_mil,0.85,0.14210128495842786
wavlm_mil,0.86,0.10430839002267575
wavlm_mil,0.87,0.06732949590092449
wavlm_mil,0.88,0.031746031746031744
wavlm_mil,0.89,0.01381158524015666
wavlm_mil,0.9,-0.009070294784580518
wavlm_mil,0.91,-0.04509952128999756
wavlm_mil,0.92,-0.047619047619047714
wavlm_mil,0.93,0.005506964690638112
wavlm_mil,0.9400000000000001,0.009826152683295501
wavlm_mil,0.9500000000000001,0.013605442176870748
wavlm_mil,0.9600000000000001,0.0045351473922902496
wavlm_mil,0.97,0.0045351473922902496
wavlm_mil,0.98,0.0
wavlm_mil,0.99,0.0
babar_enrollment,0.01,0.6388373531230674
babar_enrollment,0.02,0.638206302929335
babar_enrollment,0.03,0.6352946676952568
babar_enrollment,0.04,0.6346371882086168
babar_enrollment,0.05,0.6339658670485738
babar_enrollment,0.060000000000000005,0.6332802624595938
babar_enrollment,0.06999999999999999,0.6325799136859045
babar_enrollment,0.08,0.629596766242729
babar_enrollment,0.09,0.6288654656001594
babar_enrollment,0.09999999999999999,0.6258503401360545
babar_enrollment,0.11,0.6228184157558154
babar_enrollment,0.12,0.6220366934652649
babar_enrollment,0.13,0.6215758333984935
babar_enrollment,0.14,0.621156989927754
babar_enrollment,0.15000000000000002,0.6203814859277044
babar_enrollment,0.16,0.6195875175467012
babar_enrollment,0.17,0.6192388602027156
babar_enrollment,0.18000000000000002,0.6093689508323654
babar_enrollment,0.19,0.6040144452842865
babar_enrollment,0.2,0.596938775510204
babar_enrollment,0.21000000000000002,0.591578403513304
babar_enrollment,0.22,0.5884644456073027
babar_enrollment,0.23,0.5807933563035603
babar_enrollment,0.24000000000000002,0.5730994152046783
babar_enrollment,0.25,0.5691609977324263
babar_enrollment,0.26,0.5660354231782804
babar_enrollment,0.27,0.5628863417513124
babar_enrollment,0.28,0.5537918871252204
babar_enrollment,0.29000000000000004,0.5461020088786688
babar_enrollment,0.3,0.5383867832847424
babar_enrollment,0.31,0.5238423871964245
babar_enrollment,0.32,0.513672135520875
babar_enrollment,0.33,0.5002876772599587
babar_enrollment,0.34,0.4869786298357727
babar_enrollment,0.35000000000000003,0.4725274725274725
babar_enrollment,0.36000000000000004,0.4570578231292517
babar_enrollment,0.37,0.4430047151135586
babar_enrollment,0.38,0.4195742813254334
babar_enrollment,0.39,0.39158395598676626
babar_enrollment,0.4,0.3650793650793651
babar_enrollment,0.41000000000000003,0.3416349590683731
babar_enrollment,0.42000000000000004,0.32825084056611153
babar_enrollment,0.43,0.3088674066117675
babar_enrollment,0.44,0.27648202137998057
babar_enrollment,0.45,0.26406926406926406
babar_enrollment,0.46,0.2533803644914756
babar_enrollment,0.47000000000000003,0.22350575450305907
babar_enrollment,0.48000000000000004,0.20460491889063318
babar_enrollment,0.49,0.18847539015606243
babar_enrollment,0.5,0.1655328798185941
babar_enrollment,0.51,0.14956730991716416
babar_enrollment,0.52,0.12471655328798185
babar_enrollment,0.53,0.11337868480725624
babar_enrollment,0.54,0.10430839002267574
babar_enrollment,0.55,0.08616780045351474
babar_enrollment,0.56,0.07029478458049887
babar_enrollment,0.5700000000000001,0.05668934240362812
babar_enrollment,0.5800000000000001,0.04308390022675737
babar_enrollment,0.59,0.04081632653061224
babar_enrollment,0.6,0.03854875283446712
babar_enrollment,0.61,0.034013605442176874
babar_enrollment,0.62,0.024943310657596373
babar_enrollment,0.63,0.022675736961451247
babar_enrollment,0.64,0.018140589569160998
babar_enrollment,0.65,0.013605442176870748
babar_enrollment,0.66,0.011337868480725623
babar_enrollment,0.67,0.011337868480725623
babar_enrollment,0.68,0.011337868480725623
babar_enrollment,0.6900000000000001,0.011337868480725623
babar_enrollment,0.7000000000000001,0.011337868480725623
babar_enrollment,0.7100000000000001,0.011337868480725623
babar_enrollment,0.72,0.0045351473922902496
babar_enrollment,0.73,0.0045351473922902496
babar_enrollment,0.74,0.0045351473922902496
babar_enrollment,0.75,0.0045351473922902496
babar_enrollment,0.76,0.0045351473922902496
babar_enrollment,0.77,0.0
babar_enrollment,0.78,0.0
babar_enrollment,0.79,0.0
babar_enrollment,0.8,0.0
babar_enrollment,0.81,0.0
babar_enrollment,0.8200000000000001,0.0
babar_enrollment,0.8300000000000001,0.0
babar_enrollment,0.8400000000000001,0.0
babar_enrollment,0.85,0.0
babar_enrollment,0.86,0.0
babar_enrollment,0.87,0.0
babar_enrollment,0.88,0.0
babar_enrollment,0.89,0.0
babar_enrollment,0.9,0.0
babar_enrollment,0.91,0.0
babar_enrollment,0.92,0.0
babar_enrollment,0.93,0.0
babar_enrollment,0.9400000000000001,0.0
babar_enrollment,0.9500000000000001,0.0
babar_enrollment,0.9600000000000001,0.0
babar_enrollment,0.97,0.0
babar_enrollment,0.98,0.0
babar_enrollment,0.99,0.0
vtc_enrollment,0.01,0.6905334524382143
vtc_enrollment,0.02,0.689434957656532
vtc_enrollment,0.03,0.6883138134979077
vtc_enrollment,0.04,0.6871693121693121
vtc_enrollment,0.05,0.686000716075904
vtc_enrollment,0.060000000000000005,0.6848072562358276
vtc_enrollment,0.06999999999999999,0.6837588081827712
vtc_enrollment,0.08,0.6825396825396824
vtc_enrollment,0.09,0.681293762926416
vtc_enrollment,0.09999999999999999,0.6754850088183422
vtc_enrollment,0.11,0.6741827817269229
vtc_enrollment,0.12,0.6728509585652442
vtc_enrollment,0.13,0.6714885187791592
vtc_enrollment,0.14,0.6704635342509097
vtc_enrollment,0.15000000000000002,0.6690676270508203
vtc_enrollment,0.16,0.6653709102688694
vtc_enrollment,0.17,0.6625686419145972
vtc_enrollment,0.18000000000000002,0.6588684254189481
vtc_enrollment,0.19,0.6539290613364688
vtc_enrollment,0.2,0.6536281179138322
vtc_enrollment,0.21000000000000002,0.6482964493814404
vtc_enrollment,0.22,0.6446305017733589
vtc_enrollment,0.23,0.6416055599729069
vtc_enrollment,0.24000000000000002,0.6386203604248717
vtc_enrollment,0.25,0.6379440665154952
vtc_enrollment,0.26,0.6365140650854937
vtc_enrollment,0.27,0.6268132823905818
vtc_enrollment,0.28,0.6194255479969766
vtc_enrollment,0.29000000000000004,0.6179617386860847
vtc_enrollment,0.3,0.608357628765792
vtc_enrollment,0.31,0.5952873903184462
vtc_enrollment,0.32,0.5767640389489129
vtc_enrollment,0.33,0.5594476596608793
vtc_enrollment,0.34,0.5488902631759776
vtc_enrollment,0.35000000000000003,0.5372405372405372
vtc_enrollment,0.36000000000000004,0.5123299319727892
vtc_enrollment,0.37,0.5013137530144334
vtc_enrollment,0.38,0.48240801697022895
vtc_enrollment,0.39,0.4614326604958924
vtc_enrollment,0.4,0.43461829176114886
vtc_enrollment,0.41000000000000003,0.4101618048349283
vtc_enrollment,0.42000000000000004,0.39033544452263663
vtc_enrollment,0.43,0.36380634124995026
vtc_enrollment,0.44,0.3287981859410431
vtc_enrollment,0.45,0.3088023088023088
vtc_enrollment,0.46,0.2887377173091459
vtc_enrollment,0.47000000000000003,0.25627861207376035
vtc_enrollment,0.48000000000000004,0.23512994941566367
vtc_enrollment,0.49,0.22511226712907384
vtc_enrollment,0.5,0.1927437641723356
vtc_enrollment,0.51,0.16270998195196446
vtc_enrollment,0.52,0.15098261526832954
vtc_enrollment,0.53,0.1306508418970425
vtc_enrollment,0.54,0.11258996352164054
vtc_enrollment,0.55,0.09423028470647518
vtc_enrollment,0.56,0.08266336837765409
vtc_enrollment,0.5700000000000001,0.06048620998787111
vtc_enrollment,0.5800000000000001,0.05215419501133787
vtc_enrollment,0.59,0.049886621315192746
vtc_enrollment,0.6,0.045351473922902494
vtc_enrollment,0.61,0.04081632653061224
vtc_enrollment,0.62,0.031746031746031744
vtc_enrollment,0.63,0.022675736961451247
vtc_enrollment,0.64,0.02040816326530612
vtc_enrollment,0.65,0.015873015873015872
vtc_enrollment,0.66,0.015873015873015872
vtc_enrollment,0.67,0.013605442176870748
vtc_enrollment,0.68,0.013605442176870748
vtc_enrollment,0.6900000000000001,0.013605442176870748
vtc_enrollment,0.7000000000000001,0.013605442176870748
vtc_enrollment,0.7100000000000001,0.013605442176870748
vtc_enrollment,0.72,0.0045351473922902496
vtc_enrollment,0.73,0.0022675736961451248
vtc_enrollment,0.74,0.0022675736961451248
vtc_enrollment,0.75,0.0022675736961451248
vtc_enrollment,0.76,0.0022675736961451248
vtc_enrollment,0.77,0.0
vtc_enrollment,0.78,0.0
vtc_enrollment,0.79,0.0
vtc_enrollment,0.8,0.0
vtc_enrollment,0.81,0.0
vtc_enrollment,0.8200000000000001,0.0
vtc_enrollment,0.8300000000000001,0.0
vtc_enrollment,0.8400000000000001,0.0
vtc_enrollment,0.85,0.0
vtc_enrollment,0.86,0.0
vtc_enrollment,0.87,0.0
vtc_enrollment,0.88,0.0
vtc_enrollment,0.89,0.0
vtc_enrollment,0.9,0.0
vtc_enrollment,0.91,0.0
vtc_enrollment,0.92,0.0
vtc_enrollment,0.93,0.0
vtc_enrollment,0.9400000000000001,0.0
vtc_enrollment,0.9500000000000001,0.0
vtc_enrollment,0.9600000000000001,0.0
vtc_enrollment,0.97,0.0
vtc_enrollment,0.98,0.0
vtc_enrollment,0.99,0.0
vtc_kchi_enrollment,0.01,0.6388373531230674
vtc_kchi_enrollment,0.02,0.638206302929335
vtc_kchi_enrollment,0.03,0.6352946676952568
vtc_kchi_enrollment,0.04,0.6346371882086168
vtc_kchi_enrollment,0.05,0.6339658670485738
vtc_kchi_enrollment,0.060000000000000005,0.6332802624595938
vtc_kchi_enrollment,0.06999999999999999,0.6325799136859045
vtc_kchi_enrollment,0.08,0.629596766242729
vtc_kchi_enrollment,0.09,0.6288654656001594
vtc_kchi_enrollment,0.09999999999999999,0.6258503401360545
vtc_kchi_enrollment,0.11,0.6228184157558154
vtc_kchi_enrollment,0.12,0.6220366934652649
vtc_kchi_enrollment,0.13,0.6215758333984935
vtc_kchi_enrollment,0.14,0.621156989927754
vtc_kchi_enrollment,0.15000000000000002,0.6203814859277044
vtc_kchi_enrollment,0.16,0.6195875175467012
vtc_kchi_enrollment,0.17,0.6192388602027156
vtc_kchi_enrollment,0.18000000000000002,0.6093689508323654
vtc_kchi_enrollment,0.19,0.6040144452842865
vtc_kchi_enrollment,0.2,0.596938775510204
vtc_kchi_enrollment,0.21000000000000002,0.591578403513304
vtc_kchi_enrollment,0.22,0.5884644456073027
vtc_kchi_enrollment,0.23,0.5807933563035603
vtc_kchi_enrollment,0.24000000000000002,0.5730994152046783
vtc_kchi_enrollment,0.25,0.5691609977324263
vtc_kchi_enrollment,0.26,0.5660354231782804
vtc_kchi_enrollment,0.27,0.5628863417513124
vtc_kchi_enrollment,0.28,0.5537918871252204
vtc_kchi_enrollment,0.29000000000000004,0.5461020088786688
vtc_kchi_enrollment,0.3,0.5383867832847424
vtc_kchi_enrollment,0.31,0.5238423871964245
vtc_kchi_enrollment,0.32,0.513672135520875
vtc_kchi_enrollment,0.33,0.5002876772599587
vtc_kchi_enrollment,0.34,0.4869786298357727
vtc_kchi_enrollment,0.35000000000000003,0.4725274725274725
vtc_kchi_enrollment,0.36000000000000004,0.4570578231292517
vtc_kchi_enrollment,0.37,0.4430047151135586
vtc_kchi_enrollment,0.38,0.4195742813254334
vtc_kchi_enrollment,0.39,0.39158395598676626
vtc_kchi_enrollment,0.4,0.3650793650793651
vtc_kchi_enrollment,0.41000000000000003,0.3416349590683731
vtc_kchi_enrollment,0.42000000000000004,0.32825084056611153
vtc_kchi_enrollment,0.43,0.3088674066117675
vtc_kchi_enrollment,0.44,0.27648202137998057
vtc_kchi_enrollment,0.45,0.26406926406926406
vtc_kchi_enrollment,0.46,0.2533803644914756
vtc_kchi_enrollment,0.47000000000000003,0.22350575450305907
vtc_kchi_enrollment,0.48000000000000004,0.20460491889063318
vtc_kchi_enrollment,0.49,0.18847539015606243
vtc_kchi_enrollment,0.5,0.1655328798185941
vtc_kchi_enrollment,0.51,0.14956730991716416
vtc_kchi_enrollment,0.52,0.12471655328798185
vtc_kchi_enrollment,0.53,0.11337868480725624
vtc_kchi_enrollment,0.54,0.10430839002267574
vtc_kchi_enrollment,0.55,0.08616780045351474
vtc_kchi_enrollment,0.56,0.07029478458049887
vtc_kchi_enrollment,0.5700000000000001,0.05668934240362812
vtc_kchi_enrollment,0.5800000000000001,0.04308390022675737
vtc_kchi_enrollment,0.59,0.04081632653061224
vtc_kchi_enrollment,0.6,0.03854875283446712
vtc_kchi_enrollment,0.61,0.034013605442176874
vtc_kchi_enrollment,0.62,0.024943310657596373
vtc_kchi_enrollment,0.63,0.022675736961451247
vtc_kchi_enrollment,0.64,0.018140589569160998
vtc_kchi_enrollment,0.65,0.013605442176870748
vtc_kchi_enrollment,0.66,0.011337868480725623
vtc_kchi_enrollment,0.67,0.011337868480725623
vtc_kchi_enrollment,0.68,0.011337868480725623
vtc_kchi_enrollment,0.6900000000000001,0.011337868480725623
vtc_kchi_enrollment,0.7000000000000001,0.011337868480725623
vtc_kchi_enrollment,0.7100000000000001,0.011337868480725623
vtc_kchi_enrollment,0.72,0.0045351473922902496
vtc_kchi_enrollment,0.73,0.0045351473922902496
vtc_kchi_enrollment,0.74,0.0045351473922902496
vtc_kchi_enrollment,0.75,0.0045351473922902496
vtc_kchi_enrollment,0.76,0.0045351473922902496
vtc_kchi_enrollment,0.77,0.0
vtc_kchi_enrollment,0.78,0.0
vtc_kchi_enrollment,0.79,0.0
vtc_kchi_enrollment,0.8,0.0
vtc_kchi_enrollment,0.81,0.0
vtc_kchi_enrollment,0.8200000000000001,0.0
vtc_kchi_enrollment,0.8300000000000001,0.0
vtc_kchi_enrollment,0.8400000000000001,0.0
vtc_kchi_enrollment,0.85,0.0
vtc_kchi_enrollment,0.86,0.0
vtc_kchi_enrollment,0.87,0.0
vtc_kchi_enrollment,0.88,0.0
vtc_kchi_enrollment,0.89,0.0
vtc_kchi_enrollment,0.9,0.0
vtc_kchi_enrollment,0.91,0.0
vtc_kchi_enrollment,0.92,0.0
vtc_kchi_enrollment,0.93,0.0
vtc_kchi_enrollment,0.9400000000000001,0.0
vtc_kchi_enrollment,0.9500000000000001,0.0
vtc_kchi_enrollment,0.9600000000000001,0.0
