system,objective,n_folds_completed,f1_mean,f1_std,f1_min,f1_max,balanced_acc_mean,balanced_acc_std,balanced_acc_min,balanced_acc_max,mcc_mean,mcc_std,mcc_min,mcc_max,auroc_mean,auroc_std,auroc_min,auroc_max,auprc_mean,auprc_std,auprc_min,auprc_max,auprc_lift_mean,auprc_lift_std,auprc_lift_min,auprc_lift_max,delta_f1_vs_trivial_mean,delta_f1_vs_trivial_std,delta_f1_vs_trivial_min,delta_f1_vs_trivial_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,specificity_mean,specificity_std,specificity_min,specificity_max
fused_attn_unfreeze2_whisper_large,balanced_acc,3,0.8925603066581639,0.0046408036662099385,0.8872037914691944,0.8953722334004024,0.8066421654561952,0.015731688999492243,0.795355587808418,0.8246120885541777,0.5991883628621554,0.02518331942608636,0.5832897851838098,0.6282238082541595,0.8584011619683078,0.04771198913444542,0.8039574262215772,0.8929267025904044,0.9308189207020874,0.041153165619030575,0.8833249714510908,0.9559174236754849,0.1888833629679917,0.0336931683932063,0.15229048869247008,0.21862317201113324,0.04077187326125394,0.008395351172514831,0.031619020032793155,0.04811432222599732,0.904625850340136,0.01183204223197107,0.8914285714285715,0.9142857142857143,0.8808892348760532,0.0036175411917514833,0.8767123287671232,0.8830188679245283,0.7323950960363371,0.03505119008285652,0.7076923076923077,0.7725118483412322
fused_attn_unfreeze2_whisper_large,youden,3,0.8925603066581639,0.0046408036662099385,0.8872037914691944,0.8953722334004024,0.8066421654561952,0.015731688999492243,0.795355587808418,0.8246120885541777,0.5991883628621554,0.02518331942608636,0.5832897851838098,0.6282238082541595,0.8584011619683078,0.04771198913444542,0.8039574262215772,0.8929267025904044,0.9308189207020874,0.041153165619030575,0.8833249714510908,0.9559174236754849,0.1888833629679917,0.0336931683932063,0.15229048869247008,0.21862317201113324,0.04077187326125394,0.008395351172514831,0.031619020032793155,0.04811432222599732,0.904625850340136,0.01183204223197107,0.8914285714285715,0.9142857142857143,0.8808892348760532,0.0036175411917514833,0.8767123287671232,0.8830188679245283,0.7323950960363371,0.03505119008285652,0.7076923076923077,0.7725118483412322
fused_attn_unfreeze2_whisper_medium,f1,3,0.9011216964595056,0.002625515849784942,0.8993288590604027,0.9041353383458647,0.798727870586483,0.016605478701212463,0.7882879958449653,0.8178761490082245,0.6071696387753088,0.02994060354400117,0.5812952088508732,0.639964475640543,0.8607112575353488,0.03501560390748651,0.8331960666866327,0.900125786163522,0.9238580748378835,0.020589182669854277,0.9112033110334472,0.9476155215077116,0.18192251710378782,0.032332071268016176,0.1525743964973788,0.21658103874909085,0.0493332630625957,0.011969411652648709,0.03614767860464052,0.05951382440164166,0.893779304009644,0.01060154226218637,0.881578947368421,0.900749063670412,0.9087163465943512,0.008567328351919642,0.9007936507936508,0.9178082191780822,0.6887393945786148,0.035678988314559235,0.6587677725118484,0.7282051282051282
fused_attn_unfreeze2_whisper_medium,balanced_acc,3,0.9013455123611825,0.003011165402196091,0.8993288590604027,0.9048067860508955,0.8001228068870798,0.019018710543510727,0.7882879958449653,0.8220609579100145,0.6089053217218222,0.03280612509415786,0.5812952088508732,0.6451715244800832,0.8607112575353488,0.03501560390748651,0.8331960666866327,0.900125786163522,0.9238580748378835,0.020589182669854277,0.9112033110334472,0.9476155215077116,0.18192251710378782,0.032332071268016176,0.1525743964973788,0.21658103874909085,0.04955707896427264,0.012257765315550824,0.03614767860464052,0.06018527210667246,0.894847883539469,0.011754212541701682,0.881578947368421,0.903954802259887,0.9080874157767411,0.008763091403144858,0.9007936507936508,0.9178082191780822,0.6921581979974182,0.04138636989086444,0.6587677725118484,0.7384615384615385
fused_attn_unfreeze2_whisper_medium,youden,3,0.9013455123611825,0.003011165402196091,0.8993288590604027,0.9048067860508955,0.8001228068870798,0.019018710543510727,0.7882879958449653,0.8220609579100145,0.6089053217218222,0.03280612509415786,0.5812952088508732,0.6451715244800832,0.8607112575353488,0.03501560390748651,0.8331960666866327,0.900125786163522,0.9238580748378835,0.020589182669854277,0.9112033110334472,0.9476155215077116,0.18192251710378782,0.032332071268016176,0.1525743964973788,0.21658103874909085,0.04955707896427264,0.012257765315550824,0.03614767860464052,0.06018527210667246,0.894847883539469,0.011754212541701682,0.881578947368421,0.903954802259887,0.9080874157767411,0.008763091403144858,0.9007936507936508,0.9178082191780822,0.6921581979974182,0.04138636989086444,0.6587677725118484,0.7384615384615385
pyannote_ecapa_enrollment_runs,f1,3,0.8608400946800914,0.014535520035242895,0.8517887563884157,0.8776065276518586,0.611002123489185,0.008075911161440177,0.6024673439767779,0.618523510032944,0.3102594858144084,0.028661281727245965,0.2884597828008989,0.34272432704155603,0.6934316652900572,0.012348807521502246,0.6800785561254301,0.7044399520814615,0.8379053369803934,0.0251416149453993,0.814469086589991,0.864461165090517,0.0959697792462975,0.013938492295785747,0.07987789162143755,0.10428016961540387,0.009051661283181392,0.00419029599549981,0.006134427121102126,0.013853314284249407,0.7896312099137647,0.016424684130512603,0.7763975155279503,0.8080133555926544,0.9462150645272899,0.012925596489090339,0.934931506849315,0.9603174603174603,0.2757891824510799,0.013804575385488774,0.26153846153846155,0.2890995260663507
pyannote_ecapa_enrollment_runs,balanced_acc,3,0.7934820271929528,0.03166599017533452,0.7736220472440944,0.83,0.6435406675894623,0.010035620335992609,0.6322931785195935,0.6515798143156634,0.27681528408605544,0.030818370078822,0.2495775988553669,0.3102672634117307,0.6934316652900572,0.012348807521502246,0.6800785561254301,0.7044399520814615,0.8379053369803934,0.0251416149453993,0.814469086589991,0.864461165090517,0.0959697792462975,0.013938492295785747,0.07987789162143755,0.10428016961540387,-0.05830640620395725,0.03665634319267057,-0.08692917903284536,-0.016990572878897825,0.820959308757855,0.02150804688854987,0.8084415584415584,0.8457943925233645,0.7708343760812099,0.07187884900082216,0.7182539682539683,0.8527397260273972,0.5162469590977147,0.0723159880383573,0.44075829383886256,0.5849056603773585
pyannote_ecapa_enrollment_runs,youden,3,0.7934820271929528,0.03166599017533452,0.7736220472440944,0.83,0.6435406675894623,0.010035620335992609,0.6322931785195935,0.6515798143156634,0.27681528408605544,0.030818370078822,0.2495775988553669,0.3102672634117307,0.6934316652900572,0.012348807521502246,0.6800785561254301,0.7044399520814615,0.8379053369803934,0.0251416149453993,0.814469086589991,0.864461165090517,0.0959697792462975,0.013938492295785747,0.07987789162143755,0.10428016961540387,-0.05830640620395725,0.03665634319267057,-0.08692917903284536,-0.016990572878897825,0.820959308757855,0.02150804688854987,0.8084415584415584,0.8457943925233645,0.7708343760812099,0.07187884900082216,0.7182539682539683,0.8527397260273972,0.5162469590977147,0.0723159880383573,0.44075829383886256,0.5849056603773585
sortformer_ecapa_enrollment_runs,f1,3,0.842644585605374,0.023179750920627167,0.8176991150442477,0.8635193133047211,0.5308597256838624,0.044402140410927715,0.5021525905959868,0.5820029027576198,0.09878576267536204,0.08323799493681201,0.03351888296622157,0.1925235363441159,0.6791474689650961,0.007150375650498073,0.6713691340106435,0.685434760906459,0.8368715944984882,0.010951881682180224,0.8299669617235425,0.8494993262478309,0.09493603676439262,0.005007927073727696,0.08931833077271778,0.09893247896492174,-0.009143847791535986,0.015396690780012972,-0.026922398899975275,-0.00023390006288814824,0.7562939053199011,0.016546089513217854,0.7379134860050891,0.77,0.9542882237183091,0.07156648852227523,0.8716981132075472,0.998015873015873,0.10743122764941598,0.16034411295183523,0.006289308176100629,0.2923076923076923
sortformer_ecapa_enrollment_runs,balanced_acc,3,0.7446553648984732,0.02946784902649588,0.7106299212598425,0.7619047619047619,0.6330193281474978,0.00921255370550991,0.6228592162554427,0.6408288969681231,0.23967659207901618,0.010113721127052696,0.2294509323659162,0.24967452864982587,0.6791474689650961,0.007150375650498073,0.6713691340106435,0.685434760906459,0.8368715944984882,0.010951881682180224,0.8299669617235425,0.8494993262478309,0.09493603676439262,0.005007927073727696,0.08931833077271778,0.09893247896492174,-0.10713306849843685,0.026976326818475047,-0.1363606516190553,-0.08319010241340785,0.826121744994294,0.01865961458679148,0.8046218487394958,0.8380952380952381,0.6797349642593892,0.05469210561065467,0.6181506849315068,0.7226415094339622,0.5863036920356066,0.07125074944964617,0.5230769230769231,0.6635071090047393
sortformer_ecapa_enrollment_runs,youden,3,0.7446553648984732,0.02946784902649588,0.7106299212598425,0.7619047619047619,0.6330193281474978,0.00921255370550991,0.6228592162554427,0.6408288969681231,0.23967659207901618,0.010113721127052696,0.2294509323659162,0.24967452864982587,0.6791474689650961,0.007150375650498073,0.6713691340106435,0.685434760906459,0.8368715944984882,0.010951881682180224,0.8299669617235425,0.8494993262478309,0.09493603676439262,0.005007927073727696,0.08931833077271778,0.09893247896492174,-0.10713306849843685,0.026976326818475047,-0.1363606516190553,-0.08319010241340785,0.826121744994294,0.01865961458679148,0.8046218487394958,0.8380952380952381,0.6797349642593892,0.05469210561065467,0.6181506849315068,0.7226415094339622,0.5863036920356066,0.07125074944964617,0.5230769230769231,0.6635071090047393
usc_sail_ecapa_enrollment_runs,f1,3,0.9080354455785579,0.0059752430234311605,0.9022556390977443,0.9141886151231945,0.8131548852580286,0.017767802571921537,0.7948113207547169,0.8302846848016621,0.6353393819388669,0.03349083005600969,0.6031332743073199,0.6699818713247819,0.8370572691813777,0.012429170666263109,0.8237496256364182,0.8483655781341297,0.8982940374987353,0.004124192888383512,0.8938204156499496,0.9019447075554832,0.15635847976463957,0.013392184303060778,0.14176371208037009,0.1680825065321524,0.056247012181647814,0.011706385338141584,0.04390886914712544,0.06719804224429671,0.9016534513582551,0.0048478978923851635,0.8988326848249028,0.9072512647554806,0.914519973579162,0.008005117265866746,0.9056603773584906,0.9212328767123288,0.7117897969368951,0.03459975009250003,0.6729559748427673,0.7393364928909952
usc_sail_ecapa_enrollment_runs,balanced_acc,3,0.9009934916465648,0.013216809654281543,0.8877551020408164,0.9141886151231945,0.8159824821893992,0.013857696322214823,0.8026168014375561,0.8302846848016621,0.6251219497861364,0.04813922986201771,0.5742653108540718,0.6699818713247819,0.8370572691813777,0.012429170666263109,0.8237496256364182,0.8483655781341297,0.8982940374987353,0.004124192888383512,0.8938204156499496,0.9019447075554832,0.15635847976463957,0.013392184303060778,0.14176371208037009,0.1680825065321524,0.04920505824965471,0.02248259333189445,0.024001888673207183,0.06719804224429671,0.9071017116303685,0.006839837503410376,0.9001883239171374,0.9138655462184874,0.895404969086799,0.02960585721785772,0.8630952380952381,0.9212328767123288,0.7365599952919992,0.007369903293116059,0.7282051282051282,0.7421383647798742
usc_sail_ecapa_enrollment_runs,youden,3,0.9009934916465648,0.013216809654281543,0.8877551020408164,0.9141886151231945,0.8159824821893992,0.013857696322214823,0.8026168014375561,0.8302846848016621,0.6251219497861364,0.04813922986201771,0.5742653108540718,0.6699818713247819,0.8370572691813777,0.012429170666263109,0.8237496256364182,0.8483655781341297,0.8982940374987353,0.004124192888383512,0.8938204156499496,0.9019447075554832,0.15635847976463957,0.013392184303060778,0.14176371208037009,0.1680825065321524,0.04920505824965471,0.02248259333189445,0.024001888673207183,0.06719804224429671,0.9071017116303685,0.006839837503410376,0.9001883239171374,0.9138655462184874,0.895404969086799,0.02960585721785772,0.8630952380952381,0.9212328767123288,0.7365599952919992,0.007369903293116059,0.7282051282051282,0.7421383647798742
vbx_ecapa_enrollment_runs,f1,3,0.8533189613565638,0.01867502227772237,0.8344947735191638,0.8718411552346571,0.5964360690390079,0.0019351836332939657,0.5951681490618711,0.5986635220125787,0.27082012329631544,0.029229040846214006,0.23872382469479994,0.2959074949558501,0.7065068253819037,0.013482892970944658,0.6913507109004738,0.7171683138664271,0.8553524563584795,0.02444289461230398,0.8382266672493834,0.8833443397588546,0.11341689862438376,0.009763982997564256,0.10363547228083003,0.12316334428374154,0.0015305279596538046,0.010121761186570882,-0.010126740425059233,0.008087941867047865,0.7835533814889036,0.013962586739597783,0.7750809061488673,0.7996688741721855,0.936912351741765,0.02910620905237482,0.9037735849056604,0.9583333333333334,0.2559597863362506,0.027071047955534906,0.2389937106918239,0.28717948717948716
vbx_ecapa_enrollment_runs,balanced_acc,3,0.7475690574890971,0.047988711009289996,0.704390243902439,0.7992351816443595,0.6348019384318518,0.013264069338604257,0.6195018827501135,0.6430575713594582,0.24613900833147592,0.033875497268665684,0.21233983168130918,0.2800903138289585,0.7065068253819037,0.013482892970944658,0.6913507109004738,0.7171683138664271,0.8553524563584795,0.02444289461230398,0.8382266672493834,0.8833443397588546,0.11341689862438376,0.009763982997564256,0.10363547228083003,0.12316334428374154,-0.10421937590781298,0.051733512281983834,-0.1426003289764588,-0.04538633229986355,0.8256668908438076,0.020082656910950066,0.810077519379845,0.8483290488431876,0.6871972783254768,0.08977214249167823,0.6181506849315068,0.7886792452830189,0.5824065985382268,0.0736975406190283,0.49743589743589745,0.6289308176100629
vbx_ecapa_enrollment_runs,youden,3,0.7475690574890971,0.047988711009289996,0.704390243902439,0.7992351816443595,0.6348019384318518,0.013264069338604257,0.6195018827501135,0.6430575713594582,0.24613900833147592,0.033875497268665684,0.21233983168130918,0.2800903138289585,0.7065068253819037,0.013482892970944658,0.6913507109004738,0.7171683138664271,0.8553524563584795,0.02444289461230398,0.8382266672493834,0.8833443397588546,0.11341689862438376,0.009763982997564256,0.10363547228083003,0.12316334428374154,-0.10421937590781298,0.051733512281983834,-0.1426003289764588,-0.04538633229986355,0.8256668908438076,0.020082656910950066,0.810077519379845,0.8483290488431876,0.6871972783254768,0.08977214249167823,0.6181506849315068,0.7886792452830189,0.5824065985382268,0.0736975406190283,0.49743589743589745,0.6289308176100629
vtc_ecapa_enrollment_runs,f1,3,0.8911301079379156,0.004359628070976674,0.8862385321100918,0.8946058091286307,0.7562963594358788,0.011944796620488687,0.7435047918538484,0.7671598065311952,0.5448666560688884,0.02641736039194105,0.5178107982537085,0.5705955008638727,0.8110619130835134,0.011055929315228004,0.8020614954577218,0.8234029085243135,0.8957980973850059,0.0053798796884527425,0.8897593646740446,0.9000797576430308,0.15386253965091023,0.01227732822987092,0.13989876216791775,0.16296397486938907,0.03934167454100557,0.00961531111551736,0.028792769207414914,0.04761523624973296,0.867303495997573,0.004513185618914481,0.8625,0.8714555765595463,0.9163161666263243,0.005981932515991111,0.9113207547169812,0.922945205479452,0.5962765522454335,0.020974698311803965,0.5723270440251572,0.6113744075829384
vtc_ecapa_enrollment_runs,balanced_acc,3,0.8818792315806742,0.009223223913912252,0.8726235741444867,0.8910696761530913,0.774268248158136,0.017258947628751832,0.7585729260257562,0.7927514120625851,0.5462892955379902,0.022796158063824064,0.530264317735836,0.5723867198080753,0.8110619130835134,0.011055929315228004,0.8020614954577218,0.8234029085243135,0.8957980973850059,0.0053798796884527425,0.8897593646740446,0.9000797576430308,0.15386253965091023,0.01227732822987092,0.13989876216791775,0.16296397486938907,0.030090798183764145,0.004225473108569104,0.027316462785482054,0.034953871565546746,0.8850766466896457,0.008122784819672907,0.8793103448275862,0.8943661971830986,0.8788981334471125,0.019058290782780818,0.8660377358490566,0.9007936507936508,0.6696383628691596,0.05004305773774795,0.6163522012578616,0.7156398104265402
vtc_ecapa_enrollment_runs,youden,3,0.8818792315806742,0.009223223913912252,0.8726235741444867,0.8910696761530913,0.774268248158136,0.017258947628751832,0.7585729260257562,0.7927514120625851,0.5462892955379902,0.022796158063824064,0.530264317735836,0.5723867198080753,0.8110619130835134,0.011055929315228004,0.8020614954577218,0.8234029085243135,0.8957980973850059,0.0053798796884527425,0.8897593646740446,0.9000797576430308,0.15386253965091023,0.01227732822987092,0.13989876216791775,0.16296397486938907,0.030090798183764145,0.004225473108569104,0.027316462785482054,0.034953871565546746,0.8850766466896457,0.008122784819672907,0.8793103448275862,0.8943661971830986,0.8788981334471125,0.019058290782780818,0.8660377358490566,0.9007936507936508,0.6696383628691596,0.05004305773774795,0.6163522012578616,0.7156398104265402
vtc_kchi_ecapa_enrollment_runs,f1,3,0.8774447727592515,0.018454734149584238,0.8571428571428573,0.8932038834951457,0.8101111319322915,0.02087129235653794,0.7895984518626028,0.8313234434850354,0.5832395044204812,0.04610478122657819,0.5418998703244753,0.6329597404251343,0.8383984679151482,0.010908840179418367,0.826860183841316,0.8485441147828345,0.9113841571366431,0.007763159034420983,0.9041089180573103,0.9195571719675298,0.1694485994025473,0.008836256938183691,0.15937617649241675,0.17589518641653556,0.025656339362341535,0.01803056995208516,0.012521343198634294,0.046213310616247893,0.9158397955297607,0.010458414898051473,0.9037656903765691,0.922077922077922,0.8422569303417068,0.025801502219139565,0.8150943396226416,0.8664383561643836,0.7779653335228763,0.016495132181326408,0.764102564102564,0.7962085308056872
vtc_kchi_ecapa_enrollment_runs,balanced_acc,3,0.8633482953332926,0.005381154611198784,0.8571428571428573,0.8667271078875793,0.8008361617817292,0.011245871553407293,0.7895984518626028,0.8120901772382003,0.5558794166422913,0.020105744117437586,0.5418998703244753,0.5789212974533708,0.8383984679151482,0.010908840179418367,0.826860183841316,0.8485441147828345,0.9113841571366431,0.007763159034420983,0.9041089180573103,0.9195571719675298,0.1694485994025473,0.008836256938183691,0.15937617649241675,0.17589518641653556,0.011559861936382662,0.008697364353382678,0.002421707601832135,0.019736535008681555,0.9161210409256068,0.010778343016737624,0.9037656903765691,0.9235955056179775,0.8163545602612544,0.0018618886295295282,0.8150943396226416,0.8184931506849316,0.785317763302204,0.020805216782363675,0.764102564102564,0.8056872037914692
vtc_kchi_ecapa_enrollment_runs,youden,3,0.8633482953332926,0.005381154611198784,0.8571428571428573,0.8667271078875793,0.8008361617817292,0.011245871553407293,0.7895984518626028,0.8120901772382003,0.5558794166422913,0.020105744117437586,0.5418998703244753,0.5789212974533708,0.8383984679151482,0.010908840179418367,0.826860183841316,0.8485441147828345,0.9113841571366431,0.007763159034420983,0.9041089180573103,0.9195571719675298,0.1694485994025473,0.008836256938183691,0.15937617649241675,0.17589518641653556,0.011559861936382662,0.008697364353382678,0.002421707601832135,0.019736535008681555,0.9161210409256068,0.010778343016737624,0.9037656903765691,0.9235955056179775,0.8163545602612544,0.0018618886295295282,0.8150943396226416,0.8184931506849316,0.785317763302204,0.020805216782363675,0.764102564102564,0.8056872037914692
wavlm_mil,f1,3,0.8517070692047456,0.013705949790017045,0.8402725208175624,0.8669001751313484,0.5351747468005145,0.012988603522037536,0.5202467343976778,0.5438916120236318,0.15843651578045428,0.02382905078035038,0.14073588027837206,0.18553071711502378,0.636879471398821,0.016641149683724002,0.6176777939042091,0.6471124089048618,0.8152516863849465,0.019368605824484682,0.7937090203272235,0.8312266763902366,0.07331612865085069,0.011939831240837178,0.06267453756860275,0.08622816746882578,-8.136419216446071e-05,0.005748245179277415,-0.006718052061335356,0.003326997721102787,0.7560151403267158,0.01854411798074552,0.7391304347826086,0.7758620689655172,0.9756083151792637,0.02271481086349079,0.9503424657534246,0.9943396226415094,0.09474117842176503,0.04592738075723208,0.046153846153846156,0.13744075829383887
wavlm_mil,balanced_acc,3,0.76736114120584,0.05030220427886195,0.7098646034816248,0.8032454361054765,0.6190324050667508,0.002937183549504417,0.6171504596032898,0.6224168912848158,0.2251526048965189,0.013725355167076079,0.20941610474119934,0.23465097662871948,0.636879471398821,0.016641149683724002,0.6176777939042091,0.6471124089048618,0.8152516863849465,0.019368605824484682,0.7937090203272235,0.8312266763902366,0.07331612865085069,0.011939831240837178,0.06267453756860275,0.08622816746882578,-0.0844272921910701,0.04570303028848525,-0.13712596939727295,-0.055648129913804634,0.8107171587097185,0.013924229868023441,0.7950191570881227,0.8215767634854771,0.7323859370576868,0.09004319546405769,0.6284246575342466,0.7857142857142857,0.5056788730758148,0.08751840850012807,0.4512820512820513,0.6066350710900474
