system,variant,bin,lo,hi,n,mean_pred,mean_label,gap
vtc_enrollment,temp_scaled,5.0,0.5,0.6000000000000001,99.0,0.5047867884740004,0.9292929292929293,0.4245061408189289
vtc_enrollment,temp_scaled,6.0,0.6000000000000001,0.7000000000000001,0.0,,,
vtc_enrollment,temp_scaled,7.0,0.7000000000000001,0.8,0.0,,,
vtc_enrollment,temp_scaled,8.0,0.8,0.9,0.0,,,
vtc_enrollment,temp_scaled,9.0,0.9,1.0,0.0,,,
vtc_kchi_enrollment,raw,0.0,0.0,0.1,135.0,0.0013878161892694452,0.4148148148148148,0.4134269986255454
vtc_kchi_enrollment,raw,1.0,0.1,0.2,14.0,0.16944445842615305,0.7142857142857143,0.5448412558595612
vtc_kchi_enrollment,raw,2.0,0.2,0.30000000000000004,26.0,0.2543898354843941,0.8846153846153846,0.6302255491309905
vtc_kchi_enrollment,raw,3.0,0.30000000000000004,0.4,85.0,0.3572281323242866,0.9058823529411765,0.5486542206168898
vtc_kchi_enrollment,raw,4.0,0.4,0.5,102.0,0.45011268171456864,0.9117647058823529,0.4616520241677843
vtc_kchi_enrollment,raw,5.0,0.5,0.6000000000000001,62.0,0.5368930405703473,0.9516129032258065,0.41471986265545924
vtc_kchi_enrollment,raw,6.0,0.6000000000000001,0.7000000000000001,12.0,0.6252955948987639,1.0,0.37470440510123615
vtc_kchi_enrollment,raw,7.0,0.7000000000000001,0.8,5.0,0.734470294045766,1.0,0.265529705954234
vtc_kchi_enrollment,raw,8.0,0.8,0.9,0.0,,,
vtc_kchi_enrollment,raw,9.0,0.9,1.0,0.0,,,
vtc_kchi_enrollment,temp_scaled,0.0,0.0,0.1,0.0,,,
vtc_kchi_enrollment,temp_scaled,1.0,0.1,0.2,0.0,,,
vtc_kchi_enrollment,temp_scaled,2.0,0.2,0.30000000000000004,0.0,,,
vtc_kchi_enrollment,temp_scaled,3.0,0.30000000000000004,0.4,132.0,0.3338605329601784,0.4015151515151515,0.06765461855497307
vtc_kchi_enrollment,temp_scaled,4.0,0.4,0.5,230.0,0.49294407556399916,0.8956521739130435,0.40270809834904436
vtc_kchi_enrollment,temp_scaled,5.0,0.5,0.6000000000000001,79.0,0.5032356595895261,0.9620253164556962,0.4587896568661701
vtc_kchi_enrollment,temp_scaled,6.0,0.6000000000000001,0.7000000000000001,0.0,,,
vtc_kchi_enrollment,temp_scaled,7.0,0.7000000000000001,0.8,0.0,,,
vtc_kchi_enrollment,temp_scaled,8.0,0.8,0.9,0.0,,,
vtc_kchi_enrollment,temp_scaled,9.0,0.9,1.0,0.0,,,
best_audio_mil_ensemble,raw,0.0,0.0,0.1,0.0,,,
best_audio_mil_ensemble,raw,1.0,0.1,0.2,2.0,0.18806841969490046,0.0,0.18806841969490046
best_audio_mil_ensemble,raw,2.0,0.2,0.30000000000000004,44.0,0.2510793334381146,0.25,0.0010793334381146158
best_audio_mil_ensemble,raw,3.0,0.30000000000000004,0.4,44.0,0.3520444893574624,0.4318181818181818,0.07977369246071941
best_audio_mil_ensemble,raw,4.0,0.4,0.5,60.0,0.4528180370585749,0.55,0.09718196294142517
best_audio_mil_ensemble,raw,5.0,0.5,0.6000000000000001,91.0,0.5587465564514092,0.8681318681318682,0.3093853116804589
best_audio_mil_ensemble,raw,6.0,0.6000000000000001,0.7000000000000001,170.0,0.648971433274507,0.9588235294117647,0.3098520961372577
best_audio_mil_ensemble,raw,7.0,0.7000000000000001,0.8,30.0,0.7309074111176691,1.0,0.2690925888823309
best_audio_mil_ensemble,raw,8.0,0.8,0.9,0.0,,,
best_audio_mil_ensemble,raw,9.0,0.9,1.0,0.0,,,
metadata_stacker,raw,0.0,0.0,0.1,18.0,0.06294950927700997,0.16666666666666666,0.10371715738965669
metadata_stacker,raw,1.0,0.1,0.2,28.0,0.14758080630493578,0.17857142857142858,0.030990622266492796
metadata_stacker,raw,2.0,0.2,0.30000000000000004,17.0,0.24685574337652952,0.29411764705882354,0.04726190368229402
metadata_stacker,raw,3.0,0.30000000000000004,0.4,12.0,0.3500518067588226,0.25,0.10005180675882258
metadata_stacker,raw,4.0,0.4,0.5,17.0,0.4577436862413443,0.5294117647058824,0.07166807846453804
metadata_stacker,raw,5.0,0.5,0.6000000000000001,19.0,0.5608634676009361,0.47368421052631576,0.08717925707462032
metadata_stacker,raw,6.0,0.6000000000000001,0.7000000000000001,22.0,0.6500949007503,0.6363636363636364,0.01373126438666361
metadata_stacker,raw,7.0,0.7000000000000001,0.8,24.0,0.7456289153671373,0.8333333333333334,0.0877044179661961
metadata_stacker,raw,8.0,0.8,0.9,48.0,0.8558364957621243,0.7708333333333334,0.08500316242879091
metadata_stacker,raw,9.0,0.9,1.0,236.0,0.9600520646019143,0.9745762711864406,0.014524206584526356
wavlm_pseudo_frame,raw,0.0,0.0,0.1,0.0,,,
wavlm_pseudo_frame,raw,1.0,0.1,0.2,1.0,0.1587903797626495,1.0,0.8412096202373505
wavlm_pseudo_frame,raw,2.0,0.2,0.30000000000000004,1.0,0.228355586528778,0.0,0.228355586528778
wavlm_pseudo_frame,raw,3.0,0.30000000000000004,0.4,3.0,0.3315254549185435,0.0,0.3315254549185435
wavlm_pseudo_frame,raw,4.0,0.4,0.5,3.0,0.47064371903737384,0.3333333333333333,0.13731038570404053
wavlm_pseudo_frame,raw,5.0,0.5,0.6000000000000001,10.0,0.5595129072666168,0.6,0.040487092733383134
wavlm_pseudo_frame,raw,6.0,0.6000000000000001,0.7000000000000001,21.0,0.6485820923532758,0.23809523809523808,0.4104868542580377
wavlm_pseudo_frame,raw,7.0,0.7000000000000001,0.8,35.0,0.7624693393707276,0.37142857142857144,0.39104076794215614
wavlm_pseudo_frame,raw,8.0,0.8,0.9,59.0,0.8567550384392173,0.6101694915254238,0.24658554691379353
wavlm_pseudo_frame,raw,9.0,0.9,1.0,308.0,0.9598066828080586,0.8863636363636364,0.07344304644442223
wavlm_pseudo_frame,temp_scaled,0.0,0.0,0.1,0.0,,,
wavlm_pseudo_frame,temp_scaled,1.0,0.1,0.2,0.0,,,
wavlm_pseudo_frame,temp_scaled,2.0,0.2,0.30000000000000004,1.0,0.24635932940403807,1.0,0.753640670595962
wavlm_pseudo_frame,temp_scaled,3.0,0.30000000000000004,0.4,4.0,0.3650214702984046,0.0,0.3650214702984046
wavlm_pseudo_frame,temp_scaled,4.0,0.4,0.5,3.0,0.4802266635909809,0.3333333333333333,0.14689333025764756
wavlm_pseudo_frame,temp_scaled,5.0,0.5,0.6000000000000001,21.0,0.5628024652244745,0.38095238095238093,0.1818500842720936
wavlm_pseudo_frame,temp_scaled,6.0,0.6000000000000001,0.7000000000000001,31.0,0.6549195124350153,0.3548387096774194,0.30008080275759597
wavlm_pseudo_frame,temp_scaled,7.0,0.7000000000000001,0.8,61.0,0.7487326054954517,0.5245901639344263,0.22414244156102547
wavlm_pseudo_frame,temp_scaled,8.0,0.8,0.9,164.0,0.8573498962881106,0.7926829268292683,0.06466696945884232
wavlm_pseudo_frame,temp_scaled,9.0,0.9,1.0,156.0,0.9377927827168361,0.9743589743589743,0.03656619164213826
audio_llm_qwen25_omni,raw,0.0,0.0,0.1,11.0,0.06167630749669937,0.2727272727272727,0.21105096523057335
audio_llm_qwen25_omni,raw,1.0,0.1,0.2,15.0,0.14862704575061794,0.13333333333333333,0.01529371241728461
audio_llm_qwen25_omni,raw,2.0,0.2,0.30000000000000004,11.0,0.2514375123110684,0.5454545454545454,0.294017033143477
audio_llm_qwen25_omni,raw,3.0,0.30000000000000004,0.4,14.0,0.34608010947704315,0.5,0.15391989052295685
audio_llm_qwen25_omni,raw,4.0,0.4,0.5,16.0,0.4433833956718445,0.5625,0.11911660432815552
audio_llm_qwen25_omni,raw,5.0,0.5,0.6000000000000001,14.0,0.5547147733824593,0.42857142857142855,0.1261433448110308
audio_llm_qwen25_omni,raw,6.0,0.6000000000000001,0.7000000000000001,25.0,0.6621400666236877,0.6,0.06214006662368776
audio_llm_qwen25_omni,raw,7.0,0.7000000000000001,0.8,44.0,0.759700978344137,0.7727272727272727,0.01302629438313574
audio_llm_qwen25_omni,raw,8.0,0.8,0.9,99.0,0.858694689442413,0.8080808080808081,0.05061388136160494
audio_llm_qwen25_omni,raw,9.0,0.9,1.0,192.0,0.9386566362033287,0.9010416666666666,0.0376149695366621
audio_llm_qwen25_omni,temp_scaled,0.0,0.0,0.1,6.0,0.07054891743784147,0.5,0.4294510825621585
audio_llm_qwen25_omni,temp_scaled,1.0,0.1,0.2,15.0,0.14794236355649754,0.06666666666666667,0.08127569688983087
audio_llm_qwen25_omni,temp_scaled,2.0,0.2,0.30000000000000004,11.0,0.23874511765850723,0.36363636363636365,0.12489124597785642
audio_llm_qwen25_omni,temp_scaled,3.0,0.30000000000000004,0.4,17.0,0.3470797060209807,0.5294117647058824,0.18233205868490165
audio_llm_qwen25_omni,temp_scaled,4.0,0.4,0.5,18.0,0.44595380751601227,0.5555555555555556,0.10960174803954331
audio_llm_qwen25_omni,temp_scaled,5.0,0.5,0.6000000000000001,15.0,0.5500109461585144,0.4,0.1500109461585144
audio_llm_qwen25_omni,temp_scaled,6.0,0.6000000000000001,0.7000000000000001,30.0,0.6503944546464643,0.6333333333333333,0.017061121313130978
audio_llm_qwen25_omni,temp_scaled,7.0,0.7000000000000001,0.8,66.0,0.7549576148434117,0.7727272727272727,0.01776965788386098
audio_llm_qwen25_omni,temp_scaled,8.0,0.8,0.9,138.0,0.8610096636930566,0.8623188405797102,0.0013091768866535514
audio_llm_qwen25_omni,temp_scaled,9.0,0.9,1.0,125.0,0.928045838977566,0.904,0.02404583897756596
