system,objective,fold,f1,balanced_acc,mcc,auroc,auprc,auprc_lift,delta_f1_vs_trivial,precision,recall,specificity
eend_eda_ecapa_enrollment_runs,youden,2,0.7928286852589641,0.5740865528601378,0.14692794683871377,0.5643655785165219,0.7908632343697442,0.030682238894631064,-0.07092452810864514,0.796,0.7896825396825397,0.3584905660377358
fused_attn_unfreeze2,f1,0,0.8923076923076924,0.734779750697916,0.5383522638493542,0.7891238719729922,0.8732906843058209,0.1386994893372675,0.04531711942879457,0.8463901689708141,0.9434931506849316,0.5260663507109005
fused_attn_unfreeze2,f1,1,0.8940955951265229,0.7961538461538462,0.599289330638203,0.8818384131591679,0.93760495817162,0.20657047541299933,0.0494740811822999,0.888268156424581,0.9,0.6923076923076923
fused_attn_unfreeze2,f1,2,0.8891069676153092,0.7544362084456424,0.5217810099162603,0.7979746930218627,0.8931935361873515,0.13301254071223845,0.025353754247699922,0.8796116504854369,0.8988095238095238,0.610062893081761
fused_attn_unfreeze2,balanced_acc,0,0.8943894389438944,0.7602496266960982,0.5641956126798089,0.7891238719729922,0.8732906843058209,0.1386994893372675,0.04739886606499666,0.8630573248407644,0.928082191780822,0.5924170616113744
fused_attn_unfreeze2,balanced_acc,1,0.8773678963110667,0.8304789550072569,0.6154576923084208,0.8818384131591679,0.93760495817162,0.20657047541299933,0.032746382366843685,0.9302325581395349,0.8301886792452831,0.8307692307692308
fused_attn_unfreeze2,balanced_acc,2,0.880641925777332,0.7657045522611561,0.5196308189451867,0.7979746930218627,0.8931935361873515,0.13301254071223845,0.016888712409722784,0.8904665314401623,0.871031746031746,0.660377358490566
fused_attn_unfreeze2,youden,0,0.8943894389438944,0.7602496266960982,0.5641956126798089,0.7891238719729922,0.8732906843058209,0.1386994893372675,0.04739886606499666,0.8630573248407644,0.928082191780822,0.5924170616113744
fused_attn_unfreeze2,youden,1,0.8773678963110667,0.8304789550072569,0.6154576923084208,0.8818384131591679,0.93760495817162,0.20657047541299933,0.032746382366843685,0.9302325581395349,0.8301886792452831,0.8307692307692308
fused_attn_unfreeze2,youden,2,0.880641925777332,0.7657045522611561,0.5196308189451867,0.7979746930218627,0.8931935361873515,0.13301254071223845,0.016888712409722784,0.8904665314401623,0.871031746031746,0.660377358490566
fused_attn_unfreeze2_whisper_large,f1,0,0.9032786885245901,0.7703247743945985,0.596810391155872,0.8929267025904044,0.9532143669796866,0.21862317201113324,0.05628811564569236,0.8663522012578616,0.9434931506849316,0.5971563981042654
fused_attn_unfreeze2_whisper_large,f1,1,0.8935779816513761,0.7722544750846638,0.5758697653955636,0.8039574262215772,0.8833249714510908,0.15229048869247008,0.04895646770715312,0.8696428571428572,0.9188679245283019,0.6256410256410256
fused_attn_unfreeze2_whisper_large,f1,2,0.9008498583569405,0.7279312668463611,0.5270955637948267,0.878319357092942,0.9559174236754849,0.19573642820037185,0.037096644989331296,0.8594594594594595,0.9464285714285714,0.5094339622641509
fused_attn_unfreeze2_whisper_large,balanced_acc,0,0.8951048951048951,0.8246120885541777,0.6282238082541595,0.8929267025904044,0.9532143669796866,0.21862317201113324,0.04811432222599732,0.9142857142857143,0.8767123287671232,0.7725118483412322
fused_attn_unfreeze2_whisper_large,balanced_acc,1,0.8872037914691944,0.795355587808418,0.5860514951484971,0.8039574262215772,0.8833249714510908,0.15229048869247008,0.042582277524971346,0.8914285714285715,0.8830188679245283,0.7076923076923077
fused_attn_unfreeze2_whisper_large,balanced_acc,2,0.8953722334004024,0.7999588200059897,0.5832897851838098,0.878319357092942,0.9559174236754849,0.19573642820037185,0.031619020032793155,0.9081632653061225,0.8829365079365079,0.7169811320754716
fused_attn_unfreeze2_whisper_large,youden,0,0.8951048951048951,0.8246120885541777,0.6282238082541595,0.8929267025904044,0.9532143669796866,0.21862317201113324,0.04811432222599732,0.9142857142857143,0.8767123287671232,0.7725118483412322
fused_attn_unfreeze2_whisper_large,youden,1,0.8872037914691944,0.795355587808418,0.5860514951484971,0.8039574262215772,0.8833249714510908,0.15229048869247008,0.042582277524971346,0.8914285714285715,0.8830188679245283,0.7076923076923077
fused_attn_unfreeze2_whisper_large,youden,2,0.8953722334004024,0.7999588200059897,0.5832897851838098,0.878319357092942,0.9559174236754849,0.19573642820037185,0.031619020032793155,0.9081632653061225,0.8829365079365079,0.7169811320754716
fused_attn_unfreeze2_whisper_medium,f1,0,0.8993288590604027,0.7882879958449653,0.6002492318345102,0.8488119197558918,0.9112033110334472,0.1766121160648938,0.052338286181504934,0.881578947368421,0.9178082191780822,0.6587677725118484
fused_attn_unfreeze2_whisper_medium,f1,1,0.9041353383458647,0.8178761490082245,0.639964475640543,0.900125786163522,0.9476155215077116,0.21658103874909085,0.05951382440164166,0.900749063670412,0.9075471698113208,0.7282051282051282
fused_attn_unfreeze2_whisper_medium,f1,2,0.8999008919722498,0.7900194669062593,0.5812952088508732,0.8331960666866327,0.9127553919724919,0.1525743964973788,0.03614767860464052,0.899009900990099,0.9007936507936508,0.6792452830188679
fused_attn_unfreeze2_whisper_medium,balanced_acc,0,0.8993288590604027,0.7882879958449653,0.6002492318345102,0.8488119197558918,0.9112033110334472,0.1766121160648938,0.052338286181504934,0.881578947368421,0.9178082191780822,0.6587677725118484
fused_attn_unfreeze2_whisper_medium,balanced_acc,1,0.9048067860508955,0.8220609579100145,0.6451715244800832,0.900125786163522,0.9476155215077116,0.21658103874909085,0.06018527210667246,0.903954802259887,0.9056603773584906,0.7384615384615385
fused_attn_unfreeze2_whisper_medium,balanced_acc,2,0.8999008919722498,0.7900194669062593,0.5812952088508732,0.8331960666866327,0.9127553919724919,0.1525743964973788,0.03614767860464052,0.899009900990099,0.9007936507936508,0.6792452830188679
fused_attn_unfreeze2_whisper_medium,youden,0,0.8993288590604027,0.7882879958449653,0.6002492318345102,0.8488119197558918,0.9112033110334472,0.1766121160648938,0.052338286181504934,0.881578947368421,0.9178082191780822,0.6587677725118484
fused_attn_unfreeze2_whisper_medium,youden,1,0.9048067860508955,0.8220609579100145,0.6451715244800832,0.900125786163522,0.9476155215077116,0.21658103874909085,0.06018527210667246,0.903954802259887,0.9056603773584906,0.7384615384615385
fused_attn_unfreeze2_whisper_medium,youden,2,0.8999008919722498,0.7900194669062593,0.5812952088508732,0.8331960666866327,0.9127553919724919,0.1525743964973788,0.03614767860464052,0.899009900990099,0.9007936507936508,0.6792452830188679
pyannote_ecapa_enrollment_runs,f1,0,0.8531249999999999,0.6120155164578329,0.29959434760077014,0.6800785561254301,0.814469086589991,0.07987789162143755,0.006134427121102126,0.7844827586206896,0.934931506849315,0.2890995260663507
pyannote_ecapa_enrollment_runs,f1,1,0.8517887563884157,0.6024673439767779,0.2884597828008989,0.6957764876632802,0.8347857592606718,0.10375127650205107,0.007167242444192645,0.7763975155279503,0.9433962264150944,0.26153846153846155
pyannote_ecapa_enrollment_runs,f1,2,0.8776065276518586,0.618523510032944,0.34272432704155603,0.7044399520814615,0.864461165090517,0.10428016961540387,0.013853314284249407,0.8080133555926544,0.9603174603174603,0.27672955974842767
pyannote_ecapa_enrollment_runs,balanced_acc,0,0.83,0.6467490099331299,0.3102672634117307,0.6800785561254301,0.814469086589991,0.07987789162143755,-0.016990572878897825,0.8084415584415584,0.8527397260273972,0.44075829383886256
pyannote_ecapa_enrollment_runs,balanced_acc,1,0.7736220472440944,0.6322931785195935,0.2495775988553669,0.6957764876632802,0.8347857592606718,0.10375127650205107,-0.07099946670012858,0.808641975308642,0.7415094339622641,0.5230769230769231
pyannote_ecapa_enrollment_runs,balanced_acc,2,0.7768240343347639,0.6515798143156634,0.2706009899910687,0.7044399520814615,0.864461165090517,0.10428016961540387,-0.08692917903284536,0.8457943925233645,0.7182539682539683,0.5849056603773585
pyannote_ecapa_enrollment_runs,youden,0,0.83,0.6467490099331299,0.3102672634117307,0.6800785561254301,0.814469086589991,0.07987789162143755,-0.016990572878897825,0.8084415584415584,0.8527397260273972,0.44075829383886256
pyannote_ecapa_enrollment_runs,youden,1,0.7736220472440944,0.6322931785195935,0.2495775988553669,0.6957764876632802,0.8347857592606718,0.10375127650205107,-0.07099946670012858,0.808641975308642,0.7415094339622641,0.5230769230769231
pyannote_ecapa_enrollment_runs,youden,2,0.7768240343347639,0.6515798143156634,0.2706009899910687,0.7044399520814615,0.864461165090517,0.10428016961540387,-0.08692917903284536,0.8457943925233645,0.7182539682539683,0.5849056603773585
sortformer_ecapa_enrollment_runs,f1,0,0.8467153284671532,0.5084236836979809,0.07031486871574866,0.680638511978186,0.8311484955240918,0.09655730055553835,-0.0002752444117445352,0.7379134860050891,0.9931506849315068,0.023696682464454975
sortformer_ecapa_enrollment_runs,f1,1,0.8176991150442477,0.5820029027576198,0.1925235363441159,0.6713691340106435,0.8299669617235425,0.09893247896492174,-0.026922398899975275,0.77,0.8716981132075472,0.2923076923076923
sortformer_ecapa_enrollment_runs,f1,2,0.8635193133047211,0.5021525905959868,0.03351888296622157,0.685434760906459,0.8494993262478309,0.08931833077271778,-0.00023390006288814824,0.7609682299546142,0.998015873015873,0.006289308176100629
sortformer_ecapa_enrollment_runs,balanced_acc,0,0.7106299212598425,0.6408288969681231,0.24967452864982587,0.680638511978186,0.8311484955240918,0.09655730055553835,-0.1363606516190553,0.8356481481481481,0.6181506849315068,0.6635071090047393
sortformer_ecapa_enrollment_runs,balanced_acc,1,0.7614314115308152,0.6228592162554427,0.2294509323659162,0.6713691340106435,0.8299669617235425,0.09893247896492174,-0.08319010241340785,0.8046218487394958,0.7226415094339622,0.5230769230769231
sortformer_ecapa_enrollment_runs,balanced_acc,2,0.7619047619047619,0.6353698712189277,0.23990431522130654,0.685434760906459,0.8494993262478309,0.08931833077271778,-0.10184845146284738,0.8380952380952381,0.6984126984126984,0.5723270440251572
sortformer_ecapa_enrollment_runs,youden,0,0.7106299212598425,0.6408288969681231,0.24967452864982587,0.680638511978186,0.8311484955240918,0.09655730055553835,-0.1363606516190553,0.8356481481481481,0.6181506849315068,0.6635071090047393
sortformer_ecapa_enrollment_runs,youden,1,0.7614314115308152,0.6228592162554427,0.2294509323659162,0.6713691340106435,0.8299669617235425,0.09893247896492174,-0.08319010241340785,0.8046218487394958,0.7226415094339622,0.5230769230769231
sortformer_ecapa_enrollment_runs,youden,2,0.7619047619047619,0.6353698712189277,0.23990431522130654,0.685434760906459,0.8494993262478309,0.08931833077271778,-0.10184845146284738,0.8380952380952381,0.6984126984126984,0.5723270440251572
usc_sail_ecapa_enrollment_runs,f1,0,0.9141886151231945,0.8302846848016621,0.6699818713247819,0.8483655781341297,0.8938204156499496,0.15922922068139622,0.06719804224429671,0.9072512647554806,0.9212328767123288,0.7393364928909952
usc_sail_ecapa_enrollment_runs,f1,1,0.9022556390977443,0.8143686502177068,0.6329030001844987,0.8390566037735849,0.8991169892907731,0.1680825065321524,0.05763412515352129,0.898876404494382,0.9056603773584906,0.7230769230769231
usc_sail_ecapa_enrollment_runs,f1,2,0.9076620825147347,0.7948113207547169,0.6031332743073199,0.8237496256364182,0.9019447075554832,0.14176371208037009,0.04390886914712544,0.8988326848249028,0.9166666666666666,0.6729559748427673
usc_sail_ecapa_enrollment_runs,balanced_acc,0,0.9141886151231945,0.8302846848016621,0.6699818713247819,0.8483655781341297,0.8938204156499496,0.15922922068139622,0.06719804224429671,0.9072512647554806,0.9212328767123288,0.7393364928909952
usc_sail_ecapa_enrollment_runs,balanced_acc,1,0.9010367577756833,0.8150459603289792,0.6311186671795557,0.8390566037735849,0.8991169892907731,0.1680825065321524,0.05641524383146024,0.9001883239171374,0.9018867924528302,0.7282051282051282
usc_sail_ecapa_enrollment_runs,balanced_acc,2,0.8877551020408164,0.8026168014375561,0.5742653108540718,0.8237496256364182,0.9019447075554832,0.14176371208037009,0.024001888673207183,0.9138655462184874,0.8630952380952381,0.7421383647798742
usc_sail_ecapa_enrollment_runs,youden,0,0.9141886151231945,0.8302846848016621,0.6699818713247819,0.8483655781341297,0.8938204156499496,0.15922922068139622,0.06719804224429671,0.9072512647554806,0.9212328767123288,0.7393364928909952
usc_sail_ecapa_enrollment_runs,youden,1,0.9010367577756833,0.8150459603289792,0.6311186671795557,0.8390566037735849,0.8991169892907731,0.1680825065321524,0.05641524383146024,0.9001883239171374,0.9018867924528302,0.7282051282051282
usc_sail_ecapa_enrollment_runs,youden,2,0.8877551020408164,0.8026168014375561,0.5742653108540718,0.8237496256364182,0.9019447075554832,0.14176371208037009,0.024001888673207183,0.9138655462184874,0.8630952380952381,0.7421383647798742
vbx_ecapa_enrollment_runs,f1,0,0.8536209553158706,0.5951681490618711,0.27782905023829624,0.6913507109004738,0.8382266672493834,0.10363547228083003,0.0066303824369727815,0.7759103641456583,0.9486301369863014,0.24170616113744076
vbx_ecapa_enrollment_runs,f1,1,0.8344947735191638,0.5954765360425738,0.23872382469479994,0.7110014513788099,0.8444863620672004,0.1134518793085797,-0.010126740425059233,0.7750809061488673,0.9037735849056604,0.28717948717948716
vbx_ecapa_enrollment_runs,f1,2,0.8718411552346571,0.5986635220125787,0.2959074949558501,0.7171683138664271,0.8833443397588546,0.12316334428374154,0.008087941867047865,0.7996688741721855,0.9583333333333334,0.2389937106918239
vbx_ecapa_enrollment_runs,balanced_acc,0,0.704390243902439,0.6195018827501135,0.21233983168130918,0.6913507109004738,0.8382266672493834,0.10363547228083003,-0.1426003289764588,0.81859410430839,0.6181506849315068,0.6208530805687204
vbx_ecapa_enrollment_runs,balanced_acc,1,0.7992351816443595,0.6430575713594582,0.2800903138289585,0.7110014513788099,0.8444863620672004,0.1134518793085797,-0.04538633229986355,0.810077519379845,0.7886792452830189,0.49743589743589745
vbx_ecapa_enrollment_runs,balanced_acc,2,0.7390817469204927,0.6418463611859838,0.24598687948416006,0.7171683138664271,0.8833443397588546,0.12316334428374154,-0.12467146644711657,0.8483290488431876,0.6547619047619048,0.6289308176100629
vbx_ecapa_enrollment_runs,youden,0,0.704390243902439,0.6195018827501135,0.21233983168130918,0.6913507109004738,0.8382266672493834,0.10363547228083003,-0.1426003289764588,0.81859410430839,0.6181506849315068,0.6208530805687204
vbx_ecapa_enrollment_runs,youden,1,0.7992351816443595,0.6430575713594582,0.2800903138289585,0.7110014513788099,0.8444863620672004,0.1134518793085797,-0.04538633229986355,0.810077519379845,0.7886792452830189,0.49743589743589745
vbx_ecapa_enrollment_runs,youden,2,0.7390817469204927,0.6418463611859838,0.24598687948416006,0.7171683138664271,0.8833443397588546,0.12316334428374154,-0.12467146644711657,0.8483290488431876,0.6547619047619048,0.6289308176100629
vtc_ecapa_enrollment_runs,f1,0,0.8946058091286307,0.7671598065311952,0.5705955008638727,0.8234029085243135,0.8975551698379425,0.16296397486938907,0.04761523624973296,0.8679549114331723,0.922945205479452,0.6113744075829384
vtc_ecapa_enrollment_runs,f1,1,0.8862385321100918,0.7582244799225931,0.5461936690890841,0.8077213352685051,0.8897593646740446,0.1587248819154239,0.041617018165868824,0.8625,0.9113207547169812,0.6051282051282051
vtc_ecapa_enrollment_runs,f1,2,0.8925459825750242,0.7435047918538484,0.5178107982537085,0.8020614954577218,0.9000797576430308,0.13989876216791775,0.028792769207414914,0.8714555765595463,0.9146825396825397,0.5723270440251572
vtc_ecapa_enrollment_runs,balanced_acc,0,0.8819444444444445,0.7927514120625851,0.5723867198080753,0.8234029085243135,0.8975551698379425,0.16296397486938907,0.034953871565546746,0.8943661971830986,0.8698630136986302,0.7156398104265402
vtc_ecapa_enrollment_runs,balanced_acc,1,0.8726235741444867,0.7714804063860667,0.536216849070059,0.8077213352685051,0.8897593646740446,0.1587248819154239,0.028002060200263634,0.8793103448275862,0.8660377358490566,0.676923076923077
vtc_ecapa_enrollment_runs,balanced_acc,2,0.8910696761530913,0.7585729260257562,0.530264317735836,0.8020614954577218,0.9000797576430308,0.13989876216791775,0.027316462785482054,0.8815533980582524,0.9007936507936508,0.6163522012578616
vtc_ecapa_enrollment_runs,youden,0,0.8819444444444445,0.7927514120625851,0.5723867198080753,0.8234029085243135,0.8975551698379425,0.16296397486938907,0.034953871565546746,0.8943661971830986,0.8698630136986302,0.7156398104265402
vtc_ecapa_enrollment_runs,youden,1,0.8726235741444867,0.7714804063860667,0.536216849070059,0.8077213352685051,0.8897593646740446,0.1587248819154239,0.028002060200263634,0.8793103448275862,0.8660377358490566,0.676923076923077
vtc_ecapa_enrollment_runs,youden,2,0.8910696761530913,0.7585729260257562,0.530264317735836,0.8020614954577218,0.9000797576430308,0.13989876216791775,0.027316462785482054,0.8815533980582524,0.9007936507936508,0.6163522012578616
vtc_kchi_ecapa_enrollment_runs,f1,0,0.8932038834951457,0.8313234434850354,0.6329597404251343,0.8485441147828345,0.910486381385089,0.17589518641653556,0.046213310616247893,0.9216757741347905,0.8664383561643836,0.7962085308056872
vtc_kchi_ecapa_enrollment_runs,f1,1,0.8571428571428573,0.7895984518626028,0.5418998703244753,0.826860183841316,0.9041089180573103,0.1730744352986896,0.012521343198634294,0.9037656903765691,0.8150943396226416,0.764102564102564
vtc_kchi_ecapa_enrollment_runs,f1,2,0.8819875776397517,0.8094115004492364,0.574858902511834,0.839791105121294,0.9195571719675298,0.15937617649241675,0.018234364272142423,0.922077922077922,0.8452380952380952,0.7735849056603774
vtc_kchi_ecapa_enrollment_runs,balanced_acc,0,0.8667271078875793,0.8120901772382003,0.5789212974533708,0.8485441147828345,0.910486381385089,0.17589518641653556,0.019736535008681555,0.9210019267822736,0.8184931506849316,0.8056872037914692
vtc_kchi_ecapa_enrollment_runs,balanced_acc,1,0.8571428571428573,0.7895984518626028,0.5418998703244753,0.826860183841316,0.9041089180573103,0.1730744352986896,0.012521343198634294,0.9037656903765691,0.8150943396226416,0.764102564102564
vtc_kchi_ecapa_enrollment_runs,balanced_acc,2,0.8661749209694414,0.8008198562443846,0.5468170821490278,0.839791105121294,0.9195571719675298,0.15937617649241675,0.002421707601832135,0.9235955056179775,0.8154761904761905,0.7861635220125787
vtc_kchi_ecapa_enrollment_runs,youden,0,0.8667271078875793,0.8120901772382003,0.5789212974533708,0.8485441147828345,0.910486381385089,0.17589518641653556,0.019736535008681555,0.9210019267822736,0.8184931506849316,0.8056872037914692
vtc_kchi_ecapa_enrollment_runs,youden,1,0.8571428571428573,0.7895984518626028,0.5418998703244753,0.826860183841316,0.9041089180573103,0.1730744352986896,0.012521343198634294,0.9037656903765691,0.8150943396226416,0.764102564102564
vtc_kchi_ecapa_enrollment_runs,youden,2,0.8661749209694414,0.8008198562443846,0.5468170821490278,0.839791105121294,0.9195571719675298,0.15937617649241675,0.002421707601832135,0.9235955056179775,0.8154761904761905,0.7861635220125787
wavlm_mil,f1,0,0.8402725208175624,0.5438916120236318,0.149042949947967,0.645848211387392,0.8208193624373792,0.08622816746882578,-0.006718052061335356,0.7530529172320217,0.9503424657534246,0.13744075829383887
wavlm_mil,f1,1,0.8479485116653258,0.5202467343976778,0.14073588027837206,0.6176777939042091,0.7937090203272235,0.06267453756860275,0.003326997721102787,0.7391304347826086,0.9943396226415094,0.046153846153846156
wavlm_mil,f1,2,0.8669001751313484,0.5413858939802336,0.18553071711502378,0.6471124089048618,0.8312266763902366,0.07104568091512353,0.0031469617637391867,0.7758620689655172,0.9821428571428571,0.10062893081761007
wavlm_mil,balanced_acc,0,0.7098646034816248,0.617529864312147,0.20941610474119934,0.645848211387392,0.8208193624373792,0.08622816746882578,-0.13712596939727295,0.8155555555555556,0.6284246575342466,0.6066350710900474
wavlm_mil,balanced_acc,1,0.7889733840304184,0.6171504596032898,0.23139073331963786,0.6176777939042091,0.7937090203272235,0.06267453756860275,-0.055648129913804634,0.7950191570881227,0.7830188679245284,0.4512820512820513
wavlm_mil,balanced_acc,2,0.8032454361054765,0.6224168912848158,0.23465097662871948,0.6471124089048618,0.8312266763902366,0.07104568091512353,-0.060507777262132745,0.8215767634854771,0.7857142857142857,0.4591194968553459
wavlm_mil,youden,0,0.7098646034816248,0.617529864312147,0.20941610474119934,0.645848211387392,0.8208193624373792,0.08622816746882578,-0.13712596939727295,0.8155555555555556,0.6284246575342466,0.6066350710900474
wavlm_mil,youden,1,0.7889733840304184,0.6171504596032898,0.23139073331963786,0.6176777939042091,0.7937090203272235,0.06267453756860275,-0.055648129913804634,0.7950191570881227,0.7830188679245284,0.4512820512820513
wavlm_mil,youden,2,0.8032454361054765,0.6224168912848158,0.23465097662871948,0.6471124089048618,0.8312266763902366,0.07104568091512353,-0.060507777262132745,0.8215767634854771,0.7857142857142857,0.4591194968553459
wavlm_pseudo_frame,f1,0,0.8527245949926362,0.5336338700253198,0.18521423438058582,0.8363224696487697,0.9267749541819725,0.19218375921341913,0.005734022113738413,0.748062015503876,0.9914383561643836,0.07582938388625593
wavlm_pseudo_frame,f1,1,0.8466453674121406,0.5076923076923077,0.1062704837927667,0.7667247218190615,0.8912622218615069,0.16022773910288624,0.002023853467917558,0.7340720221606648,1.0,0.015384615384615385
wavlm_pseudo_frame,f1,2,0.8650519031141869,0.5180443246480982,0.12063249708797795,0.7833058800039933,0.9133584839346981,0.153177488459585,0.0012986897465776526,0.7668711656441718,0.9920634920634921,0.0440251572327044
wavlm_pseudo_frame,balanced_acc,0,0.8437217705510388,0.7671273453223398,0.49723386413467574,0.8363224696487697,0.9267749541819725,0.19218375921341913,-0.0032688023278589773,0.892925430210325,0.7996575342465754,0.7345971563981043
wavlm_pseudo_frame,balanced_acc,1,0.8412256267409471,0.6863328495403967,0.3839467514437624,0.7667247218190615,0.8912622218615069,0.16022773910288624,-0.0033958872032758824,0.8281535648994516,0.8547169811320755,0.517948717948718
wavlm_pseudo_frame,balanced_acc,2,0.8582524271844659,0.6743411200958371,0.367697352002036,0.7833058800039933,0.9133584839346981,0.153177488459585,-0.005500786183143314,0.8403041825095057,0.876984126984127,0.4716981132075472
wavlm_pseudo_frame,youden,0,0.8437217705510388,0.7671273453223398,0.49723386413467574,0.8363224696487697,0.9267749541819725,0.19218375921341913,-0.0032688023278589773,0.892925430210325,0.7996575342465754,0.7345971563981043
wavlm_pseudo_frame,youden,1,0.8412256267409471,0.6863328495403967,0.3839467514437624,0.7667247218190615,0.8912622218615069,0.16022773910288624,-0.0033958872032758824,0.8281535648994516,0.8547169811320755,0.517948717948718
wavlm_pseudo_frame,youden,2,0.8582524271844659,0.6743411200958371,0.367697352002036,0.7833058800039933,0.9133584839346981,0.153177488459585,-0.005500786183143314,0.8403041825095057,0.876984126984127,0.4716981132075472
whisper_medium_mil,f1,0,0.892436974789916,0.7768981691878205,0.5744212754528494,0.8741641238719728,0.940992558473746,0.20640136350519256,0.04544640191101823,0.8762376237623762,0.9092465753424658,0.6445497630331753
whisper_medium_mil,f1,1,0.8838475499092558,0.741485244315433,0.5248462580059258,0.8623318819545235,0.9310510902310698,0.2000166074724491,0.039226035965032824,0.8513986013986014,0.9188679245283019,0.5641025641025641
whisper_medium_mil,f1,2,0.8847656250000001,0.7387129380053908,0.4956214494665072,0.8742013576919238,0.9492150707509371,0.18903407527582405,0.02101241163239087,0.8711538461538462,0.8988095238095238,0.5786163522012578
whisper_medium_mil,balanced_acc,0,0.8476454293628809,0.7981927221969747,0.5447265686842566,0.8741641238719728,0.940992558473746,0.20640136350519256,0.0006548564839831128,0.9198396793587175,0.785958904109589,0.8104265402843602
whisper_medium_mil,balanced_acc,1,0.8288100208768268,0.795041122399613,0.532068659652982,0.8623318819545235,0.9310510902310698,0.2000166074724491,-0.015811493067396265,0.927570093457944,0.7490566037735849,0.841025641025641
whisper_medium_mil,balanced_acc,2,0.8623265741728922,0.8095986822401917,0.5554373284368206,0.8742013576919238,0.9492150707509371,0.18903407527582405,-0.0014266391947170831,0.9330254041570438,0.8015873015873016,0.8176100628930818
whisper_medium_mil,youden,0,0.8476454293628809,0.7981927221969747,0.5447265686842566,0.8741641238719728,0.940992558473746,0.20640136350519256,0.0006548564839831128,0.9198396793587175,0.785958904109589,0.8104265402843602
