system_name,combined_f1,combined_balanced_accuracy,combined_auroc,14m_auroc,14m_balanced_accuracy,14m_f1_weighted,36m_auroc,36m_balanced_accuracy,36m_f1_weighted,delta_36m_minus_14m_auroc,flagged_large_delta,n_14m,n_36m
ensemble_runs/advanced/isotonic_weighted,0.9036,0.7517,0.8945,0.8968005564249696,0.7556511910972005,0.8125389211478582,0.8822460776218001,0.7340214698596201,0.872464611121965,-0.014554478803169513,False,233.0,208
ensemble_runs/advanced/blend_topk,0.9036,0.7517,0.8945,0.8968005564249696,0.7556511910972005,0.8125389211478582,0.8822460776218001,0.7340214698596201,0.872464611121965,-0.014554478803169513,False,233.0,208
ensemble_runs/advanced/per_timepoint,0.9013,0.7775,0.8943,0.8919318379412277,0.7771691879673099,0.8111587982832618,0.8789430222956234,0.751197357555739,0.8826674422322078,-0.01298881564560428,False,233.0,208
ensemble_runs/advanced/cv_stacked_then_offset,0.9088,0.7914,0.8931,0.8913232481307598,0.793470700747696,0.8276265454969477,0.8810074318744839,0.7654830718414534,0.8886020804418837,-0.010315816256275867,False,233.0,208
ensemble_runs/no_metadata_stack_audio,0.8961,0.7762,0.893,0.8914971309337506,0.7780386019822639,0.8079623899894743,0.8797687861271677,0.7454170107349298,0.8743220503135517,-0.011728344806582913,False,233.0,208
ensemble_runs/advanced/confidence_weighted,0.9094,0.7641,0.893,0.895583376804034,0.7657798643714137,0.8214656391884365,0.8791081750619324,0.751197357555739,0.8826674422322078,-0.016475201742101597,False,233.0,208
baseline_results_seen_child/fused_attn_unfreeze2_whisper_large_kfold3_f0,0.9043,0.7697,0.8929,0.8926313354580035,0.7528528837257119,0.8086994321292151,0.8920091324200912,0.7695205479452054,0.8739207630293359,-0.0006222030379123833,False,421.0,373
baseline_results_seen_child/fused_attn_unfreeze2_whisper_medium,0.9146,0.783,0.8919,0.8928881933576769,0.8102503912363067,0.8579945145643396,0.8881090008257638,0.7568125516102395,0.8760409818102126,-0.004779192531913057,False,233.0,208
mil/mil_results/short_voc_head,0.9035,0.7725,0.8916,0.8881064162754304,0.765301686663189,0.8087099217369351,0.8867052023121388,0.7654830718414534,0.8886020804418837,-0.0014012139632916254,False,233.0,208
ensemble_runs/advanced_av/av_pure_visual_motion,0.8949,0.7891,0.8916,0.8858459398365501,0.7921231090245175,0.8171429267012683,0.8867052023121388,0.7624277456647399,0.8694387150251077,0.0008592624755886513,False,233.0,208
mil/mil_results/multi_child_suppressor,0.9035,0.7725,0.8916,0.8881064162754304,0.765301686663189,0.8087099217369351,0.8867052023121388,0.7654830718414534,0.8886020804418837,-0.0014012139632916254,False,233.0,208
evaluation/cross_child_vtc_kchi_role_only,0.8551,0.8207,0.8897,0.8775686783473935,0.7947220419640926,0.7876311268621125,0.903361344537815,0.8535141329258976,0.8468768590124925,0.02579266619042153,False,274.0,205
pseudo_frame/results/whisper_pseudo_frame_kfold3_f0,0.8519,0.519,0.8876,0.8811555464171892,0.5255474452554745,0.5805830442670346,0.8919178082191781,0.5068493150684932,0.723405136273769,0.010762261801988915,False,421.0,373
ensemble_runs/advanced/calibrated_mean,0.8986,0.7504,0.8875,0.8978438532429143,0.752564771344114,0.8086350101068162,0.8586292320396367,0.7396366639141205,0.8661242603550297,-0.039214621203277567,False,233.0,208
baseline_results_seen_child/fused_attn_unfreeze2,0.9025,0.7646,0.8853,0.9007998608937576,0.7754303599374022,0.817404925294347,0.8620974401321222,0.7396366639141205,0.8661242603550297,-0.03870242076163544,False,233.0,208
ensemble_runs/advanced/mean,0.905,0.7948,0.8847,0.8996696226743175,0.8137280472961224,0.8448638909472528,0.8480594549958712,0.7481420313790256,0.863791803193426,-0.051610167678446284,True,233.0,208
baseline_results_seen_child/fused_attn_unfreeze2_kfold3_f1,0.8942,0.7674,0.8818,0.8836816418470779,0.7889187836315855,0.8236528315569571,0.8779390717644654,0.7304232263340831,0.841812352912175,-0.005742570082612475,False,384.0,341
mil/mil_results/whisper_mil_tsmil_concat_kfold3_f2,0.9044,0.7421,0.8806,0.8552242292120835,0.729504048582996,0.794725740617904,0.90319108035371,0.7509803921568627,0.8901960784313725,0.047966851141626465,False,351.0,306
pseudo_frame/results/whisper_pseudo_frame,0.8725,0.5521,0.8806,0.8703703703703703,0.5501651886628413,0.6380860171990358,0.8787778695293146,0.5542526837324525,0.7945990180032734,0.008407499158944232,False,233.0,208
ensemble_runs/cross_child_best_audio_mil_with_clap,0.8978,0.7026,0.8791,0.845554834523037,0.7047732352729108,0.8136801479409853,0.9228418640183346,0.69938884644767,0.8208745330696551,0.07728702949529753,True,274.0,205
baseline_results_seen_child/fused_attn_unfreeze2_whisper_large_kfold3_f2,0.9008,0.7279,0.8783,0.8765904740457156,0.7635776751867283,0.8195490312590031,0.8880090497737557,0.7035067873303167,0.8638214058901171,0.01141857572804017,False,356.0,307
ensemble_runs/cross_child_best_audio_mil,0.8894,0.6491,0.8766,0.8401470906337876,0.6496863508544235,0.7836749751305804,0.9260249554367204,0.6405653170359052,0.7775067750677507,0.0858778648029328,True,274.0,205
mil/mil_results/whisper_mil_cross_child,0.8951,0.6669,0.8761,0.8437522532266205,0.6646117239887519,0.7943964124171851,0.9138018843901198,0.6634199134199135,0.7967023569253925,0.07004963116349927,True,274.0,205
mil/mil_results/whisper_mil/age_stratified/34_38m,0.9174,0.7109,0.8754,,,,0.8754152823920266,0.7108803986710963,0.8535172110051337,,False,,207
mil/mil_results/whisper_mil_cross_child_synth_cap0p5x,0.893,0.689,0.8751,0.8538467084865528,0.6797534068786503,0.8004852378294406,0.8963585434173669,0.686401833460657,0.8037206989308076,0.04251183493081412,False,274.0,205
mil/mil_results/whisper_medium_mil_kfold3_f2,0.8874,0.7129,0.8742,0.8394700296513156,0.6994707803175318,0.7692618355020652,0.9158371040723982,0.7302036199095023,0.8640291720200238,0.07636707442108259,True,356.0,307
mil/mil_results/whisper_medium_mil_kfold3_f0,0.8922,0.77,0.8742,0.8588465097152257,0.7664619101470135,0.8079089383814185,0.8940639269406393,0.7663698630136986,0.8629481823219898,0.035217417225413605,False,421.0,373
mil/mil_results/whisper_medium_mil,0.9035,0.7725,0.873,0.8658494174926098,0.770605112154408,0.8195354518564665,0.8716763005780347,0.7682080924855491,0.8776334055970972,0.005826883085424894,False,233.0,208
pseudo_frame/results/speaker_informed_asd,0.904,0.7276,0.8708,0.8642844722656929,0.7187010954616588,0.7916230065884852,0.8800990916597853,0.7398018166804294,0.8808186247119448,0.015814619394092344,False,233.0,208
baseline_results_seen_child/fused_attn,0.8857,0.7209,0.8695,0.8823248130759869,0.7314380107807338,0.7934412731260521,0.8384805945499588,0.69644921552436,0.8211769461769461,-0.043844218526028045,False,233.0,208
mil/mil_results/whisper_mil_tsmil_concat,0.8959,0.7103,0.869,0.8612531969309463,0.7328279137742053,0.7956865828872406,0.8629717783066984,0.6473138388303298,0.8437309550353029,0.001718581375752093,False,229.0,207
mil/mil_results/whisper_large_mil,0.8934,0.6579,0.8671,0.8602851677969049,0.6747087463049904,0.7611825423855471,0.8614368290668869,0.6199009083402147,0.8308079296013909,0.0011516612699820072,False,233.0,208
mil/mil_results/whisper_mil_cross_child_kfold3_f2,0.8925,0.7585,0.8657,0.8219987387566796,0.7288990673437552,0.7768524614459444,0.9130769230769232,0.8256993006993008,0.9012303131586796,0.09107818432024362,True,370.0,315
baseline_results_seen_child/whisper_attn_lw,0.8857,0.7209,0.8646,0.8590679881759694,0.7278734133194227,0.7777555909967772,0.8482246077621799,0.6797687861271676,0.8511752136752138,-0.010843380413789516,False,233.0,208
baseline_results_seen_child/whisper_attn,0.8915,0.7333,0.8642,0.8677621283255086,0.7472613458528952,0.798052354129042,0.8335260115606937,0.6882741535920727,0.849727831158539,-0.03423611676481486,False,233.0,208
baseline_results_seen_child/whisper_attn_ptt,0.8876,0.7191,0.864,0.8711528429838288,0.7182229177534342,0.7806412344404868,0.8298926507018991,0.7132947976878612,0.8030113297555158,-0.041260192281929675,False,233.0,208
mil/mil_results/whisper_mil_kfold3_f2,0.8897,0.7127,0.8629,0.8274593701910445,0.7041436775137935,0.7727063502536287,0.9035444947209652,0.7168552036199095,0.8640737003361898,0.07608512452992067,True,356.0,307
mil/mil_results/whisper_medium_mil_kfold3_f1,0.8856,0.754,0.8623,0.8533037166812665,0.7473720435489926,0.797986532175562,0.8729809854835412,0.7621907585360868,0.8502005035088114,0.019677268802274717,False,384.0,341
pseudo_frame/results/whisper_pseudo_frame_kfold3_f1,0.8446,0.5,0.862,0.8520835940432988,0.5,0.55343782249742,0.8713964424453077,0.5,0.6917161444413947,0.019312848402008864,False,384.0,341
mil/mil_results/whisper_mil_kfold3_f1,0.8905,0.7423,0.8608,0.854711550494306,0.742710549368039,0.7982932050585947,0.8658249846657126,0.7360202412594561,0.8495254312111752,0.011113434171406533,False,384.0,341
baseline_results_seen_child/whisper_mean,0.8735,0.7489,0.8604,0.8672404799165363,0.7727351764910451,0.7968772749497474,0.8295623451692816,0.6794384805945499,0.8248751755344047,-0.03767813474725468,False,233.0,208
baseline_results_seen_child/whisper_attn_unfreeze2,0.8812,0.7132,0.8598,0.8628934098417667,0.7054860024343592,0.7785559948413286,0.852188274153592,0.6881090008257639,0.8363740959894805,-0.01070513568817466,False,233.0,208
baseline_results_seen_child/whisper_attn_aug,0.8776,0.7134,0.859,0.8620239958268128,0.731829247087463,0.778784897251564,0.8310487200660611,0.6539223781998349,0.8290006354562686,-0.030975275760751653,False,233.0,208
evaluation/cross_child_babar_role_only,0.8241,0.7966,0.8578,0.850493907275218,0.775398370466508,0.7614620631253395,0.8999872676343265,0.8502673796791445,0.8424801791442234,0.04949336035910845,False,274.0,205
mil/mil_results/whisper_mil_lr1e-03_seed1,0.8889,0.6886,0.8574,0.8333333333333334,0.7094418362023995,0.7801451351141188,0.8718414533443435,0.6369116432700248,0.8305490250172927,0.038508120011010116,False,233.0,208
baselines/baseline_results/fused_attn_lw,0.8828,0.67,0.8569,0.8408681231523542,0.6828177950825582,0.7901729836718002,0.8887191240132417,0.6569264069264069,0.7883623201182779,0.04785100086088756,False,274.0,205
mil/mil_results/seg_conditioned_mil,0.8776,0.7454,0.8568,0.8363328116849243,0.7529560076508434,0.793151854596337,0.8741535920726672,0.7194054500412882,0.8383335817928841,0.037820780387742836,False,233.0,208
baselines/baseline_results/whisper_mean,0.8837,0.7195,0.8567,0.8438243564784772,0.7455836758237797,0.8133931257657819,0.8941940412528648,0.6994525082760377,0.8146251045457628,0.050369684774387635,True,274.0,205
baseline_results_seen_child/whisper_attn_aug_ptt,0.8797,0.6941,0.8559,0.8581985741610155,0.7151364980003477,0.7768320489855456,0.8322047894302229,0.6881090008257639,0.8363740959894805,-0.025993784730792613,False,233.0,208
baselines/baseline_results/whisper_attn_ptt,0.8737,0.7225,0.8558,0.8368303410483813,0.7460162953349196,0.8025265520218153,0.8991596638655462,0.6045963840081487,0.7493344311788117,0.06232932281716497,True,274.0,205
mil/mil_results/whisper_mil_lr1e-03_seed2,0.8807,0.734,0.8543,0.835246044166232,0.7287428273343766,0.7749504291086948,0.8655656482246079,0.7224607762180016,0.8562075388998467,0.03031960405837586,False,233.0,208
mil/mil_results/whisper_mil_hardneg_synth,0.894,0.7427,0.8535,0.8510693792383933,0.7666492783863675,0.8185618442664181,0.8419488026424443,0.6909991742361684,0.8402534965034966,-0.009120576595949004,False,233.0,208
mil/mil_results/whisper_mil,0.886,0.7353,0.8531,0.8283776734480961,0.7380020865936359,0.7864710580165114,0.8759702725020643,0.711065235342692,0.8542135783637199,0.047592599053968176,False,233.0,208
baselines/baseline_results/whisper_attn_aug,0.8684,0.7117,0.8518,0.8407960199004975,0.7113346311918667,0.7800155535272316,0.8882098293863,0.7191240132416603,0.8209550886043481,0.04741380948580254,False,274.0,205
mil/mil_results/whisper_mil_cross_child_kfold3_f1,0.87,0.6668,0.8514,0.841166858900423,0.6813725490196079,0.7478990389449943,0.8510716114402749,0.6374807987711213,0.7731045619349812,0.009904752539851902,False,306.0,387
mil/mil_results/whisper_mil_kfold3_f0,0.8661,0.5834,0.8498,0.823378225557726,0.5859591857715637,0.6586054781846612,0.8778538812785388,0.5788584474885845,0.7813890432401197,0.05447565572081281,True,421.0,373
baselines/baseline_results/whisper_attn,0.8817,0.7237,0.8498,0.8296921191145721,0.7234119258778571,0.7956204379562044,0.896358543417367,0.72886427298192,0.8340041130907763,0.0666664243027949,True,274.0,205
mil/mil_results/whisper_mil_tsmil_concat_kfold3_f1,0.8828,0.7028,0.849,0.8549418604651162,0.7406976744186047,0.7956276527705101,0.8398675635904982,0.6277853689299979,0.7969899464210463,-0.015074296874618032,False,378.0,339
baseline_results_seen_child/fused_attn_unfreeze2_whisper_medium_kfold3_f0,0.9004,0.7876,0.8488,0.8409067543949831,0.7845815770535622,0.8229496987220273,0.8552511415525115,0.7765525114155252,0.8707868499194534,0.014344387157528393,False,421.0,373
babar_ecapa_enrollment_runs_kfold3_f0,0.3206,0.5778,0.8485,0.8381438264624241,0.813560193276447,0.8183115232577504,0.8631506849315069,0.8122602739726027,0.834909087262062,0.025006858469082793,False,421.0,373
vtc_kchi_ecapa_enrollment_runs_kfold3_f0,0.3206,0.5778,0.8485,0.8381438264624241,0.813560193276447,0.8183115232577504,0.8631506849315069,0.8122602739726027,0.834909087262062,0.025006858469082793,False,421.0,373
usc_sail_ecapa_enrollment_runs_kfold3_f0,0.4201,0.603,0.8484,0.8331962578390049,0.8410866659812892,0.8639405019537405,0.8770319634703196,0.8159817351598173,0.8868045597190182,0.04383570563131478,False,421.0,373
baselines/baseline_results/whisper_attn_aug_ptt,0.8782,0.7114,0.8478,0.8439685629821906,0.7385536087677554,0.7984972091026191,0.8744588744588745,0.5621339444868857,0.7105365853658536,0.030490311476683907,False,274.0,205
mil/mil_results/whisper_mil_tsmil_concat_kfold3_f0,0.8772,0.6342,0.8466,0.830549309347896,0.6810686368990255,0.7580469934495957,0.8583098591549296,0.5463380281690141,0.7597246807743516,0.027760549807033685,False,415.0,371
mil/mil_results/whisper_mil_hardneg_synth_v3,0.8831,0.7114,0.8443,0.8376804034081029,0.7261345852895149,0.7831592772940117,0.8383154417836498,0.6682080924855491,0.8354940939210602,0.0006350383755469036,False,233.0,208
mil/mil_results/whisper_mil_cross_child_kfold3_f0,0.897,0.7019,0.8418,0.8245497696495881,0.7056488203266787,0.7870742873720542,0.8480113636363636,0.6765282131661442,0.8589884590344156,0.023461593986775497,False,529.0,383
mil/mil_results/whisper_mil_acmil_max,0.8911,0.7365,0.8415,0.8129890453834114,0.7543035993740219,0.8029422820477711,0.8749793559042113,0.685383980181668,0.845775713050994,0.06199031052079984,True,233.0,208
babar_ecapa_enrollment_runs_kfold3_f2,0.3005,0.5736,0.8398,0.8223548399204293,0.7921592913710918,0.8098865907854672,0.8631221719457013,0.8448340874811463,0.8671602013621557,0.04076733202527194,False,356.0,307
vtc_kchi_ecapa_enrollment_runs_kfold3_f2,0.3005,0.5736,0.8398,0.8223548399204293,0.7921592913710918,0.8098865907854672,0.8631221719457013,0.8448340874811463,0.8671602013621557,0.04076733202527194,False,356.0,307
usc_sail_ecapa_enrollment_runs_kfold3_f1,0.439,0.6084,0.8391,0.8208609685896635,0.8039669628331874,0.8284944164096814,0.8594356982212226,0.819464322224494,0.8867919248945316,0.03857472963155906,False,384.0,341
mil/mil_results/whisper_mil_hardneg_synth_v4,0.8787,0.6861,0.8388,0.8379412276125892,0.7111806642323074,0.7754796447022304,0.8289017341040463,0.6253509496284062,0.8155888301211568,-0.009039493508542829,False,233.0,208
pseudo_frame/results/wavlm_pseudo_frame_kfold3_f0,0.8521,0.5313,0.8363,0.8141770330009253,0.5294540968438367,0.5897978264716313,0.8627397260273972,0.5325799086757991,0.7458606530040033,0.04856269302647198,False,421.0,373
baseline_results_seen_child/fused_attn_unfreeze2_whisper_medium_kfold3_f2,0.9075,0.7691,0.8332,0.8204406410689487,0.7535750478549712,0.814808628252118,0.8522247360482654,0.8128205128205128,0.8929144180918434,0.03178409497931678,False,356.0,307
pseudo_frame/results/wavlm_pseudo_frame,0.8691,0.538,0.8308,0.8022952529994783,0.5360806816205876,0.6211944141574046,0.8630883567299752,0.5399669694467382,0.7848143236074271,0.060793103730496845,True,233.0,208
baselines/baseline_results/fused_attn,0.8697,0.6483,0.8306,0.8310620808998487,0.6856658735308963,0.7839624015611484,0.843519225872167,0.6537433155080214,0.779096492509205,0.012457144972318313,False,274.0,205
mil/mil_results/whisper_mil/age_stratified/12_16m,0.8529,0.7384,0.8293,0.8283776734480961,0.7380020865936359,0.7864710580165114,,1.0,1.0,,False,233.0,1
baselines/baseline_results/whisper_attn_unfreeze2,0.8775,0.6619,0.8285,0.802869709423895,0.6959766385463984,0.7817832765945437,0.8747135217723453,0.6732874968169086,0.798483849703362,0.07184381234845028,True,274.0,205
pyannote/babar_age_stratified/34_38m/34_38m,0.8723,0.7784,0.8274,,,,0.8274086378737542,0.778405315614618,0.8193287203917552,,False,,207
pyannote/vtc_kchi_age_stratified/34_38m/34_38m,0.8723,0.7784,0.8274,,,,0.8274086378737542,0.778405315614618,0.8193287203917552,,False,,207
vtc_kchi_ecapa_enrollment_runs_kfold3_f1,0.3359,0.5891,0.8269,0.8234263546489802,0.7826930296583656,0.8040540713052892,0.8364087098752812,0.8002453485994684,0.8160975252429445,0.012982355226300979,False,384.0,341
babar_ecapa_enrollment_runs_kfold3_f1,0.3359,0.5891,0.8269,0.8234263546489802,0.7826930296583656,0.8040540713052892,0.8364087098752812,0.8002453485994684,0.8160975252429445,0.012982355226300979,False,384.0,341
babar_ecapa_enrollment_runs,0.3671,0.5993,0.826,0.8246826638845417,0.8101634498348114,0.8267645494374313,0.8284062758051196,0.7789430222956235,0.8202410584189271,0.0037236119205779072,False,233.0,208
synth_results/augmentation_experiments/default_14_18mo/ratio_0x,0.3671,0.5993,0.826,0.8246826638845417,0.8101634498348114,0.8267645494374313,0.8284062758051196,0.7789430222956235,0.8202410584189271,0.0037236119205779072,False,233.0,208
vtc_kchi_ecapa_enrollment_runs,0.3671,0.5993,0.826,0.8246826638845417,0.8101634498348114,0.8267645494374313,0.8284062758051196,0.7789430222956235,0.8202410584189271,0.0037236119205779072,False,233.0,208
synth_results/augmentation_experiments/default_14_18mo/ratio_2x,0.3671,0.5993,0.826,0.8246826638845417,0.8101634498348114,0.8267645494374313,0.8284062758051196,0.7789430222956235,0.8202410584189271,0.0037236119205779072,False,233.0,208
mil/mil_results/whisper_mil_voiceconv_synth_hardneg,0.8814,0.6779,0.826,0.8187271778821075,0.6821422361328464,0.7563772001712408,0.828075970272502,0.6597027250206441,0.8366643923930245,0.009348792390394545,False,233.0,208
synth_results/augmentation_experiments/default_14_18mo/ratio_10x,0.3671,0.5993,0.826,0.8246826638845417,0.8101634498348114,0.8267645494374313,0.8284062758051196,0.7789430222956235,0.8202410584189271,0.0037236119205779072,False,233.0,208
synth_results/augmentation_experiments/default_14_18mo/ratio_1x,0.3671,0.5993,0.826,0.8246826638845417,0.8101634498348114,0.8267645494374313,0.8284062758051196,0.7789430222956235,0.8202410584189271,0.0037236119205779072,False,233.0,208
synth_results/augmentation_experiments/default_14_18mo/ratio_5x,0.3671,0.5993,0.826,0.8246826638845417,0.8101634498348114,0.8267645494374313,0.8284062758051196,0.7789430222956235,0.8202410584189271,0.0037236119205779072,False,233.0,208
synth_results/augmentation_experiments/default_14_18mo/ratio_0.5x,0.3671,0.5993,0.826,0.8246826638845417,0.8101634498348114,0.8267645494374313,0.8284062758051196,0.7789430222956235,0.8202410584189271,0.0037236119205779072,False,233.0,208
pyannote/vtc_kchi_age_stratified/12_16m/12_16m,0.8652,0.7966,0.8258,0.8246826638845417,0.7960789427925579,0.8177480845800597,,1.0,1.0,,False,233.0,1
pyannote/babar_age_stratified/12_16m/12_16m,0.8652,0.7966,0.8258,0.8246826638845417,0.7960789427925579,0.8177480845800597,,1.0,1.0,,False,233.0,1
usc_sail_ecapa_enrollment_runs_kfold3_f2,0.4327,0.5978,0.8237,0.8095184476222648,0.765548174004429,0.8138337643999268,0.8361236802413272,0.8436274509803922,0.9065822255358524,0.026605232619062447,False,356.0,307
vtc_ecapa_enrollment_runs_kfold3_f0,0.3467,0.5786,0.8234,0.8153207566567287,0.7921378636784209,0.8246242778876356,0.8227853881278538,0.7408219178082192,0.8465019642006286,0.007464631471125194,False,421.0,373
mil/mil_results/whisper_mil_hardneg_synth_v1,0.8769,0.6382,0.8224,0.8175099982611719,0.656190227786472,0.7391258743919665,0.8140379851362511,0.5940545004128819,0.8083123160992012,-0.0034720131249207364,False,233.0,208
mil/mil_results/whisper_mil_lr3e-04_seed2,0.8879,0.6983,0.8213,0.7968179447052687,0.7133976699704399,0.7816567019772259,0.8445912469033856,0.6597027250206441,0.8366643923930245,0.04777330219811693,False,233.0,208
baselines/audio_llm_baseline_runs/qwen25_omni_7b_cross_child,0.8669,0.6057,0.8203,0.786213858245007,0.6130218472853126,0.7463457118633516,0.8689839572192515,0.591545709192768,0.7371068424558269,0.08277009897424448,True,274.0,205
evaluation/cross_child_vtc_role_only,0.8774,0.7747,0.8191,0.7786430168000577,0.7464489148460596,0.7914626865011939,0.8756047873694932,0.8270308123249299,0.8767892238992545,0.09696177056943556,True,274.0,205
mil/mil_results/whisper_mil_voiceconv_synth_full,0.8799,0.6588,0.8186,0.7843853242914275,0.6610154755694662,0.7396999130678823,0.8546655656482245,0.6398018166804293,0.83437235841082,0.070280241356797,True,233.0,208
baselines/baseline_results/whisper_stats_lw,0.8627,0.6017,0.8183,0.7836902444300237,0.6132381570408825,0.7429719676371815,0.8770053475935828,0.5850522026992615,0.7297822008320417,0.09331510316355918,True,274.0,205
mil/mil_results/whisper_mil_hardneg,0.8688,0.6948,0.8182,0.8139454007998609,0.7137889062771692,0.7679097988562638,0.8016515276630884,0.6423616845582163,0.8139966344640566,-0.012293873136772437,False,233.0,208
baselines/baseline_results/wavlm_attn_lw,0.8714,0.607,0.8175,0.8078448338020044,0.6376090561684332,0.7686313868613138,0.8502673796791445,0.5784950343773874,0.724879253732842,0.042422545877140005,False,274.0,205
babar_ecapa_child_enrollment_runs,0.006,0.5015,0.8167,0.8168579377499565,0.8004260128673275,0.8003054413058412,0.8206440957886045,0.7558216350123865,0.7889840907167639,0.003786158038648013,False,233.0,208
mil/mil_results/whisper_mil_voiceconv_synth_half,0.8867,0.6936,0.8164,0.7789949573987134,0.6860980699008868,0.7580885639929619,0.8604459124690339,0.6940545004128819,0.8577399546648923,0.08145095507032052,True,233.0,208
