audio_path,n_experiments_fp,pct_experiments,experiments
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-02/beh/sub-F3N4H0K1Z1_ses-02_task-motorplay_run-05_audio.wav,15,1.0,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L7Z6Q2U6Y6/ses-01/beh/sub-L7Z6Q2U6Y6_ses-01_task-dailyroutine_run-02_audio.wav,15,1.0,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M8P2T7S0/ses-02/beh/sub-L4M8P2T7S0_ses-02_task-other_run-07_audio.wav,15,1.0,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-01/beh/sub-D4Y7P4G2V4_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,15,1.0,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-02/beh/sub-N3L7A1I2B9_ses-02_task-motorplay_run-03_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-02/beh/sub-N3L7A1I2B9_ses-02_task-other_run-01_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-02/beh/sub-C1G1X2G4C6_ses-02_task-specialoccasion_run-01_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-01/beh/sub-D8G5K7I0D6_ses-01_task-toyplay_run-01_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-motorplay_run-01_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-01/beh/sub-D8G5K7I0D6_ses-01_task-motorplay_run-01_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Z3H6O7C3O9/ses-02/beh/sub-Z3H6O7C3O9_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-02/beh/sub-F3N4H0K1Z1_ses-02_task-toyplay_run-05_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L7Z6Q2U6Y6/ses-01/beh/sub-L7Z6Q2U6Y6_ses-01_task-other_run-01_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Y4W4H9A8X5/ses-02/beh/sub-Y4W4H9A8X5_ses-02_task-specialoccasion_run-03_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Y4W4H9A8X5/ses-02/beh/sub-Y4W4H9A8X5_ses-02_task-specialoccasion_run-02_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Y4W4H9A8X5/ses-02/beh/sub-Y4W4H9A8X5_ses-02_task-other_run-02_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-02/beh/sub-N3L7A1I2B9_ses-02_task-dailyroutine_run-05_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-01/beh/sub-D8G5K7I0D6_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-02/beh/sub-D8G5K7I0D6_ses-02_task-motorplay_run-05_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-01/beh/sub-D4Y7P4G2V4_ses-01_task-motorplay_run-09_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-01/beh/sub-D4Y7P4G2V4_ses-01_task-toyplay_run-01_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-01/beh/sub-D4Y7P4G2V4_ses-01_task-motorplay_run-10_audio.wav,14,0.9333333333333333,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-01/beh/sub-D4Y7P4G2V4_ses-01_task-motorplay_run-05_audio.wav,13,0.8666666666666667,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_lw, whisper_attn_ptt, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B8I6G9P2G8/ses-02/beh/sub-B8I6G9P2G8_ses-02_task-motorplay_run-03_audio.wav,13,0.8666666666666667,"fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-02/beh/sub-D4Y7P4G2V4_ses-02_task-toyplay_run-07_audio.wav,13,0.8666666666666667,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_ptt, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-02/beh/sub-C0O6X3N5Y7_ses-02_task-motorplay_run-02_audio.wav,13,0.8666666666666667,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug_ptt, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-U6O5F2B7T5/ses-01/beh/sub-U6O5F2B7T5_ses-01_task-toyplay_run-02_audio.wav,13,0.8666666666666667,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-motorplay_run-02_audio.wav,12,0.8,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_unfreeze2, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-01/beh/sub-C1G1X2G4C6_ses-01_task-motorplay_run-01_audio.wav,12,0.8,"fused_attn, fused_attn_unfreeze2, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R2C7W8X7N9/ses-01/beh/sub-R2C7W8X7N9_ses-01_task-specialoccasion_run-02_audio.wav,12,0.8,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn_aug, whisper_attn_lw, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T2H0J0N2Z5/ses-01/beh/sub-T2H0J0N2Z5_ses-01_task-other_run-01_audio.wav,12,0.8,"fused_attn_lw, fused_attn_unfreeze2, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M8P2T7S0/ses-02/beh/sub-L4M8P2T7S0_ses-02_task-specialoccasion_run-01_audio.wav,12,0.8,"fused_attn, fused_attn_lw, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L5Q0Z1W8S2/ses-01/beh/sub-L5Q0Z1W8S2_ses-01_task-motorplay_run-02_audio.wav,12,0.8,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn_lw, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3D3S2N7W8/ses-01/beh/sub-G3D3S2N7W8_ses-01_task-motorplay_run-01_audio.wav,12,0.8,"fused_attn, fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_lw, whisper_attn_ptt, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R2C7W8X7N9/ses-01/beh/sub-R2C7W8X7N9_ses-01_task-specialoccasion_run-03_audio.wav,12,0.8,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_lw, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R2C7W8X7N9/ses-01/beh/sub-R2C7W8X7N9_ses-01_task-motorplay_run-01_audio.wav,11,0.7333333333333333,"fused_attn_lw, wavlm_attn, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-02/beh/sub-D4Y7P4G2V4_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,11,0.7333333333333333,"fused_attn, fused_attn_lw, fused_attn_unfreeze2, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_unfreeze2, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-generalsocialcommunicationinteraction_run-15_audio.wav,11,0.7333333333333333,"fused_attn, fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug, whisper_attn_lw, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T2H0J0N2Z5/ses-02/beh/sub-T2H0J0N2Z5_ses-02_task-toyplay_run-04_audio.wav,11,0.7333333333333333,"fused_attn, fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn_aug, whisper_attn_aug_ptt, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Z3H6O7C3O9/ses-02/beh/sub-Z3H6O7C3O9_ses-02_task-toyplay_run-02_audio.wav,11,0.7333333333333333,"fused_attn, fused_attn_unfreeze2, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn, whisper_attn_aug_ptt, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_mean, whisper_stats_lw"
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-52_audio.wav,11,0.7333333333333333,"fused_attn, fused_attn_lw, wavlm_attn, wavlm_attn_lw, wavlm_mean, wavlm_stats_lw, whisper_attn_aug_ptt, whisper_attn_lw, whisper_attn_ptt, whisper_attn_unfreeze2, whisper_stats_lw"
