audio_path,n_diarizers_fp,pct_diarizers,diarizers,#_adults,#_children,#_people_interacting,has_interaction,n_children_cat,n_adults_cat,Context,Location,child_id,timepoint_norm,task
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-I8T4E2J3M6/ses-01/beh/sub-I8T4E2J3M6_ses-01_task-specialoccasion_run-04_audio.wav,8,0.727,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, VTC, WavLM-MIL, Whisper-MIL",1.0,2.0,3.0,True,2+,1,special occasion,inside private,I8T4E2J3M6,14_month,specialoccasion
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-O6F1J9U1J2/ses-02/beh/sub-O6F1J9U1J2_ses-02_task-generalsocialcommunicationinteraction_run-04_audio.wav,8,0.727,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, VTC, WavLM-MIL, Whisper-MIL",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,O6F1J9U1J2,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-I8T4E2J3M6/ses-02/beh/sub-I8T4E2J3M6_ses-02_task-motorplay_run-11_audio.wav,8,0.727,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, VTC, WavLM-MIL, Whisper-MIL",1.0,2.0,2.0,True,2+,1,motor play,outside public,I8T4E2J3M6,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-I8T4E2J3M6/ses-02/beh/sub-I8T4E2J3M6_ses-02_task-motorplay_run-07_audio.wav,8,0.727,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, VTC, WavLM-MIL, Whisper-MIL",0.0,2.0,2.0,True,2+,0,motor play,outside public,I8T4E2J3M6,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-01/beh/sub-G3A6S5R9F7_ses-01_task-toyplay_run-04_audio.wav,8,0.727,"EEND-EDA, Pyannote, Sortformer, TalkNet-ASD, USC-SAIL, VBx, VTC, Whisper-MIL",0.0,1.0,1.0,True,1,0,toy play,inside public,G3A6S5R9F7,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-generalsocialcommunicationinteraction_run-25_audio.wav,8,0.727,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, VTC, WavLM-MIL, Whisper-MIL",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,G4J8F6F4X0,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Y4W4H9A8X5/ses-02/beh/sub-Y4W4H9A8X5_ses-02_task-motorplay_run-01_audio.wav,8,0.727,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, VTC, WavLM-MIL, Whisper-MIL",1.0,8.0,1.0,True,2+,1,motor play,inside public,Y4W4H9A8X5,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Z1J6X4Y3Z4/ses-01/beh/sub-Z1J6X4Y3Z4_ses-01_task-toyplay_run-01_audio.wav,8,0.727,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, VTC, WavLM-MIL, Whisper-MIL",0.0,1.0,2.0,True,1,0,toy play,inside private,Z1J6X4Y3Z4,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-01/beh/sub-C1G1X2G4C6_ses-01_task-motorplay_run-01_audio.wav,7,0.636,"EEND-EDA, Pyannote, TalkNet-ASD, USC-SAIL, VBx, VTC, Whisper-MIL",3.0,3.0,1.0,True,2+,2+,motor play,inside public,C1G1X2G4C6,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-other_run-03_audio.wav,7,0.636,"BabAR, EEND-EDA, Sortformer, USC-SAIL, VBx, VTC, VTC-KCHI",0.0,1.0,0.0,False,1,0,other,inside private,N3L7A1I2B9,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-75_audio.wav,7,0.636,"BabAR, EEND-EDA, Pyannote, Sortformer, VBx, VTC, VTC-KCHI",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,N3L7A1I2B9,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R2C7W8X7N9/ses-01/beh/sub-R2C7W8X7N9_ses-01_task-specialoccasion_run-02_audio.wav,7,0.636,"BabAR, Sortformer, VBx, VTC, VTC-KCHI, WavLM-MIL, Whisper-MIL",3.0,3.0,,True,2+,2+,special occasion,inside private,R2C7W8X7N9,14_month,specialoccasion
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B9P5V1I5O5/ses-02/beh/sub-B9P5V1I5O5_ses-02_task-motorplay_run-03_audio.wav,7,0.636,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, VTC, Whisper-MIL",,2.0,,True,2+,unknown,motor play,outside public,B9P5V1I5O5,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7T7O3G7J5/ses-01/beh/sub-E7T7O3G7J5_ses-01_task-generalsocialcommunicationinteraction_run-05_audio.wav,7,0.636,"EEND-EDA, Pyannote, Sortformer, TalkNet-ASD, VBx, WavLM-MIL, Whisper-MIL",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,E7T7O3G7J5,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S6T9X3C8Y2/ses-01/beh/sub-S6T9X3C8Y2_ses-01_task-motorplay_run-12_audio.wav,7,0.636,"BabAR, EEND-EDA, USC-SAIL, VTC, VTC-KCHI, WavLM-MIL, Whisper-MIL",0.0,2.0,0.0,False,2+,0,motor play,inside private,S6T9X3C8Y2,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-01/beh/sub-F8N7H3T0O1_ses-01_task-motorplay_run-02_audio.wav,7,0.636,"BabAR, Sortformer, USC-SAIL, VTC, VTC-KCHI, WavLM-MIL, Whisper-MIL",0.0,1.0,1.0,True,1,0,motor play,inside private,F8N7H3T0O1,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-specialoccasion_run-01_audio.wav,7,0.636,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, WavLM-MIL, Whisper-MIL",0.0,1.0,,True,1,0,special occasion,inside private,G4J8F6F4X0,36_month,specialoccasion
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-02/beh/sub-B1S3L8Q7Y6_ses-02_task-motorplay_run-01_audio.wav,7,0.636,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, WavLM-MIL, Whisper-MIL",0.0,1.0,1.0,True,1,0,motor play,outside public,B1S3L8Q7Y6,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Z2E7T3I3H2/ses-01/beh/sub-Z2E7T3I3H2_ses-01_task-motorplay_run-03_audio.wav,7,0.636,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, VTC, WavLM-MIL",0.0,1.0,1.0,True,1,0,motor play,outside public,Z2E7T3I3H2,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T8P2Z1M9O9/ses-01/beh/sub-T8P2Z1M9O9_ses-01_task-toyplay_run-09_audio.wav,7,0.636,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, VTC, WavLM-MIL",0.0,1.0,1.0,True,1,0,toy play,inside public,T8P2Z1M9O9,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8V2U5P1A0/ses-01/beh/sub-F8V2U5P1A0_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,7,0.636,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, WavLM-MIL, Whisper-MIL",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,F8V2U5P1A0,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W7P7J6H1H6/ses-01/beh/sub-W7P7J6H1H6_ses-01_task-motorplay_run-05_audio.wav,7,0.636,"Pyannote, Sortformer, USC-SAIL, VBx, VTC, WavLM-MIL, Whisper-MIL",1.0,1.0,1.0,True,1,1,motor play,outside public,W7P7J6H1H6,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-01/beh/sub-G3A6S5R9F7_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,7,0.636,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, WavLM-MIL, Whisper-MIL",0.0,1.0,1.0,True,1,0,general social communication interaction,outside private,G3A6S5R9F7,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S2C4T1Y7V7/ses-02/beh/sub-S2C4T1Y7V7_ses-02_task-motorplay_run-01_audio.wav,6,0.545,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, WavLM-MIL",0.0,1.0,0.0,False,1,0,motor play,inside private,S2C4T1Y7V7,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A6Y4Y7X2G1/ses-01/beh/sub-A6Y4Y7X2G1_ses-01_task-toyplay_run-03_audio.wav,6,0.545,"BabAR, Sortformer, VBx, VTC, VTC-KCHI, WavLM-MIL",0.0,1.0,1.0,True,1,0,toy play,inside private,A6Y4Y7X2G1,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S4O9O2E5Z0/ses-01/beh/sub-S4O9O2E5Z0_ses-01_task-other_run-01_audio.wav,6,0.545,"EEND-EDA, Pyannote, USC-SAIL, VBx, WavLM-MIL, Whisper-MIL",0.0,2.0,0.0,False,2+,0,other,inside private,S4O9O2E5Z0,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T8P2Z1M9O9/ses-01/beh/sub-T8P2Z1M9O9_ses-01_task-motorplay_run-11_audio.wav,6,0.545,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, WavLM-MIL",0.0,1.0,0.0,False,1,0,motor play,inside private,T8P2Z1M9O9,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-52_audio.wav,6,0.545,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, WavLM-MIL",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,N3L7A1I2B9,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L0B0Q5O3Q3/ses-01/beh/sub-L0B0Q5O3Q3_ses-01_task-toyplay_run-02_audio.wav,6,0.545,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, WavLM-MIL",0.0,1.0,1.0,True,1,0,toy play,inside private,L0B0Q5O3Q3,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L5V8G4A3K7/ses-01/beh/sub-L5V8G4A3K7_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,6,0.545,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, Whisper-MIL",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,L5V8G4A3K7,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-01/beh/sub-A1H3H9Y3T1_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,6,0.545,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, WavLM-MIL",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,A1H3H9Y3T1,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A6S0V1J3G6/ses-01/beh/sub-A6S0V1J3G6_ses-01_task-other_run-04_audio.wav,6,0.545,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, WavLM-MIL",0.0,1.0,0.0,False,1,0,other,inside private,A6S0V1J3G6,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W9K7Y8Y0V6/ses-02/beh/sub-W9K7Y8Y0V6_ses-02_task-generalsocialinteraction_run-01_audio.wav,6,0.545,"EEND-EDA, Pyannote, Sortformer, USC-SAIL, VBx, WavLM-MIL",2.0,1.0,2.0,True,1,2+,general social interaction,outside private,W9K7Y8Y0V6,36_month,generalsocialinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E2P5Q8S5A7/ses-01/beh/sub-E2P5Q8S5A7_ses-01_task-other_run-05_audio.wav,6,0.545,"EEND-EDA, USC-SAIL, VBx, VTC, WavLM-MIL, Whisper-MIL",1.0,2.0,0.0,False,2+,1,other,inside private,E2P5Q8S5A7,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-M4R4B8C7G8/ses-02/beh/sub-M4R4B8C7G8_ses-02_task-generalsocialcommunicationinteraction_run-04_audio.wav,6,0.545,"EEND-EDA, Sortformer, USC-SAIL, VBx, WavLM-MIL, Whisper-MIL",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,M4R4B8C7G8,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-02/beh/sub-N3L7A1I2B9_ses-02_task-motorplay_run-03_audio.wav,6,0.545,"EEND-EDA, Pyannote, USC-SAIL, VBx, WavLM-MIL, Whisper-MIL",1.0,1.0,1.0,True,1,1,motor play,inside private,N3L7A1I2B9,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-I8T4E2J3M6/ses-01/beh/sub-I8T4E2J3M6_ses-01_task-toyplay_run-04_audio.wav,6,0.545,"EEND-EDA, Pyannote, USC-SAIL, VBx, VTC, WavLM-MIL",0.0,2.0,0.0,False,2+,0,toy play,inside private,I8T4E2J3M6,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B8I6G9P2G8/ses-02/beh/sub-B8I6G9P2G8_ses-02_task-motorplay_run-06_audio.wav,5,0.455,"EEND-EDA, Pyannote, Sortformer, VBx, WavLM-MIL",1.0,1.0,1.0,True,1,1,motor play,inside public,B8I6G9P2G8,36_month,motorplay
