child_id,n_segments,status
synthetic_default_14_18mo_42_000494,1,ok
synthetic_default_14_18mo_42_000495,4,ok
synthetic_default_14_18mo_42_000497,3,ok
synthetic_default_14_18mo_42_000501,0,no_valid_segments
synthetic_default_14_18mo_42_000502,3,ok
synthetic_default_14_18mo_42_000503,3,ok
synthetic_default_14_18mo_42_000505,1,ok
synthetic_default_14_18mo_42_000506,1,ok
synthetic_default_14_18mo_42_000507,0,no_valid_segments
synthetic_default_14_18mo_42_000510,1,ok
synthetic_default_14_18mo_42_000518,1,ok
synthetic_default_14_18mo_42_000523,3,ok
synthetic_default_14_18mo_42_000531,0,no_valid_segments
synthetic_default_14_18mo_42_000533,1,ok
synthetic_default_14_18mo_42_000538,2,ok
synthetic_default_14_18mo_42_000540,2,ok
synthetic_default_14_18mo_42_000543,0,no_valid_segments
synthetic_default_14_18mo_42_000544,1,ok
synthetic_default_14_18mo_42_000549,2,ok
synthetic_default_14_18mo_42_000550,1,ok
synthetic_default_14_18mo_42_000558,3,ok
synthetic_default_14_18mo_42_000560,3,ok
synthetic_default_14_18mo_42_000568,1,ok
synthetic_default_14_18mo_42_000577,2,ok
synthetic_default_14_18mo_42_000580,1,ok
synthetic_default_14_18mo_42_000581,0,no_valid_segments
synthetic_default_14_18mo_42_000582,2,ok
synthetic_default_14_18mo_42_000583,2,ok
synthetic_default_14_18mo_42_000584,0,no_valid_segments
synthetic_default_14_18mo_42_000585,0,no_valid_segments
synthetic_default_14_18mo_42_000590,2,ok
synthetic_default_14_18mo_42_000591,3,ok
synthetic_default_14_18mo_42_000594,2,ok
synthetic_default_14_18mo_42_000599,0,no_valid_segments
synthetic_default_14_18mo_42_000601,2,ok
synthetic_default_14_18mo_42_000604,1,ok
synthetic_default_14_18mo_42_000611,1,ok
synthetic_default_14_18mo_42_000612,2,ok
synthetic_default_14_18mo_42_000613,4,ok
synthetic_default_14_18mo_42_000614,0,no_valid_segments
synthetic_default_14_18mo_42_000617,1,ok
synthetic_default_14_18mo_42_000618,0,no_valid_segments
synthetic_default_14_18mo_42_000619,0,no_valid_segments
synthetic_default_14_18mo_42_000620,2,ok
synthetic_default_14_18mo_42_000621,0,no_valid_segments
synthetic_default_14_18mo_42_000623,0,no_valid_segments
synthetic_default_14_18mo_42_000625,2,ok
synthetic_default_14_18mo_42_000628,0,no_valid_segments
synthetic_default_14_18mo_42_000629,1,ok
synthetic_default_14_18mo_42_000632,2,ok
synthetic_default_14_18mo_42_000633,2,ok
synthetic_default_14_18mo_42_000635,3,ok
synthetic_default_14_18mo_42_000637,0,no_valid_segments
synthetic_default_14_18mo_42_000638,1,ok
synthetic_default_14_18mo_42_000640,2,ok
synthetic_default_14_18mo_42_000646,0,no_valid_segments
synthetic_default_14_18mo_42_000647,1,ok
synthetic_default_14_18mo_42_000650,1,ok
synthetic_default_14_18mo_42_000653,0,no_valid_segments
synthetic_default_14_18mo_42_000660,1,ok
synthetic_default_14_18mo_42_000661,3,ok
synthetic_default_14_18mo_42_000662,2,ok
synthetic_default_14_18mo_42_000663,3,ok
synthetic_default_14_18mo_42_000666,7,ok
synthetic_default_14_18mo_42_000668,0,no_valid_segments
synthetic_default_14_18mo_42_000671,2,ok
synthetic_default_14_18mo_42_000673,3,ok
synthetic_default_14_18mo_42_000678,0,no_valid_segments
synthetic_default_14_18mo_42_000679,0,no_valid_segments
synthetic_default_14_18mo_42_000680,1,ok
synthetic_default_14_18mo_42_000682,1,ok
synthetic_default_14_18mo_42_000684,2,ok
synthetic_default_14_18mo_42_000685,1,ok
synthetic_default_14_18mo_42_000695,0,no_valid_segments
synthetic_default_14_18mo_42_000701,0,no_valid_segments
synthetic_default_14_18mo_42_000703,2,ok
synthetic_default_14_18mo_42_000709,1,ok
synthetic_default_14_18mo_42_000724,0,no_valid_segments
synthetic_default_14_18mo_42_000729,0,no_valid_segments
synthetic_default_14_18mo_42_000730,0,no_valid_segments
synthetic_default_14_18mo_42_000731,0,no_valid_segments
synthetic_default_14_18mo_42_000736,2,ok
synthetic_default_14_18mo_42_000737,0,no_valid_segments
synthetic_default_14_18mo_42_000738,0,no_valid_segments
synthetic_default_14_18mo_42_000740,1,ok
synthetic_default_14_18mo_42_000741,0,no_valid_segments
synthetic_default_14_18mo_42_000745,0,no_valid_segments
synthetic_default_14_18mo_42_000746,1,ok
synthetic_default_14_18mo_42_000752,2,ok
synthetic_default_14_18mo_42_000755,1,ok
synthetic_default_14_18mo_42_000756,1,ok
synthetic_default_14_18mo_42_000757,1,ok
synthetic_default_14_18mo_42_000758,2,ok
synthetic_default_14_18mo_42_000759,2,ok
synthetic_default_14_18mo_42_000766,1,ok
synthetic_default_14_18mo_42_000771,1,ok
synthetic_default_14_18mo_42_000775,2,ok
synthetic_default_14_18mo_42_000780,1,ok
synthetic_default_14_18mo_42_000783,2,ok
synthetic_default_14_18mo_42_000784,1,ok
synthetic_default_14_18mo_42_000792,1,ok
synthetic_default_14_18mo_42_000794,2,ok
synthetic_default_14_18mo_42_000797,1,ok
synthetic_default_14_18mo_42_000799,2,ok
synthetic_default_14_18mo_42_000805,2,ok
synthetic_default_14_18mo_42_000808,4,ok
synthetic_default_14_18mo_42_000814,0,no_valid_segments
synthetic_default_14_18mo_42_000817,0,no_valid_segments
synthetic_default_14_18mo_42_000826,1,ok
synthetic_default_14_18mo_42_000828,1,ok
synthetic_default_14_18mo_42_000829,2,ok
synthetic_default_14_18mo_42_000833,3,ok
synthetic_default_14_18mo_42_000834,2,ok
synthetic_default_14_18mo_42_000835,4,ok
synthetic_default_14_18mo_42_000836,1,ok
synthetic_default_14_18mo_42_000838,3,ok
synthetic_default_14_18mo_42_000839,2,ok
synthetic_default_14_18mo_42_000844,0,no_valid_segments
synthetic_default_14_18mo_42_000847,1,ok
synthetic_default_14_18mo_42_000848,0,no_valid_segments
synthetic_default_14_18mo_42_000850,1,ok
synthetic_default_14_18mo_42_000852,1,ok
synthetic_default_14_18mo_42_000858,1,ok
synthetic_default_14_18mo_42_000860,3,ok
synthetic_default_14_18mo_42_000862,1,ok
synthetic_default_14_18mo_42_000868,2,ok
synthetic_default_14_18mo_42_000869,1,ok
synthetic_default_14_18mo_42_000871,1,ok
synthetic_default_14_18mo_42_000873,2,ok
synthetic_default_14_18mo_42_000874,2,ok
synthetic_default_14_18mo_42_000876,1,ok
synthetic_default_14_18mo_42_000884,0,no_valid_segments
synthetic_default_14_18mo_42_000886,0,no_valid_segments
synthetic_default_14_18mo_42_000887,1,ok
synthetic_default_14_18mo_42_000888,2,ok
synthetic_default_14_18mo_42_000893,3,ok
synthetic_default_14_18mo_42_000894,0,no_valid_segments
synthetic_default_14_18mo_42_000898,1,ok
synthetic_default_14_18mo_42_000899,0,no_valid_segments
synthetic_default_14_18mo_42_000900,3,ok
synthetic_default_14_18mo_42_000904,4,ok
synthetic_default_14_18mo_42_000905,2,ok
synthetic_default_14_18mo_42_000908,2,ok
synthetic_default_14_18mo_42_000911,2,ok
synthetic_default_14_18mo_42_000913,2,ok
synthetic_default_14_18mo_42_000914,1,ok
synthetic_default_14_18mo_42_000918,2,ok
synthetic_default_14_18mo_42_000919,3,ok
synthetic_default_14_18mo_42_000920,4,ok
synthetic_default_14_18mo_42_000922,4,ok
synthetic_default_14_18mo_42_000923,1,ok
synthetic_default_14_18mo_42_000924,2,ok
synthetic_default_14_18mo_42_000929,1,ok
synthetic_default_14_18mo_42_000933,0,no_valid_segments
synthetic_default_14_18mo_42_000937,1,ok
synthetic_default_14_18mo_42_000939,0,no_valid_segments
synthetic_default_14_18mo_42_000940,1,ok
synthetic_default_14_18mo_42_000942,2,ok
synthetic_default_14_18mo_42_000943,1,ok
synthetic_default_14_18mo_42_000947,1,ok
synthetic_default_14_18mo_42_000948,1,ok
synthetic_default_14_18mo_42_000952,1,ok
synthetic_default_14_18mo_42_000953,1,ok
synthetic_default_14_18mo_42_000954,1,ok
synthetic_default_14_18mo_42_000960,1,ok
synthetic_default_14_18mo_42_000961,1,ok
synthetic_default_14_18mo_42_000962,0,no_valid_segments
synthetic_default_14_18mo_42_000963,1,ok
synthetic_default_14_18mo_42_000964,3,ok
synthetic_default_14_18mo_42_000965,3,ok
synthetic_default_14_18mo_42_000966,1,ok
synthetic_default_14_18mo_42_000967,5,ok
synthetic_default_14_18mo_42_000968,1,ok
synthetic_default_14_18mo_42_000969,0,no_valid_segments
synthetic_default_14_18mo_42_000972,1,ok
synthetic_default_14_18mo_42_000973,2,ok
synthetic_default_14_18mo_42_000974,2,ok
synthetic_default_14_18mo_42_000979,2,ok
synthetic_default_14_18mo_42_000980,1,ok
synthetic_default_14_18mo_42_000981,2,ok
synthetic_default_14_18mo_42_000984,2,ok
synthetic_default_14_18mo_42_000985,1,ok
synthetic_default_14_18mo_42_000988,1,ok
synthetic_default_14_18mo_42_000995,4,ok
synthetic_default_14_18mo_42_001001,0,no_valid_segments
synthetic_default_14_18mo_42_001002,3,ok
synthetic_default_14_18mo_42_001004,0,no_valid_segments
synthetic_default_14_18mo_42_001007,1,ok
synthetic_default_14_18mo_42_001012,3,ok
synthetic_default_14_18mo_42_001016,0,no_valid_segments
synthetic_default_14_18mo_42_001017,2,ok
synthetic_default_14_18mo_42_001024,3,ok
synthetic_default_14_18mo_42_001028,2,ok
synthetic_default_14_18mo_42_001029,1,ok
synthetic_default_14_18mo_42_001031,3,ok
synthetic_default_14_18mo_42_001034,2,ok
synthetic_default_14_18mo_42_001041,0,no_valid_segments
synthetic_default_14_18mo_42_001049,1,ok
synthetic_default_14_18mo_42_001050,1,ok
synthetic_default_14_18mo_42_001053,2,ok
synthetic_default_14_18mo_42_001055,3,ok
synthetic_default_14_18mo_42_001057,0,no_valid_segments
synthetic_default_14_18mo_42_001058,1,ok
synthetic_default_14_18mo_42_001062,1,ok
synthetic_default_14_18mo_42_001067,1,ok
synthetic_default_14_18mo_42_001068,4,ok
synthetic_default_14_18mo_42_001072,0,no_valid_segments
synthetic_default_14_18mo_42_001073,4,ok
synthetic_default_14_18mo_42_001078,1,ok
synthetic_default_14_18mo_42_001079,2,ok
synthetic_default_14_18mo_42_001081,0,no_valid_segments
synthetic_default_14_18mo_42_001082,1,ok
synthetic_default_14_18mo_42_001084,1,ok
synthetic_default_14_18mo_42_001087,3,ok
synthetic_default_14_18mo_42_001088,1,ok
synthetic_default_14_18mo_42_001090,2,ok
synthetic_default_14_18mo_42_001091,0,no_valid_segments
synthetic_default_14_18mo_42_001095,5,ok
synthetic_default_14_18mo_42_001098,0,no_valid_segments
synthetic_default_14_18mo_42_001103,1,ok
synthetic_default_14_18mo_42_001104,1,ok
synthetic_default_14_18mo_42_001108,1,ok
synthetic_default_14_18mo_42_001110,2,ok
synthetic_default_14_18mo_42_001111,1,ok
synthetic_default_14_18mo_42_001112,1,ok
synthetic_default_14_18mo_42_001113,3,ok
synthetic_default_14_18mo_42_001116,0,no_valid_segments
synthetic_default_14_18mo_42_001118,3,ok
synthetic_default_14_18mo_42_001120,1,ok
synthetic_default_14_18mo_42_001121,0,no_valid_segments
synthetic_default_14_18mo_42_001128,0,no_valid_segments
synthetic_default_14_18mo_42_001136,5,ok
synthetic_default_14_18mo_42_001137,0,no_valid_segments
synthetic_default_14_18mo_42_001141,2,ok
synthetic_default_14_18mo_42_001146,0,no_valid_segments
synthetic_default_14_18mo_42_001149,0,no_valid_segments
synthetic_default_14_18mo_42_001152,4,ok
synthetic_default_14_18mo_42_001156,0,no_valid_segments
synthetic_default_14_18mo_42_001159,1,ok
synthetic_default_14_18mo_42_001161,1,ok
synthetic_default_14_18mo_42_001164,1,ok
synthetic_default_14_18mo_42_001166,1,ok
synthetic_default_14_18mo_42_001167,0,no_valid_segments
synthetic_default_14_18mo_42_001169,2,ok
synthetic_default_14_18mo_42_001170,2,ok
synthetic_default_14_18mo_42_001174,0,no_valid_segments
synthetic_default_14_18mo_42_001182,0,no_valid_segments
synthetic_default_14_18mo_42_001185,3,ok
synthetic_default_14_18mo_42_001186,2,ok
synthetic_default_14_18mo_42_001187,3,ok
synthetic_default_14_18mo_42_001198,1,ok
synthetic_default_14_18mo_42_001205,1,ok
synthetic_default_14_18mo_42_001206,2,ok
synthetic_default_14_18mo_42_001207,3,ok
synthetic_default_14_18mo_42_001212,1,ok
synthetic_default_14_18mo_42_001213,1,ok
synthetic_default_14_18mo_42_001214,1,ok
synthetic_default_14_18mo_42_001215,1,ok
synthetic_default_14_18mo_42_001217,2,ok
synthetic_default_14_18mo_42_001219,0,no_valid_segments
synthetic_default_14_18mo_42_001225,2,ok
synthetic_default_14_18mo_42_001227,1,ok
synthetic_default_14_18mo_42_001232,0,no_valid_segments
synthetic_default_14_18mo_42_001242,1,ok
synthetic_default_14_18mo_42_001243,2,ok
synthetic_default_14_18mo_42_001246,1,ok
synthetic_default_14_18mo_42_001247,1,ok
synthetic_default_14_18mo_42_001249,3,ok
synthetic_default_14_18mo_42_001252,1,ok
synthetic_default_14_18mo_42_001253,2,ok
synthetic_default_14_18mo_42_001254,3,ok
synthetic_default_14_18mo_42_001256,1,ok
synthetic_default_14_18mo_42_001257,1,ok
synthetic_default_14_18mo_42_001262,2,ok
synthetic_default_14_18mo_42_001264,1,ok
synthetic_default_14_18mo_42_001267,0,no_valid_segments
synthetic_default_14_18mo_42_001268,1,ok
synthetic_default_14_18mo_42_001270,0,no_valid_segments
synthetic_default_14_18mo_42_001271,2,ok
synthetic_default_14_18mo_42_001272,1,ok
synthetic_default_14_18mo_42_001277,2,ok
synthetic_default_14_18mo_42_001280,0,no_valid_segments
synthetic_default_14_18mo_42_001286,3,ok
synthetic_default_14_18mo_42_001291,2,ok
synthetic_default_14_18mo_42_001294,4,ok
synthetic_default_14_18mo_42_001299,0,no_valid_segments
synthetic_default_14_18mo_42_001301,2,ok
synthetic_default_14_18mo_42_001305,2,ok
synthetic_default_14_18mo_42_001307,3,ok
synthetic_default_14_18mo_42_001309,0,no_valid_segments
synthetic_default_14_18mo_42_001311,0,no_valid_segments
synthetic_default_14_18mo_42_001313,0,no_valid_segments
synthetic_default_14_18mo_42_001318,0,no_valid_segments
synthetic_default_14_18mo_42_001319,1,ok
synthetic_default_14_18mo_42_001321,1,ok
synthetic_default_14_18mo_42_001325,3,ok
synthetic_default_14_18mo_42_001327,2,ok
synthetic_default_14_18mo_42_001328,1,ok
synthetic_default_14_18mo_42_001333,0,no_valid_segments
synthetic_default_14_18mo_42_001334,3,ok
synthetic_default_14_18mo_42_001335,1,ok
synthetic_default_14_18mo_42_001336,3,ok
synthetic_default_14_18mo_42_001342,1,ok
synthetic_default_14_18mo_42_001343,3,ok
synthetic_default_14_18mo_42_001344,3,ok
synthetic_default_14_18mo_42_001346,4,ok
synthetic_default_14_18mo_42_001349,2,ok
synthetic_default_14_18mo_42_001353,0,no_valid_segments
synthetic_default_14_18mo_42_001354,4,ok
synthetic_default_14_18mo_42_001360,0,no_valid_segments
synthetic_default_14_18mo_42_001361,1,ok
synthetic_default_14_18mo_42_001362,0,no_valid_segments
synthetic_default_14_18mo_42_001363,4,ok
synthetic_default_14_18mo_42_001366,0,no_valid_segments
synthetic_default_14_18mo_42_001368,1,ok
synthetic_default_14_18mo_42_001373,0,no_valid_segments
synthetic_default_14_18mo_42_001375,0,no_valid_segments
synthetic_default_14_18mo_42_001378,0,no_valid_segments
synthetic_default_14_18mo_42_001383,2,ok
synthetic_default_14_18mo_42_001385,0,no_valid_segments
synthetic_default_14_18mo_42_001391,1,ok
synthetic_default_14_18mo_42_001392,4,ok
synthetic_default_14_18mo_42_001393,2,ok
synthetic_default_14_18mo_42_001395,1,ok
synthetic_default_14_18mo_42_001403,1,ok
synthetic_default_14_18mo_42_001405,0,no_valid_segments
synthetic_default_14_18mo_42_001406,2,ok
synthetic_default_14_18mo_42_001408,1,ok
synthetic_default_14_18mo_42_001410,2,ok
synthetic_default_14_18mo_42_001413,4,ok
synthetic_default_14_18mo_42_001415,0,no_valid_segments
synthetic_default_14_18mo_42_001416,1,ok
synthetic_default_14_18mo_42_001418,1,ok
synthetic_default_14_18mo_42_001419,0,no_valid_segments
synthetic_default_14_18mo_42_001421,2,ok
synthetic_default_14_18mo_42_001424,0,no_valid_segments
synthetic_default_14_18mo_42_001425,2,ok
synthetic_default_14_18mo_42_001426,2,ok
synthetic_default_14_18mo_42_001427,0,no_valid_segments
synthetic_default_14_18mo_42_001440,0,no_valid_segments
synthetic_default_14_18mo_42_001443,2,ok
synthetic_default_14_18mo_42_001447,0,no_valid_segments
