child_id,n_segments,status
synthetic_default_14_18mo_42_002333,0,no_valid_segments
synthetic_default_14_18mo_42_002363,0,no_valid_segments
synthetic_default_14_18mo_42_002371,1,ok
synthetic_default_14_18mo_42_002374,2,ok
synthetic_default_14_18mo_42_002388,0,no_valid_segments
synthetic_default_14_18mo_42_002395,2,ok
synthetic_default_14_18mo_42_002415,2,ok
synthetic_default_14_18mo_42_002418,0,no_valid_segments
synthetic_default_14_18mo_42_002432,1,ok
synthetic_default_14_18mo_42_002449,1,ok
synthetic_default_14_18mo_42_002454,1,ok
synthetic_default_14_18mo_42_002459,2,ok
synthetic_default_14_18mo_42_002461,0,no_valid_segments
synthetic_default_14_18mo_42_002462,1,ok
synthetic_default_14_18mo_42_002521,0,no_valid_segments
synthetic_default_14_18mo_42_002556,3,ok
synthetic_default_14_18mo_42_002578,0,no_valid_segments
synthetic_default_14_18mo_42_002589,2,ok
synthetic_default_14_18mo_42_002615,0,no_valid_segments
synthetic_default_14_18mo_42_002624,3,ok
synthetic_default_14_18mo_42_002629,2,ok
synthetic_default_14_18mo_42_002632,1,ok
synthetic_default_14_18mo_42_002642,0,no_valid_segments
synthetic_default_14_18mo_42_002665,1,ok
synthetic_default_14_18mo_42_002671,1,ok
synthetic_default_14_18mo_42_002674,1,ok
synthetic_default_14_18mo_42_002685,0,no_valid_segments
synthetic_default_14_18mo_42_002692,3,ok
synthetic_default_14_18mo_42_002697,1,ok
synthetic_default_14_18mo_42_002754,1,ok
synthetic_default_14_18mo_42_002772,2,ok
synthetic_default_14_18mo_42_002774,0,no_valid_segments
synthetic_default_14_18mo_42_002782,1,ok
synthetic_default_14_18mo_42_002797,1,ok
synthetic_default_14_18mo_42_002821,7,ok
synthetic_default_14_18mo_42_002827,3,ok
synthetic_default_14_18mo_42_002841,0,no_valid_segments
synthetic_default_14_18mo_42_002864,3,ok
synthetic_default_14_18mo_42_002875,0,no_valid_segments
synthetic_default_14_18mo_42_002905,2,ok
synthetic_default_14_18mo_42_002909,4,ok
synthetic_default_14_18mo_42_002927,1,ok
synthetic_default_14_18mo_42_002940,0,no_valid_segments
synthetic_default_14_18mo_42_002942,1,ok
synthetic_default_14_18mo_42_002968,2,ok
synthetic_default_14_18mo_42_002976,0,no_valid_segments
synthetic_default_14_18mo_42_002982,2,ok
synthetic_default_14_18mo_42_002993,1,ok
synthetic_default_14_18mo_42_002997,2,ok
synthetic_default_14_18mo_42_002999,4,ok
synthetic_default_14_18mo_42_003009,3,ok
synthetic_default_14_18mo_42_003012,3,ok
synthetic_default_14_18mo_42_003013,1,ok
synthetic_default_14_18mo_42_003019,2,ok
synthetic_default_14_18mo_42_003096,5,ok
synthetic_default_14_18mo_42_003106,1,ok
synthetic_default_14_18mo_42_003119,1,ok
synthetic_default_14_18mo_42_003130,1,ok
synthetic_default_14_18mo_42_003137,2,ok
synthetic_default_14_18mo_42_003149,3,ok
synthetic_default_14_18mo_42_003151,1,ok
synthetic_default_14_18mo_42_003153,1,ok
synthetic_default_14_18mo_42_003154,2,ok
synthetic_default_14_18mo_42_003179,5,ok
synthetic_default_14_18mo_42_003201,2,ok
synthetic_default_14_18mo_42_003211,0,no_valid_segments
synthetic_default_14_18mo_42_003215,0,no_valid_segments
synthetic_default_14_18mo_42_003264,0,no_valid_segments
synthetic_default_14_18mo_42_003290,2,ok
synthetic_default_14_18mo_42_003294,3,ok
synthetic_default_14_18mo_42_003302,3,ok
synthetic_default_14_18mo_42_003309,0,no_valid_segments
synthetic_default_14_18mo_42_003315,1,ok
synthetic_default_14_18mo_42_003325,2,ok
synthetic_default_14_18mo_42_003335,0,no_valid_segments
synthetic_default_14_18mo_42_003345,1,ok
synthetic_default_14_18mo_42_003354,1,ok
synthetic_default_14_18mo_42_003378,0,no_valid_segments
synthetic_default_14_18mo_42_003397,4,ok
synthetic_default_14_18mo_42_003411,1,ok
synthetic_default_14_18mo_42_003421,0,no_valid_segments
synthetic_default_14_18mo_42_003429,3,ok
synthetic_default_14_18mo_42_003432,2,ok
synthetic_default_14_18mo_42_003433,2,ok
synthetic_default_14_18mo_42_003440,1,ok
synthetic_default_14_18mo_42_003445,1,ok
synthetic_default_14_18mo_42_003447,1,ok
synthetic_default_14_18mo_42_003453,0,no_valid_segments
synthetic_default_14_18mo_42_003463,3,ok
synthetic_default_14_18mo_42_003466,0,no_valid_segments
synthetic_default_14_18mo_42_003473,1,ok
synthetic_default_14_18mo_42_003527,1,ok
synthetic_default_14_18mo_42_003537,0,no_valid_segments
synthetic_default_14_18mo_42_003544,0,no_valid_segments
synthetic_default_14_18mo_42_003547,0,no_valid_segments
synthetic_default_14_18mo_42_003594,0,no_valid_segments
synthetic_default_14_18mo_42_003608,3,ok
synthetic_default_14_18mo_42_003609,2,ok
synthetic_default_14_18mo_42_003610,2,ok
synthetic_default_14_18mo_42_003625,2,ok
synthetic_default_14_18mo_42_003634,6,ok
synthetic_default_14_18mo_42_003646,0,no_valid_segments
synthetic_default_14_18mo_42_003647,0,no_valid_segments
synthetic_default_14_18mo_42_003701,1,ok
synthetic_default_14_18mo_42_003761,0,no_valid_segments
synthetic_default_14_18mo_42_003762,2,ok
synthetic_default_14_18mo_42_003836,2,ok
synthetic_default_14_18mo_42_003844,1,ok
synthetic_default_14_18mo_42_003850,0,no_valid_segments
synthetic_default_14_18mo_42_003863,2,ok
synthetic_default_14_18mo_42_003877,1,ok
synthetic_default_14_18mo_42_003897,1,ok
synthetic_default_14_18mo_42_003912,4,ok
synthetic_default_14_18mo_42_003915,0,no_valid_segments
synthetic_default_14_18mo_42_003954,1,ok
synthetic_default_14_18mo_42_003966,2,ok
synthetic_default_14_18mo_42_003968,0,no_valid_segments
synthetic_default_14_18mo_42_003974,1,ok
synthetic_default_14_18mo_42_003985,1,ok
synthetic_default_14_18mo_42_003999,2,ok
synthetic_default_14_18mo_42_004022,0,no_valid_segments
synthetic_default_14_18mo_42_004038,0,no_valid_segments
synthetic_default_14_18mo_42_004043,1,ok
synthetic_default_14_18mo_42_004079,1,ok
synthetic_default_14_18mo_42_004083,2,ok
synthetic_default_14_18mo_42_004137,4,ok
synthetic_default_14_18mo_42_004138,0,no_valid_segments
synthetic_default_14_18mo_42_004149,2,ok
synthetic_default_14_18mo_42_004184,3,ok
synthetic_default_14_18mo_42_004203,1,ok
synthetic_default_14_18mo_42_004237,1,ok
synthetic_default_14_18mo_42_004240,1,ok
synthetic_default_14_18mo_42_004255,1,ok
synthetic_default_14_18mo_42_004264,1,ok
synthetic_default_14_18mo_42_004268,0,no_valid_segments
synthetic_default_14_18mo_42_004279,3,ok
synthetic_default_14_18mo_42_004287,2,ok
synthetic_default_14_18mo_42_004318,3,ok
synthetic_default_14_18mo_42_004339,3,ok
synthetic_default_14_18mo_42_004360,1,ok
synthetic_default_14_18mo_42_004363,1,ok
synthetic_default_14_18mo_42_004373,3,ok
synthetic_default_14_18mo_42_004376,1,ok
synthetic_default_14_18mo_42_004398,2,ok
synthetic_default_14_18mo_42_004424,1,ok
synthetic_default_14_18mo_42_004434,1,ok
synthetic_default_14_18mo_42_004442,5,ok
synthetic_default_14_18mo_42_004466,2,ok
synthetic_default_14_18mo_42_004468,0,no_valid_segments
synthetic_default_14_18mo_42_004474,1,ok
synthetic_default_14_18mo_42_004483,2,ok
synthetic_default_14_18mo_42_004484,0,no_valid_segments
synthetic_default_14_18mo_42_004494,0,no_valid_segments
synthetic_default_14_18mo_42_004504,0,no_valid_segments
synthetic_default_14_18mo_42_004531,0,no_valid_segments
synthetic_default_14_18mo_42_004534,1,ok
synthetic_default_14_18mo_42_004549,0,no_valid_segments
synthetic_default_14_18mo_42_004611,0,no_valid_segments
synthetic_default_14_18mo_42_004629,3,ok
synthetic_default_14_18mo_42_004631,0,no_valid_segments
synthetic_default_14_18mo_42_004635,1,ok
synthetic_default_14_18mo_42_004654,1,ok
synthetic_default_14_18mo_42_004663,2,ok
synthetic_default_14_18mo_42_004665,1,ok
synthetic_default_14_18mo_42_004672,0,no_valid_segments
synthetic_default_14_18mo_42_004678,2,ok
synthetic_default_14_18mo_42_004687,0,no_valid_segments
synthetic_default_14_18mo_42_004693,1,ok
synthetic_default_14_18mo_42_004694,2,ok
synthetic_default_14_18mo_42_004708,0,no_valid_segments
synthetic_default_14_18mo_42_004722,1,ok
synthetic_default_14_18mo_42_004743,1,ok
synthetic_default_14_18mo_42_004751,1,ok
synthetic_default_14_18mo_42_004758,4,ok
synthetic_default_14_18mo_42_004771,0,no_valid_segments
synthetic_default_14_18mo_42_004773,0,no_valid_segments
synthetic_default_14_18mo_42_004778,4,ok
synthetic_default_14_18mo_42_004782,0,no_valid_segments
synthetic_default_14_18mo_42_004783,0,no_valid_segments
synthetic_default_14_18mo_42_004822,1,ok
synthetic_default_14_18mo_42_004824,0,no_valid_segments
synthetic_default_14_18mo_42_004850,1,ok
synthetic_default_14_18mo_42_004851,1,ok
synthetic_default_14_18mo_42_004863,2,ok
synthetic_default_14_18mo_42_004881,2,ok
synthetic_default_14_18mo_42_004911,1,ok
