system_name,system_family,train_split,train_children,train_clip_count,includes_synthetic,synth_corpus_version,synth_clip_count,pretrained_backbone,backbone_frozen,eval_splits,config_path,result_dir
mil/mil_results/whisper_mil_acmil_max_kfold3_f0,mil_frame_window,seen_child_kfold3_legacy,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f0/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f0
mil/mil_results/whisper_mil_acmil_max_kfold3_f1,mil_frame_window,seen_child_kfold3_legacy,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f1
mil/mil_results/whisper_mil_acmil_max_kfold3_f2,mil_frame_window,seen_child_kfold3_legacy,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f2/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f2
mil/mil_results/whisper_mil_acmil_topk,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_topk/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_topk
mil/mil_results/whisper_mil_cross_child,mil_frame_window,cross_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child
mil/mil_results/whisper_mil_cross_child_kfold3_f0,mil_frame_window,cross_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f0/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f0
mil/mil_results/whisper_mil_cross_child_kfold3_f1,mil_frame_window,cross_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f1
mil/mil_results/whisper_mil_cross_child_kfold3_f2,mil_frame_window,cross_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f2/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f2
mil/mil_results/whisper_mil_cross_child_synth,mil_frame_window,cross_child_train,0,0,True,v2,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth
mil/mil_results/whisper_mil_cross_child_synth_cap0p5x,mil_frame_window,cross_child_train,0,0,True,v2,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap0p5x/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap0p5x
mil/mil_results/whisper_mil_cross_child_synth_cap1x,mil_frame_window,cross_child_train,0,0,True,v2,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap1x/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap1x
mil/mil_results/whisper_mil_cross_child_synth_cap2x,mil_frame_window,cross_child_train,0,0,True,v2,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap2x/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap2x
mil/mil_results/whisper_mil_cross_child_synth_v1,mil_frame_window,cross_child_train,0,0,True,v2,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v1
mil/mil_results/whisper_mil_cross_child_synth_v3,mil_frame_window,cross_child_train,0,0,True,v2,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v3/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v3
mil/mil_results/whisper_mil_cross_child_synth_v3_2k,mil_frame_window,cross_child_train,0,0,True,v2,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v3_2k/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v3_2k
mil/mil_results/whisper_mil_cross_child_synth_v4,mil_frame_window,cross_child_train,0,0,True,v4_cross_child,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v4/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v4
mil/mil_results/whisper_mil_hardneg,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg
mil/mil_results/whisper_mil_hardneg_synth,mil_frame_window,synth_train_unknown,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth
mil/mil_results/whisper_mil_hardneg_synth_v1,mil_frame_window,synth_train_unknown,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v1
mil/mil_results/whisper_mil_hardneg_synth_v3,mil_frame_window,synth_train_unknown,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v3/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v3
mil/mil_results/whisper_mil_hardneg_synth_v4,mil_frame_window,synth_train_v4_hardneg,0,0,True,v4_hardneg,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v4/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v4
mil/mil_results/whisper_mil_kfold3_f0,mil_frame_window,seen_child_kfold3_legacy,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f0/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f0
mil/mil_results/whisper_mil_kfold3_f1,mil_frame_window,seen_child_kfold3_legacy,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f1
mil/mil_results/whisper_mil_kfold3_f2,mil_frame_window,seen_child_kfold3_legacy,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f2/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f2
mil/mil_results/whisper_mil_layersum,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_layersum/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_layersum
mil/mil_results/whisper_mil_lr1e-03_seed1,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-03_seed1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-03_seed1
mil/mil_results/whisper_mil_lr1e-03_seed2,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-03_seed2/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-03_seed2
mil/mil_results/whisper_mil_lr1e-04_seed1,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed1
mil/mil_results/whisper_mil_lr1e-04_seed2,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed2/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed2
mil/mil_results/whisper_mil_lr1e-04_seed42,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed42/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed42
mil/mil_results/whisper_mil_lr3e-04_seed1,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed1
mil/mil_results/whisper_mil_lr3e-04_seed2,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed2/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed2
mil/mil_results/whisper_mil_lr3e-04_seed42,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed42/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed42
mil/mil_results/whisper_mil_tsmil_concat,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat
mil/mil_results/whisper_mil_tsmil_concat_kfold3_f0,mil_frame_window,seen_child_kfold3_legacy,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f0/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f0
mil/mil_results/whisper_mil_tsmil_concat_kfold3_f1,mil_frame_window,seen_child_kfold3_legacy,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f1
mil/mil_results/whisper_mil_tsmil_concat_kfold3_f2,mil_frame_window,seen_child_kfold3_legacy,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f2/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f2
mil/mil_results/whisper_mil_voiceconv_synth_full,mil_frame_window,synth_train_unknown,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_full/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_full
