path,role,age_band,start_sec,end_sec
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_11053.mp3,child,14_18_months,493.58,495.26
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010602.mp3,child,14_18_months,1591.758,1592.921
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Providence_Lily_010521_02284227_02285625.wav,child,14_18_months,0.0,1.398
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_john.mp3,child,14_18_months,92.02,92.72
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_11013.mp3,child,14_18_months,125.68,126.5
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_22109.mp3,child,14_18_months,103.36,103.76
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_andy.mp3,child,14_18_months,364.3,364.62
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010517.mp3,child,14_18_months,187.985,190.625
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010611.wav,child,14_18_months,1945.708,1948.6480000000001
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_raidf.mp3,child,14_18_months,125.82,127.32
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_22128.mp3,child,14_18_months,442.0,443.14
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_raidf.mp3,child,14_18_months,49.3,49.959999999999994
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010323.wav,child,14_18_months,1530.791,1536.51
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_mother_helen.mp3,child,14_18_months,905.36,907.54
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_smartf.mp3,child,14_18_months,171.86,172.24
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010218.mp3,child,14_18_months,2811.753,2813.25
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_mother_frank.mp3,child,14_18_months,869.9,870.42
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_22120.mp3,child,14_18_months,397.06,398.6
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_22140.mp3,child,14_18_months,684.18,684.66
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_11057.mp3,child,14_18_months,756.36,757.64
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_12011.mp3,child,14_18_months,402.44,402.96
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010218.mp3,child,14_18_months,1019.86,1020.845
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_huntf.mp3,child,14_18_months,415.6,416.26000000000005
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010411.mp3,child,14_18_months,2061.063,2065.241
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010620.mp3,child,14_18_months,3535.718,3538.3509999999997
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_12029.mp3,child,14_18_months,886.72,887.9
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010620.mp3,child,14_18_months,817.59,818.861
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_12015.mp3,child,14_18_months,563.78,564.0799999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/cameron_AAE_B7_56_49_PE_N22.mp3,child,14_18_months,61.38,62.24
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Providence_Lily_010323_03113710_03116760.wav,child,14_18_months,0.0,3.05
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_12037.mp3,child,14_18_months,825.66,826.04
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010521.wav,child,14_18_months,2857.103,2858.425
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_22118.mp3,child,14_18_months,18.34,21.32
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010315.mp3,child,14_18_months,2810.53,2814.46
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Providence_Lily_010611_00817160_00818052.wav,child,14_18_months,0.0,0.892
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_andy.mp3,child,14_18_months,663.08,665.12
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010508.wav,child,14_18_months,973.975,978.691
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_marshf.mp3,child,14_18_months,300.18,301.46
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_12029.mp3,child,14_18_months,407.78,408.35999999999996
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_21189.mp3,child,14_18_months,363.98,364.62
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010620.mp3,child,14_18_months,2373.765,2376.583
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010411.mp3,child,14_18_months,437.715,443.46299999999997
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_11057.mp3,child,14_18_months,693.46,693.7800000000001
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_12033.mp3,child,14_18_months,511.28,511.9
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_helen.mp3,child,14_18_months,1129.86,1132.76
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/cameron_SAE_B7_65_58_PE_N22.mp3,child,14_18_months,35.88,37.04
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010315.mp3,child,14_18_months,3273.898,3275.011
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_11006.mp3,child,14_18_months,473.46,475.29999999999995
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_laurel.mp3,child,14_18_months,230.16,233.28
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010411.mp3,child,14_18_months,858.655,862.043
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010526.mp3,child,14_18_months,1936.24,1939.131
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_21160.mp3,child,14_18_months,538.18,539.0999999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_marshf.mp3,child,14_18_months,155.22,156.85999999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010228.wav,child,14_18_months,798.205,802.265
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Davis_Rebecca_010614_01455531_01458531.wav,child,14_18_months,0.0,3.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_eddie.mp3,child,14_18_months,1689.3,1689.6399999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010313.wav,child,14_18_months,294.013,298.52
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_cherryf.mp3,child,14_18_months,16.14,16.5
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Davis_Rachel_010219_02009000_02011540.wav,child,14_18_months,0.0,2.54
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_isadora.mp3,child,14_18_months,213.2,213.64
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_12050.mp3,child,14_18_months,793.18,793.62
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Providence_Naima_010423_03625283_03633045.wav,child,14_18_months,0.0,7.762
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010517.mp3,child,14_18_months,2213.288,2218.166
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_11051.mp3,child,14_18_months,288.9,290.7
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_john.mp3,child,14_18_months,1376.28,1377.8
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_johnsonf.mp3,child,14_18_months,594.48,596.24
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010426.mp3,child,14_18_months,237.628,240.385
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_johnsonf.mp3,child,14_18_months,585.58,586.36
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/cameron_AAE_B5_35_58_PE_O22.mp3,child,14_18_months,45.66,47.879999999999995
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_katie.mp3,child,14_18_months,1207.16,1207.7
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010521.wav,child,14_18_months,1062.255,1063.3570000000002
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_nipf.mp3,child,14_18_months,7.18,8.34
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_21189.mp3,child,14_18_months,434.12,436.24
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_mother_andy.mp3,child,14_18_months,793.12,793.82
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_22108.mp3,child,14_18_months,47.04,48.96
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_raidf.mp3,child,14_18_months,227.68,228.14000000000001
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Davis_Rebecca_010428_01522205_01525205.wav,child,14_18_months,0.0,3.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_theresa.mp3,child,14_18_months,292.14,295.03999999999996
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_12061.mp3,child,14_18_months,899.72,901.26
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010602.mp3,child,14_18_months,916.763,919.558
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Davis_Ben_010600_03343450_03346450.wav,child,14_18_months,0.0,3.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_21135.mp3,child,14_18_months,494.68,495.48
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_laurel.mp3,child,14_18_months,1621.86,1622.4599999999998
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Davis_Ben_010600_00352644_00355644.wav,child,14_18_months,0.0,3.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010508.wav,child,14_18_months,171.976,174.93
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_11051.mp3,child,14_18_months,328.16,329.22
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_21097.mp3,child,14_18_months,81.6,81.89999999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_11057.mp3,child,14_18_months,359.78,361.53999999999996
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Davis_Rebecca_010501_00773337_00778337.wav,child,14_18_months,0.0,5.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010323.wav,child,14_18_months,2905.44,2909.175
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_21135.mp3,child,14_18_months,100.74,101.97999999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_andy.mp3,child,14_18_months,1357.32,1358.9199999999998
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010517.mp3,child,14_18_months,190.625,194.031
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010201.mp3,child,14_18_months,1654.748,1656.108
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010313.wav,child,14_18_months,3472.37,3474.275
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010602.mp3,child,14_18_months,105.208,106.55799999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_lundf.mp3,child,14_18_months,13.0,13.56
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_12008.mp3,child,14_18_months,521.18,522.26
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_mother_frank.mp3,child,14_18_months,1037.88,1038.44
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/cameron_AAE_B7_63_57_PE_N22.mp3,child,14_18_months,384.48,385.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/cameron_SAE_B7_61_54_PE_N22.mp3,child,14_18_months,74.88,75.42
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010426.mp3,child,14_18_months,1174.13,1175.593
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_guy.mp3,child,14_18_months,783.1,783.94
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Davis_Rebecca_010508_01349940_01352940.wav,child,14_18_months,0.0,3.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_22128.mp3,child,14_18_months,34.58,35.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_isadora.mp3,child,14_18_months,311.56,312.78000000000003
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/cameron_AAE_B3_32_47_PE_S22.mp3,child,14_18_months,142.46,142.94
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_22103.mp3,child,14_18_months,528.86,530.12
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_21160.mp3,child,14_18_months,748.16,748.52
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_12050.mp3,child,14_18_months,55.86,57.46
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_frank.mp3,child,14_18_months,93.66,95.74
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_21121.mp3,child,14_18_months,355.22,356.66
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Davis_Hannah_010221_00660033_00663033.wav,child,14_18_months,0.0,3.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Davis_Rowan_010515_03265726_03268726.wav,child,14_18_months,0.0,3.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010323.wav,child,14_18_months,2289.71,2292.265
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_mother_frank.mp3,child,14_18_months,967.86,969.48
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_11051.mp3,child,14_18_months,631.6,633.16
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_12050.mp3,child,14_18_months,513.14,514.12
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010517.mp3,child,14_18_months,3247.1,3252.1
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_mother_frank.mp3,child,14_18_months,292.46,293.84
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_22113.mp3,child,14_18_months,598.18,599.42
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_22148.mp3,child,14_18_months,242.38,242.74
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_12033.mp3,child,14_18_months,254.08,255.84
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010512.mp3,child,14_18_months,2757.278,2761.118
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_katie.mp3,child,14_18_months,851.26,852.16
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_johnsonf.mp3,child,14_18_months,404.8,406.36
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_mother_helen.mp3,child,14_18_months,1247.64,1248.8400000000001
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_21189.mp3,child,14_18_months,22.0,22.76
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_12033.mp3,child,14_18_months,718.12,722.44
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_isadora.mp3,child,14_18_months,673.22,676.44
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_bobby.mp3,child,14_18_months,283.94,285.06
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_22089.mp3,child,14_18_months,226.04,227.06
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_skipf.mp3,child,14_18_months,198.96,199.64000000000001
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/cameron_AAE_B7_58_51_PE_N22.mp3,child,14_18_months,482.66,484.6
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_12015.mp3,child,14_18_months,498.12,499.5
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_helen.mp3,child,14_18_months,55.02,55.760000000000005
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_22148.mp3,child,14_18_months,609.54,610.18
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010611.wav,child,14_18_months,1949.918,1950.712
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_12050.mp3,child,14_18_months,530.08,532.4000000000001
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_12029.mp3,child,14_18_months,482.88,483.18
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_11051.mp3,child,14_18_months,382.14,383.03999999999996
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Davis_Georgia_010227_02840820_02843820.wav,child,14_18_months,0.0,3.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Davis_Rachel_010323_02891678_02894627.wav,child,14_18_months,0.0,2.949
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_21189.mp3,child,14_18_months,157.68,158.70000000000002
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_katie.mp3,child,14_18_months,522.24,523.64
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_12007.mp3,child,14_18_months,589.02,593.48
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Eng-NA_Providence_Lily_010618_02617585_02622553.wav,child,14_18_months,0.0,4.968
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010400.mp3,child,14_18_months,2807.846,2810.65
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010508.wav,child,14_18_months,2859.821,2860.835
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_olivia.mp3,child,14_18_months,487.78,489.34
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_22089.mp3,child,14_18_months,630.56,633.78
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010618.wav,child,14_18_months,2857.163,2858.491
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_eddie.mp3,child,14_18_months,797.82,798.24
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010218.mp3,child,14_18_months,1332.28,1334.646
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_22148.mp3,child,14_18_months,303.78,304.52
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010426.mp3,child,14_18_months,2114.438,2120.783
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_22128.mp3,child,14_18_months,546.8,547.8
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_12008.mp3,child,14_18_months,96.72,97.2
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_bobby.mp3,child,14_18_months,1002.38,1003.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42ec_12007.mp3,child,14_18_months,758.92,759.24
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_12077.mp3,child,14_18_months,891.18,892.8399999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010218.mp3,child,14_18_months,2249.5,2250.356
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_eddie.mp3,child,14_18_months,771.74,772.26
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010508.wav,child,14_18_months,2845.161,2846.125
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_21097.mp3,child,14_18_months,416.18,416.68
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010201.mp3,child,14_18_months,423.65,429.635
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_katie.mp3,child,14_18_months,824.8,825.3199999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_54ec_12014.mp3,child,14_18_months,0.04,1.6600000000000001
