audio_path,child_id,timepoint_norm,#_children,#_adults,Child_of_interest_clear,FN_count,n_systems_with_pred,systems_FN
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T2H0J0N2Z5/ses-01/beh/sub-T2H0J0N2Z5_ses-01_task-toyplay_run-01_audio.wav,T2H0J0N2Z5,14_month,1,0,yes,14,32,babar_role_only;vtc_kchi_role_only;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn_lw;baseline_wavlm_attn_lw;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_lw;baseline_whisper_attn_ptt;baseline_whisper_attn_unfreeze2;baseline_whisper_mean;baseline_whisper_stats_lw
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-generalsocialcommunicationinteraction_run-12_audio.wav,C0O6X3N5Y7,14_month,1,1,yes,13,32,audio_llm_qwen2_cross_child;clap_htsat_fused_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_fused_attn_lw;baseline_fused_attn_unfreeze2;baseline_wavlm_attn;baseline_wavlm_attn_lw;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_stats_lw;ensemble_cross_child_audio_mil;ensemble_cross_child_audio_mil_clap
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-09_audio.wav,N3L7A1I2B9,14_month,1,0,yes,13,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_wavlm_attn;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_ptt;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-23_audio.wav,N3L7A1I2B9,14_month,1,0,yes,13,32,clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_fused_attn_lw;baseline_fused_attn_unfreeze2;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_ptt;baseline_whisper_attn_unfreeze2;baseline_whisper_mean;baseline_whisper_stats_lw
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-24_audio.wav,N3L7A1I2B9,14_month,1,0,yes,13,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_fused_attn_unfreeze2;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_ptt;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-34_audio.wav,N3L7A1I2B9,14_month,1,1,yes,13,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;baseline_fused_attn_lw;baseline_wavlm_attn;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_unfreeze2;baseline_whisper_stats_lw;ensemble_cross_child_audio_mil;ensemble_cross_child_audio_mil_clap
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-other_run-07_audio.wav,N3L7A1I2B9,14_month,1,1,yes,13,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;baseline_fused_attn;baseline_fused_attn_lw;baseline_fused_attn_unfreeze2;baseline_wavlm_attn;baseline_wavlm_attn_lw;baseline_wavlm_mean;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_unfreeze2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-toyplay_run-09_audio.wav,C0O6X3N5Y7,14_month,1,0,yes,12,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;panns_cnn14_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_lw;baseline_whisper_attn_ptt;baseline_whisper_attn_unfreeze2;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-dailyroutine_run-04_audio.wav,F3N4H0K1Z1,14_month,1,0,yes,12,32,panns_cnn14_cross_child;clap_htsat_fused_cross_child;vad_silero_cross_child;baseline_fused_attn;baseline_fused_attn_lw;baseline_wavlm_attn;baseline_wavlm_attn_lw;baseline_wavlm_mean;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_mean;baseline_whisper_stats_lw
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M8P2T7S0/ses-01/beh/sub-L4M8P2T7S0_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,L4M8P2T7S0,14_month,1,0,yes,12,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;baseline_fused_attn_unfreeze2;baseline_wavlm_attn;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_ptt;baseline_whisper_attn_unfreeze2;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-25_audio.wav,N3L7A1I2B9,14_month,1,0,yes,12,32,vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_fused_attn_lw;baseline_fused_attn_unfreeze2;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_ptt;baseline_whisper_attn_unfreeze2;baseline_whisper_mean;baseline_whisper_stats_lw
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-29_audio.wav,N3L7A1I2B9,14_month,1,0,yes,12,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_fused_attn_unfreeze2;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_ptt;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-X2V2P0U5X4/ses-02/beh/sub-X2V2P0U5X4_ses-02_task-toyplay_run-03_audio.wav,X2V2P0U5X4,36_month,2,0,yes,12,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;whisper_mil_cross_child_synth;parakeet_tdt_cross_child;vad_silero_cross_child;baseline_fused_attn;baseline_fused_attn_unfreeze2;baseline_wavlm_attn;baseline_wavlm_attn_lw;ensemble_cross_child_audio_mil;ensemble_cross_child_audio_mil_clap
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-02_audio.wav,N3L7A1I2B9,14_month,1,0,yes,11,32,panns_cnn14_cross_child;clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_wavlm_attn;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_ptt;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-24_audio.wav,N3L7A1I2B9,14_month,1,1,yes,11,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_ptt;baseline_whisper_attn_unfreeze2;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-generalsocialcommunicationinteraction_run-06_audio.wav,C0O6X3N5Y7,14_month,1,0,yes,10,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;audio_llm_qwen2_cross_child;clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn_unfreeze2;ensemble_cross_child_audio_mil;ensemble_cross_child_audio_mil_clap
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-generalsocialcommunicationinteraction_run-16_audio.wav,C0O6X3N5Y7,14_month,1,3,yes,10,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;whisper_mil_cross_child;clap_htsat_fused_cross_child;vad_silero_cross_child;baseline_fused_attn_unfreeze2;baseline_whisper_attn_unfreeze2;ensemble_cross_child_audio_mil;ensemble_cross_child_audio_mil_clap
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-socialroutine_run-02_audio.wav,C0O6X3N5Y7,14_month,1,0,yes,10,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_fused_attn_unfreeze2;baseline_whisper_attn_aug;baseline_whisper_attn_ptt;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-toyplay_run-04_audio.wav,C0O6X3N5Y7,14_month,1,0,yes,10,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_whisper_attn_aug;baseline_whisper_attn_ptt;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-toyplay_run-08_audio.wav,C0O6X3N5Y7,14_month,1,0,yes,10,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;baseline_fused_attn_lw;baseline_whisper_attn_aug_ptt;baseline_whisper_stats_lw;ensemble_cross_child_audio_mil;ensemble_cross_child_audio_mil_clap
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-toyplay_run-12_audio.wav,C0O6X3N5Y7,14_month,1,0,yes,10,32,baseline_fused_attn_lw;baseline_wavlm_attn;baseline_wavlm_attn_lw;baseline_wavlm_mean;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_lw;baseline_whisper_attn_ptt;baseline_whisper_mean;baseline_whisper_stats_lw
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-02/beh/sub-D8G5K7I0D6_ses-02_task-toyplay_run-01_audio.wav,D8G5K7I0D6,36_month,1,0,yes,10,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_ptt;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3D3S2N7W8/ses-02/beh/sub-G3D3S2N7W8_ses-02_task-bookshare_run-01_audio.wav,G3D3S2N7W8,36_month,1,1,yes,10,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_fused_attn_unfreeze2;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M8P2T7S0/ses-02/beh/sub-L4M8P2T7S0_ses-02_task-socialroutine_run-01_audio.wav,L4M8P2T7S0,36_month,1,0,yes,10,32,clap_htsat_fused_cross_child;vad_silero_cross_child;baseline_fused_attn_lw;baseline_fused_attn_unfreeze2;baseline_wavlm_attn;baseline_wavlm_attn_lw;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_unfreeze2;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,N3L7A1I2B9,14_month,1,1,yes,10,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;panns_cnn14_cross_child;clap_htsat_fused_cross_child;vad_silero_cross_child;baseline_fused_attn;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_ptt;baseline_whisper_stats_lw
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-27_audio.wav,N3L7A1I2B9,14_month,1,0,yes,10,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;baseline_fused_attn_unfreeze2;baseline_whisper_attn_aug;baseline_whisper_attn_ptt;baseline_whisper_attn_unfreeze2;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-02/beh/sub-N3L7A1I2B9_ses-02_task-motorplay_run-06_audio.wav,N3L7A1I2B9,36_month,1,0,yes,10,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T2H0J0N2Z5/ses-02/beh/sub-T2H0J0N2Z5_ses-02_task-motorplay_run-04_audio.wav,T2H0J0N2Z5,36_month,1,1,yes,10,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_wavlm_attn_lw;baseline_whisper_attn;baseline_whisper_attn_lw;baseline_whisper_attn_unfreeze2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-toyplay_run-01_audio.wav,F3N4H0K1Z1,14_month,1,0,yes,9,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_whisper_attn_aug;baseline_whisper_attn_unfreeze2;baseline_whisper_stats_lw
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3D3S2N7W8/ses-01/beh/sub-G3D3S2N7W8_ses-01_task-toyplay_run-02_audio.wav,G3D3S2N7W8,14_month,1,1,yes,9,32,vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_fused_attn_unfreeze2;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_unfreeze2;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3D3S2N7W8/ses-02/beh/sub-G3D3S2N7W8_ses-02_task-motorplay_run-03_audio.wav,G3D3S2N7W8,36_month,1,0,yes,9,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;panns_cnn14_cross_child;clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_whisper_attn_aug;baseline_whisper_attn_unfreeze2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-35_audio.wav,N3L7A1I2B9,14_month,1,0,yes,9,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_mean;baseline_whisper_stats_lw
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3D3S2N7W8/ses-02/beh/sub-G3D3S2N7W8_ses-02_task-motorplay_run-01_audio.wav,G3D3S2N7W8,36_month,1,0,yes,8,32,babar_role_only;clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn_unfreeze2;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_mean
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-67_audio.wav,N3L7A1I2B9,14_month,1,1,yes,8,32,vad_silero_cross_child;baseline_fused_attn;baseline_whisper_attn;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_unfreeze2;baseline_whisper_mean;baseline_whisper_stats_lw
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-02/beh/sub-N3L7A1I2B9_ses-02_task-dailyroutine_run-04_audio.wav,N3L7A1I2B9,36_month,1,0,yes,8,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;panns_cnn14_cross_child;clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_whisper_attn_aug
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T2H0J0N2Z5/ses-02/beh/sub-T2H0J0N2Z5_ses-02_task-toyplay_run-02_audio.wav,T2H0J0N2Z5,14_month,1,1,yes,8,32,clap_htsat_fused_cross_child;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn;baseline_whisper_attn;baseline_whisper_attn_aug_ptt;baseline_whisper_mean;baseline_whisper_stats_lw
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-U6O5F2B7T5/ses-01/beh/sub-U6O5F2B7T5_ses-01_task-motorplay_run-04_audio.wav,U6O5F2B7T5,14_month,4,0,no,8,32,babar_role_only;vtc_kchi_role_only;vad_silero_cross_child;vad_energy_cross_child;baseline_fused_attn_unfreeze2;baseline_whisper_attn_aug;baseline_whisper_attn_aug_ptt;baseline_whisper_attn_unfreeze2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8O8B2C4X2/ses-01/beh/sub-D8O8B2C4X2_ses-01_task-other_run-01_audio.wav,D8O8B2C4X2,14_month,1,0,yes,7,32,babar_role_only;vtc_role_only;vtc_kchi_role_only;vad_silero_cross_child;baseline_wavlm_attn;baseline_wavlm_mean;ensemble_cross_child_audio_mil
