audio_path,child_id,timepoint_norm,#_children,#_adults,Child_of_interest_clear,FP_count,n_systems_with_pred,systems_FP
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A6Y4Y7X2G1/ses-01/beh/sub-A6Y4Y7X2G1_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,A6Y4Y7X2G1,14_month,1,0,yes,26,32,usc_sail;pyannote;babar;vtc;vtc_kchi;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;raw_ecapa_top3;baseline_fused_attn_unfreeze2;baseline_whisper_attn;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-01/beh/sub-D8G5K7I0D6_ses-01_task-toyplay_run-01_audio.wav,D8G5K7I0D6,14_month,1,0,yes,26,32,usc_sail;pyannote;babar;vtc;vtc_kchi;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;clap_htsat_fused;raw_ecapa_top3;baseline_whisper_attn;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-generalsocialcommunicationinteraction_run-25_audio.wav,G4J8F6F4X0,36_month,1,0,yes,26,32,usc_sail;pyannote;vtc;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;clap_htsat_fused;raw_ecapa_top3;baseline_fused_attn_unfreeze2;baseline_whisper_attn;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C4C7T6W2I0/ses-02/beh/sub-C4C7T6W2I0_ses-02_task-motorplay_run-02_audio.wav,C4C7T6W2I0,36_month,2,0,yes,25,32,usc_sail;pyannote;babar;vtc;vtc_kchi;vbx;eend_eda;pyannote_alt;wavlm_mil;hubert_large_mil_layersum;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;clap_htsat_fused;raw_ecapa_top3;vad_energy;baseline_whisper_attn;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-I8T4E2J3M6/ses-02/beh/sub-I8T4E2J3M6_ses-02_task-motorplay_run-11_audio.wav,I8T4E2J3M6,36_month,2,1,no,25,32,usc_sail;pyannote;vtc;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;clap_htsat_fused;vad_energy;baseline_fused_attn_unfreeze2;baseline_whisper_attn;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S6T9X3C8Y2/ses-01/beh/sub-S6T9X3C8Y2_ses-01_task-motorplay_run-02_audio.wav,S6T9X3C8Y2,14_month,2,0,no,25,32,usc_sail;pyannote;babar;vtc;vtc_kchi;vbx;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;raw_ecapa_top3;baseline_fused_attn_unfreeze2;baseline_whisper_attn;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W7P7J6H1H6/ses-01/beh/sub-W7P7J6H1H6_ses-01_task-motorplay_run-05_audio.wav,W7P7J6H1H6,14_month,1,1,yes,25,32,usc_sail;pyannote;vtc;vbx;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;clap_htsat_fused;raw_ecapa_top3;baseline_fused_attn_unfreeze2;baseline_whisper_attn;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F6J0V8B6S4/ses-02/beh/sub-F6J0V8B6S4_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,F6J0V8B6S4,36_month,1,1,yes,24,32,usc_sail;pyannote;babar;vtc;vtc_kchi;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;vad_energy;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8V2U5P1A0/ses-01/beh/sub-F8V2U5P1A0_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,F8V2U5P1A0,14_month,1,0,yes,24,32,usc_sail;pyannote;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;clap_htsat_fused;raw_ecapa_top3;vad_energy;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N2H7T0A7U5/ses-02/beh/sub-N2H7T0A7U5_ses-02_task-toyplay_run-03_audio.wav,N2H7T0A7U5,36_month,1,0,yes,24,32,pyannote;babar;vtc;vtc_kchi;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;raw_ecapa_top3;baseline_whisper_attn;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-O6F1J9U1J2/ses-02/beh/sub-O6F1J9U1J2_ses-02_task-generalsocialcommunicationinteraction_run-04_audio.wav,O6F1J9U1J2,36_month,1,0,yes,24,32,usc_sail;pyannote;vtc;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;granite_speech;cohere_transcribe;panns_cnn14;raw_ecapa_top3;baseline_fused_attn_unfreeze2;baseline_whisper_attn;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R6R8Q6A7K0/ses-01/beh/sub-R6R8Q6A7K0_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,R6R8Q6A7K0,14_month,1,1,yes,24,32,usc_sail;pyannote;babar;vtc;vtc_kchi;vbx;eend_eda;pyannote_alt;wavlm_mil;hubert_large_mil_layersum;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;clap_htsat_fused;raw_ecapa_top3;vad_energy;baseline_whisper_attn;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Z1J6X4Y3Z4/ses-01/beh/sub-Z1J6X4Y3Z4_ses-01_task-toyplay_run-01_audio.wav,Z1J6X4Y3Z4,14_month,1,0,yes,24,32,usc_sail;pyannote;vtc;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;clap_htsat_fused;raw_ecapa_top3;baseline_fused_attn_unfreeze2;baseline_whisper_attn
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-01/beh/sub-G3A6S5R9F7_ses-01_task-toyplay_run-04_audio.wav,G3A6S5R9F7,14_month,1,0,yes,23,32,usc_sail;vtc;vbx;eend_eda;talknet_asd;pyannote_alt;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;clap_htsat_fused;raw_ecapa_top3;vad_energy;baseline_fused_attn_unfreeze2;baseline_whisper_attn
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-specialoccasion_run-01_audio.wav,G4J8F6F4X0,36_month,1,0,yes,23,32,usc_sail;pyannote;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;clap_htsat_fused;raw_ecapa_top3;vad_silero;vad_energy;baseline_whisper_attn
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-I8T4E2J3M6/ses-01/beh/sub-I8T4E2J3M6_ses-01_task-toyplay_run-09_audio.wav,I8T4E2J3M6,14_month,2,0,no,23,32,usc_sail;pyannote;vtc;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;clap_htsat_fused;vad_energy;baseline_fused_attn_unfreeze2;baseline_whisper_attn
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-I8T4E2J3M6/ses-02/beh/sub-I8T4E2J3M6_ses-02_task-motorplay_run-07_audio.wav,I8T4E2J3M6,36_month,2,0,yes,23,32,usc_sail;pyannote;vtc;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;clap_htsat_fused;baseline_fused_attn_unfreeze2;baseline_whisper_attn
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S9D2T7Y9B1/ses-02/beh/sub-S9D2T7Y9B1_ses-02_task-specialoccasion_run-02_audio.wav,S9D2T7Y9B1,36_month,2,0,yes,23,32,usc_sail;pyannote;vbx;eend_eda;sortformer;talknet_asd;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;clap_htsat_fused;vad_energy;baseline_fused_attn_unfreeze2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-V7D7K3H8B4/ses-01/beh/sub-V7D7K3H8B4_ses-01_task-bookshare_run-02_audio.wav,V7D7K3H8B4,14_month,1,0,yes,23,32,usc_sail;pyannote;babar;vtc;vtc_kchi;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;clap_htsat_fused;raw_ecapa_top3;baseline_fused_attn_unfreeze2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-01/beh/sub-G3A6S5R9F7_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,G3A6S5R9F7,14_month,1,0,yes,22,32,usc_sail;pyannote;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;clap_htsat_fused;raw_ecapa_top3;vad_energy;ensemble_metadata_stack
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3D3S2N7W8/ses-01/beh/sub-G3D3S2N7W8_ses-01_task-motorplay_run-01_audio.wav,G3D3S2N7W8,14_month,1,0,yes,22,32,usc_sail;pyannote;vtc;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;raw_ecapa_top3;vad_energy;baseline_whisper_attn
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-01/beh/sub-F8N7H3T0O1_ses-01_task-motorplay_run-02_audio.wav,F8N7H3T0O1,14_month,1,0,yes,21,32,usc_sail;babar;vtc;vtc_kchi;sortformer;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;clap_htsat_fused;baseline_fused_attn_unfreeze2;baseline_whisper_attn;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-I8T4E2J3M6/ses-01/beh/sub-I8T4E2J3M6_ses-01_task-specialoccasion_run-04_audio.wav,I8T4E2J3M6,14_month,2,1,yes,21,32,usc_sail;pyannote;vtc;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;granite_speech;cohere_transcribe;panns_cnn14;clap_htsat_fused;vad_energy;baseline_whisper_attn
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S4O9O2E5Z0/ses-01/beh/sub-S4O9O2E5Z0_ses-01_task-other_run-01_audio.wav,S4O9O2E5Z0,14_month,2,0,no,21,32,usc_sail;pyannote;vbx;eend_eda;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;clap_htsat_fused;raw_ecapa_top3;baseline_fused_attn_unfreeze2;baseline_whisper_attn
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S6T9X3C8Y2/ses-01/beh/sub-S6T9X3C8Y2_ses-01_task-motorplay_run-12_audio.wav,S6T9X3C8Y2,14_month,2,0,yes,21,32,usc_sail;babar;vtc;vtc_kchi;eend_eda;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;baseline_fused_attn_unfreeze2;baseline_whisper_attn;ensemble_metadata_stack;ensemble_metadata_stack_av
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-02/beh/sub-B1S3L8Q7Y6_ses-02_task-motorplay_run-01_audio.wav,B1S3L8Q7Y6,36_month,1,0,yes,20,32,usc_sail;pyannote;vbx;eend_eda;sortformer;pyannote_alt;wavlm_mil;whisper_mil;hubert_large_mil_layersum;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;granite_speech;cohere_transcribe;panns_cnn14;clap_htsat_fused;vad_energy
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-01/beh/sub-C1G1X2G4C6_ses-01_task-motorplay_run-01_audio.wav,C1G1X2G4C6,14_month,3,3,yes,20,32,usc_sail;pyannote;vtc;vbx;eend_eda;pyannote_alt;whisper_mil;wav2vec2_large_mil;seg_mil_usc_sail_transformer;seg_mil_babar_vtc_transformer;seg_mil_pyannote_transformer;pseudo_frame_wavlm;audio_llm_qwen2;parakeet_tdt;cohere_transcribe;panns_cnn14;clap_htsat_fused;raw_ecapa_top3;vad_energy;baseline_fused_attn_unfreeze2
