clip_id,label,vad_speech_detected,vad_child_dur_sec,child_id_score,av_fusion_prob,cascade_stage,final_prob,vad_threshold,child_id_threshold
2651,1,True,109.91999999999996,0.5467230156604165,0.5467230156604165,3,0.5467230156604165,0.0,0.1
553,0,True,0.0,0.0,0.06726080924272537,2,0.0,0.0,0.1
360,1,True,1.16,0.5782220948561503,0.5231841735221079,3,0.5231841735221079,0.0,0.1
365,1,True,0.7,0.2782649536220447,0.3469763316215824,3,0.3469763316215824,0.0,0.1
374,1,True,2.88,0.3808281698956634,0.4911932811532599,3,0.4911932811532599,0.0,0.1
1687,0,True,0.0,0.0,0.16288387775421143,2,0.0,0.0,0.1
1694,1,True,1.68,0.3507280020237653,0.3571142025614264,3,0.3571142025614264,0.0,0.1
1696,0,True,0.0,0.0,0.13262338936328888,2,0.0,0.0,0.1
1703,1,True,0.16,0.0,0.11160460114479065,2,0.0,0.0,0.1
1704,0,True,5.4,0.3228616427419187,0.3228616427419187,3,0.3228616427419187,0.0,0.1
1712,1,True,16.36,0.4282829478539642,0.4182267706205777,3,0.4182267706205777,0.0,0.1
1715,1,True,6.699999999999999,0.5356334989448216,0.5356334989448216,3,0.5356334989448216,0.0,0.1
1719,1,True,11.24,0.493143029200467,0.4636288275631297,3,0.4636288275631297,0.0,0.1
1722,1,True,10.98,0.3671142525102241,0.3671142525102241,3,0.3671142525102241,0.0,0.1
1631,0,True,0.0,0.0,0.22694869339466095,2,0.0,0.0,0.1
1632,1,True,1.7799999999999998,0.4131330519279355,0.4131330519279355,3,0.4131330519279355,0.0,0.1
1643,1,True,41.41999999999999,0.4326435609820899,0.4326435609820899,3,0.4326435609820899,0.0,0.1
1648,1,True,5.720000000000001,0.462859134944365,0.5124749320253332,3,0.5124749320253332,0.0,0.1
1674,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1676,1,True,4.0200000000000005,0.3208025965908753,0.4393714737568012,3,0.4393714737568012,0.0,0.1
1678,1,True,0.38,0.0,0.0,2,0.0,0.0,0.1
1679,1,True,3.08,0.4717973027839729,0.5116446125457812,3,0.5116446125457812,0.0,0.1
935,1,True,31.800000000000004,0.4668725690296647,0.4668725690296647,3,0.4668725690296647,0.0,0.1
941,1,True,9.3,0.2371570180937476,0.2371570180937476,3,0.2371570180937476,0.0,0.1
922,1,True,13.22,0.4620064679295684,0.4620064679295684,3,0.4620064679295684,0.0,0.1
932,1,True,8.16,0.4013631084983179,0.4013631084983179,3,0.4013631084983179,0.0,0.1
1949,1,True,0.0,0.0,0.06726080924272537,2,0.0,0.0,0.1
1954,1,True,0.0,0.0,0.1450362652540207,2,0.0,0.0,0.1
1956,0,True,0.0,0.0,0.16288387775421143,2,0.0,0.0,0.1
1958,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1959,1,True,0.0,0.0,0.11842870712280273,2,0.0,0.0,0.1
1960,1,True,26.66,0.7631295175256795,0.7411400899918603,3,0.7411400899918603,0.0,0.1
1964,1,True,13.2,0.4632482449519914,0.5401358519212204,3,0.5401358519212204,0.0,0.1
1968,1,True,12.18,0.7091902262689828,0.7213514493609976,3,0.7213514493609976,0.0,0.1
747,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1889,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1897,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
115,1,True,0.44,0.5229702763499124,0.48450790056774146,3,0.48450790056774146,0.0,0.1
117,0,True,0.0,0.0,0.11160460114479065,2,0.0,0.0,0.1
121,1,True,0.0,0.0,0.16288387775421143,2,0.0,0.0,0.1
122,1,True,3.76,0.4443220812740201,0.4443220812740201,3,0.4443220812740201,0.0,0.1
130,0,True,0.0,0.0,0.024977214634418488,2,0.0,0.0,0.1
131,1,True,0.0,0.0,0.11842870712280273,2,0.0,0.0,0.1
134,1,True,5.279999999999999,0.5631461484178071,0.5570861816466763,3,0.5570861816466763,0.0,0.1
135,1,True,4.9,0.4046961121515351,0.39489187965086525,3,0.39489187965086525,0.0,0.1
157,1,True,6.5600000000000005,0.4348334563232554,0.4348334563232554,3,0.4348334563232554,0.0,0.1
158,1,True,11.22,0.4735810217707824,0.547368795694374,3,0.547368795694374,0.0,0.1
231,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
239,0,True,0.74,0.4320702396616863,0.4320702396616863,3,0.4320702396616863,0.0,0.1
241,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1343,1,True,1.4,0.1811664016154478,0.3082029817278136,3,0.3082029817278136,0.0,0.1
1352,0,True,6.18,0.5131525111129088,0.5838203200053317,3,0.5838203200053317,0.0,0.1
657,1,True,4.48,0.1921629710952089,0.26402388639964186,3,0.26402388639964186,0.0,0.1
317,1,True,3.84,0.4089415519860251,0.45463241781779173,3,0.45463241781779173,0.0,0.1
334,1,True,4.12,0.3772999267295117,0.4445616100590011,3,0.4445616100590011,0.0,0.1
337,0,True,0.4,0.4043702259928741,0.4043702259928741,3,0.4043702259928741,0.0,0.1
2963,0,True,0.64,0.1565833643219981,0.2724922327796101,3,0.2724922327796101,0.0,0.1
2950,1,True,12.2,0.5798068606406825,0.587251303045478,3,0.587251303045478,0.0,0.1
61,1,True,1.76,0.6253657229376319,0.6006398838105538,3,0.6006398838105538,0.0,0.1
71,1,True,0.64,0.4090951834144128,0.4492505061443004,3,0.4492505061443004,0.0,0.1
73,1,True,0.4,0.5109652066666739,0.4694553344554901,3,0.4694553344554901,0.0,0.1
74,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
81,1,True,1.24,0.4639867918905614,0.4574141436866819,3,0.4574141436866819,0.0,0.1
86,1,True,2.42,0.6361863451267598,0.6082143193429432,3,0.6082143193429432,0.0,0.1
53,1,True,2.16,0.3611862662010811,0.3611862662010811,3,0.3611862662010811,0.0,0.1
56,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
3193,1,True,0.0,0.0,0.16755272448062897,2,0.0,0.0,0.1
3195,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
3216,0,True,0.0,0.0,0.22461356222629547,2,0.0,0.0,0.1
3221,1,True,2.9800000000000004,0.427754743040184,0.427754743040184,3,0.427754743040184,0.0,0.1
3224,1,True,163.47999999999996,0.4710096936442003,0.5543203477772357,3,0.5543203477772357,0.0,0.1
826,0,True,0.74,0.4498395722498242,0.42666739036369533,3,0.42666739036369533,0.0,0.1
832,1,True,5.680000000000001,0.4058094479174489,0.4523219426742943,3,0.4523219426742943,0.0,0.1
844,1,True,1.08,0.2312164217773319,0.2312164217773319,3,0.2312164217773319,0.0,0.1
845,1,True,0.28,0.0,0.0,2,0.0,0.0,0.1
1314,1,True,0.78,0.3739475966692098,0.37336791881323755,3,0.37336791881323755,0.0,0.1
1300,1,True,10.28,0.4929670067446546,0.5559113631916028,3,0.5559113631916028,0.0,0.1
1303,1,True,1.4,0.4122890220384258,0.49943677389724267,3,0.49943677389724267,0.0,0.1
6,1,True,93.32,0.4764322652475976,0.5404520133972028,3,0.5404520133972028,0.0,0.1
1909,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1911,0,True,0.26,0.0,0.17233969271183014,2,0.0,0.0,0.1
1915,1,True,6.739999999999999,0.4415613041655316,0.5199273713862167,3,0.5199273713862167,0.0,0.1
2926,0,True,1.16,0.4669366890779414,0.4920612355285779,3,0.4920612355285779,0.0,0.1
2934,1,True,7.119999999999999,0.5849346888951081,0.5483744105720653,3,0.5483744105720653,0.0,0.1
2935,1,True,2.46,0.5599995547028491,0.5599995547028491,3,0.5599995547028491,0.0,0.1
106,1,True,2.72,0.3682575195346648,0.3682575195346648,3,0.3682575195346648,0.0,0.1
109,1,True,5.68,0.5122880625182362,0.5122880625182362,3,0.5122880625182362,0.0,0.1
273,0,True,0.0,0.0,0.11842870712280273,2,0.0,0.0,0.1
260,1,True,1.4,0.3097174680891906,0.3981887282594335,3,0.3981887282594335,0.0,0.1
264,1,True,10.68,0.3661670803052879,0.3661670803052879,3,0.3661670803052879,0.0,0.1
2018,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
2021,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
2026,0,True,0.0,0.0,0.16520555317401886,2,0.0,0.0,0.1
2029,1,True,1.22,0.4056626970023776,0.4947983463720089,3,0.4947983463720089,0.0,0.1
2274,1,True,2.12,0.3898312746082709,0.4640981226182457,3,0.4640981226182457,0.0,0.1
2276,1,True,5.1,0.6035530239017409,0.5994706222186608,3,0.5994706222186608,0.0,0.1
2282,1,True,0.84,0.5123759390277686,0.5123759390277686,3,0.5123759390277686,0.0,0.1
2288,1,True,18.68,0.5018829993164603,0.5018829993164603,3,0.5018829993164603,0.0,0.1
2294,1,True,4.04,0.5153539975182585,0.551964028655237,3,0.551964028655237,0.0,0.1
2295,1,True,4.16,0.3685365662713796,0.3685365662713796,3,0.3685365662713796,0.0,0.1
2256,1,True,7.52,0.3605664776437455,0.3605664776437455,3,0.3605664776437455,0.0,0.1
2257,1,True,9.4,0.5128677262645686,0.5128677262645686,3,0.5128677262645686,0.0,0.1
2258,1,True,6.16,0.5397132320656318,0.6024128246722378,3,0.6024128246722378,0.0,0.1
2261,0,True,4.28,0.3074561188733061,0.3956709445596572,3,0.3956709445596572,0.0,0.1
2262,1,True,1.82,0.2370556837477965,0.39055254084975305,3,0.39055254084975305,0.0,0.1
2263,1,True,2.52,0.3603954889526686,0.4592262699907526,3,0.4592262699907526,0.0,0.1
2174,0,True,1.28,0.1953577471089755,0.1953577471089755,3,0.1953577471089755,0.0,0.1
524,1,True,9.26,0.6254688441356536,0.6254688441356536,3,0.6254688441356536,0.0,0.1
526,0,True,0.8,0.3555650017198549,0.3673242083267012,3,0.3673242083267012,0.0,0.1
535,1,True,7.18,0.5038201550173935,0.5038201550173935,3,0.5038201550173935,0.0,0.1
505,1,True,3.18,0.5011133086053898,0.5753928782500684,3,0.5753928782500684,0.0,0.1
507,0,True,2.6,0.4677034738051723,0.4677034738051723,3,0.4677034738051723,0.0,0.1
512,1,True,2.8200000000000003,0.3258589692748188,0.3258589692748188,3,0.3258589692748188,0.0,0.1
2918,0,True,0.0,0.0,0.11842870712280273,2,0.0,0.0,0.1
2921,1,True,11.82,0.4731223871500149,0.4427902721498011,3,0.4427902721498011,0.0,0.1
2904,1,True,27.680000000000003,0.4681621831315956,0.509100028789117,3,0.509100028789117,0.0,0.1
2905,1,True,7.98,0.4565365649442052,0.5009620960579437,3,0.5009620960579437,0.0,0.1
2912,1,True,1.58,0.5435038502402865,0.5618391957652007,3,0.5618391957652007,0.0,0.1
666,1,True,4.48,0.3587348433932516,0.3587348433932516,3,0.3587348433932516,0.0,0.1
2525,1,True,2.92,0.3694962248055861,0.39127074672719914,3,0.39127074672719914,0.0,0.1
2530,1,True,0.0,0.0,0.16288387775421143,2,0.0,0.0,0.1
2537,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
2546,0,True,0.0,0.0,0.11842870712280273,2,0.0,0.0,0.1
2554,1,True,1.34,0.7351570361484819,0.7351570361484819,3,0.7351570361484819,0.0,0.1
2462,0,True,0.16,0.0,0.1391957700252533,2,0.0,0.0,0.1
2464,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
2887,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
2889,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
2895,0,True,0.0,0.0,0.13262338936328888,2,0.0,0.0,0.1
2899,1,True,0.42,0.4882098221995046,0.4882098221995046,3,0.4882098221995046,0.0,0.1
2835,0,True,0.0,0.0,0.20694942772388458,2,0.0,0.0,0.1
2846,1,True,0.86,0.4498623501511964,0.5418523385004985,3,0.5418523385004985,0.0,0.1
2851,1,True,3.78,0.503968308325381,0.5332294771761097,3,0.5332294771761097,0.0,0.1
2855,1,True,4.9,0.6901348655660315,0.6901348655660315,3,0.6901348655660315,0.0,0.1
2860,1,True,2.94,0.3387681252509202,0.4529997681304705,3,0.4529997681304705,0.0,0.1
2863,1,True,8.16,0.4982414324845826,0.5757176961338688,3,0.5757176961338688,0.0,0.1
2871,0,True,0.12,0.0,0.22694869339466095,2,0.0,0.0,0.1
3144,1,True,0.0,0.0,0.15219086408615112,2,0.0,0.0,0.1
3147,1,True,1.12,0.3690568406557817,0.4265951175911273,3,0.4265951175911273,0.0,0.1
942,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
964,0,True,0.0,0.0,0.11842870712280273,2,0.0,0.0,0.1
970,1,True,2.9,0.2739229743967789,0.37313258267474536,3,0.37313258267474536,0.0,0.1
973,1,True,7.040000000000001,0.5343918806641228,0.5343918806641228,3,0.5343918806641228,0.0,0.1
975,1,True,0.0,0.0,0.1804516613483429,2,0.0,0.0,0.1
1988,1,True,1.54,0.2449474895970116,0.3155804043494923,3,0.3155804043494923,0.0,0.1
1997,1,True,0.0,0.0,0.16837333142757416,2,0.0,0.0,0.1
1980,1,True,3.26,0.3321875267019844,0.412982930039732,3,0.412982930039732,0.0,0.1
1983,1,True,0.0,0.0,0.18138650059700012,2,0.0,0.0,0.1
462,0,True,0.0,0.0,0.14313249289989471,2,0.0,0.0,0.1
473,0,True,1.0,0.1974510692906825,0.1974510692906825,3,0.1974510692906825,0.0,0.1
474,1,True,1.78,0.4351810401450764,0.40183238188821274,3,0.40183238188821274,0.0,0.1
482,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
484,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
488,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
496,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
501,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1803,1,True,0.98,0.5729114355627882,0.5729114355627882,3,0.5729114355627882,0.0,0.1
1807,1,True,10.0,0.579974679579131,0.5244109828281944,3,0.5244109828281944,0.0,0.1
1812,0,True,0.0,0.0,0.11160460114479065,2,0.0,0.0,0.1
1814,0,True,0.0,0.0,0.11160460114479065,2,0.0,0.0,0.1
1822,1,True,8.580000000000002,0.5153054317183589,0.5153054317183589,3,0.5153054317183589,0.0,0.1
1827,1,True,6.82,0.4317365755564462,0.4317365755564462,3,0.4317365755564462,0.0,0.1
1832,1,True,0.0,0.0,0.20694942772388458,2,0.0,0.0,0.1
1838,1,True,2.86,0.4750370095849487,0.5209994442737418,3,0.5209994442737418,0.0,0.1
1842,1,True,8.84,0.5770333097008382,0.5770333097008382,3,0.5770333097008382,0.0,0.1
1854,1,True,10.04,0.4851449864033867,0.4851449864033867,3,0.4851449864033867,0.0,0.1
1855,1,True,3.52,0.6286412093347935,0.6286412093347935,3,0.6286412093347935,0.0,0.1
1861,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
606,1,True,16.720000000000002,0.4272134771537931,0.49026566440011127,3,0.49026566440011127,0.0,0.1
613,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
599,1,True,0.62,0.2947100976730592,0.41699193276342206,3,0.41699193276342206,0.0,0.1
601,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
603,1,True,0.0,0.0,0.22461356222629547,2,0.0,0.0,0.1
168,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
173,1,True,1.12,0.357584396386945,0.36873778459366424,3,0.36873778459366424,0.0,0.1
2089,1,True,1.12,0.2245720757371402,0.2688050541607888,3,0.2688050541607888,0.0,0.1
2093,1,True,3.68,0.2640001117490668,0.2640001117490668,3,0.2640001117490668,0.0,0.1
2099,1,True,2.16,0.1919234794451668,0.1919234794451668,3,0.1919234794451668,0.0,0.1
2117,1,True,2.58,0.2149366901859476,0.2149366901859476,3,0.2149366901859476,0.0,0.1
2118,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
2123,1,True,3.2,0.4729156673851263,0.4729156673851263,3,0.4729156673851263,0.0,0.1
2127,1,True,7.46,0.3271756418340048,0.4503688954765448,3,0.4503688954765448,0.0,0.1
896,1,True,8.52,0.2990788964280629,0.3722391052538555,3,0.3722391052538555,0.0,0.1
899,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
900,1,True,0.5,0.4044168430030364,0.45134711923420556,3,0.45134711923420556,0.0,0.1
907,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
916,1,True,11.22,0.3621726548446337,0.35072651217790285,3,0.35072651217790285,0.0,0.1
861,1,True,17.84,0.5694510289263641,0.6083472394707145,3,0.6083472394707145,0.0,0.1
863,1,True,8.42,0.4237470612266257,0.4237470612266257,3,0.4237470612266257,0.0,0.1
871,1,True,22.1,0.5031671974738834,0.561948557453978,3,0.561948557453978,0.0,0.1
876,1,True,21.8,0.5598998551391198,0.5598998551391198,3,0.5598998551391198,0.0,0.1
885,1,True,0.56,0.2733888878513089,0.4183209148905772,3,0.4183209148905772,0.0,0.1
1461,1,True,6.5,0.4122729241226005,0.40019564803061103,3,0.40019564803061103,0.0,0.1
1467,1,True,3.34,0.4071096290465643,0.4071096290465643,3,0.4071096290465643,0.0,0.1
1457,1,True,12.7,0.4681671679006283,0.4681671679006283,3,0.4681671679006283,0.0,0.1
1270,1,True,4.98,0.2517208902782955,0.29607210448610094,3,0.29607210448610094,0.0,0.1
2759,1,True,7.279999999999999,0.3347675266472222,0.3347675266472222,3,0.3347675266472222,0.0,0.1
2762,1,True,4.640000000000001,0.1773188625431656,0.1773188625431656,3,0.1773188625431656,0.0,0.1
1579,1,True,0.56,0.4369034417323624,0.4369034417323624,3,0.4369034417323624,0.0,0.1
1583,1,True,4.779999999999999,0.2297537715196505,0.2297537715196505,3,0.2297537715196505,0.0,0.1
1594,1,True,18.8,0.3536752138261891,0.3536752138261891,3,0.3536752138261891,0.0,0.1
1599,1,True,3.7399999999999993,0.3589823145173894,0.36306730995099096,3,0.36306730995099096,0.0,0.1
1548,1,True,6.94,0.458781179494406,0.5480955190407452,3,0.5480955190407452,0.0,0.1
1557,1,True,3.3800000000000003,0.5119712991426981,0.5388315707482316,3,0.5388315707482316,0.0,0.1
1560,1,True,37.99999999999999,0.4095040502801005,0.4095040502801005,3,0.4095040502801005,0.0,0.1
1572,1,True,3.16,0.4115840322839609,0.4989432810691172,3,0.4989432810691172,0.0,0.1
2772,1,True,4.7,0.4807321291099908,0.545654176935717,3,0.545654176935717,0.0,0.1
2773,1,True,3.92,0.4319589444299451,0.5132057195713061,3,0.5132057195713061,0.0,0.1
2780,1,True,1.72,0.4578175310263913,0.5388922109980302,3,0.5388922109980302,0.0,0.1
2784,1,True,1.3199999999999998,0.1783330015295819,0.33071800474006463,3,0.33071800474006463,0.0,0.1
2791,1,True,6.659999999999999,0.4478082545899361,0.4665845078043249,3,0.4665845078043249,0.0,0.1
2797,1,True,0.0,0.0,0.1881580948829651,2,0.0,0.0,0.1
2798,0,True,0.0,0.0,0.20914168655872345,2,0.0,0.0,0.1
2520,1,True,2.26,0.4562960247295187,0.43783592443346586,3,0.43783592443346586,0.0,0.1
1241,0,True,0.0,0.0,0.1198674812912941,2,0.0,0.0,0.1
1766,1,True,1.04,0.3119590056349688,0.35099469330776706,3,0.35099469330776706,0.0,0.1
1773,1,True,6.859999999999999,0.3200620800286878,0.3356480571648721,3,0.3356480571648721,0.0,0.1
1752,1,True,0.8,0.430342635516117,0.430342635516117,3,0.430342635516117,0.0,0.1
1757,1,True,8.24,0.4707183282634044,0.4707183282634044,3,0.4707183282634044,0.0,0.1
1761,1,True,0.0,0.0,0.22694869339466095,2,0.0,0.0,0.1
2211,1,True,2.88,0.4987075014070513,0.5599297094552804,3,0.5599297094552804,0.0,0.1
2212,1,True,17.46,0.4610181363388031,0.5040991960341623,3,0.5040991960341623,0.0,0.1
2005,1,True,3.06,0.5052970210326531,0.5058987788090084,3,0.5058987788090084,0.0,0.1
699,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1427,1,True,2.96,0.3857467781595589,0.3857467781595589,3,0.3857467781595589,0.0,0.1
1429,1,True,4.64,0.7176800835740653,0.6208047656246485,3,0.6208047656246485,0.0,0.1
1431,1,True,1.94,0.3847732995484487,0.38777001680671686,3,0.38777001680671686,0.0,0.1
3166,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
3175,1,True,2.34,0.4164655639812,0.4164655639812,3,0.4164655639812,0.0,0.1
3191,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1356,1,True,0.0,0.0,0.11842870712280273,2,0.0,0.0,0.1
1362,1,True,4.199999999999999,0.3903892613683242,0.4361563607120384,3,0.4361563607120384,0.0,0.1
1365,1,True,1.1800000000000002,0.4494640562644548,0.4494640562644548,3,0.4494640562644548,0.0,0.1
1387,1,True,0.0,0.0,0.21083445847034454,2,0.0,0.0,0.1
1389,1,True,0.0,0.0,0.21586208045482635,2,0.0,0.0,0.1
3022,0,True,0.0,0.0,0.06726080924272537,2,0.0,0.0,0.1
3028,0,True,0.0,0.0,0.11842870712280273,2,0.0,0.0,0.1
3033,1,True,4.04,0.3585011183325202,0.3585011183325202,3,0.3585011183325202,0.0,0.1
2043,0,True,2.24,0.4295040038903232,0.4295040038903232,3,0.4295040038903232,0.0,0.1
3296,1,True,10.46,0.4507775599210978,0.43397299906757125,3,0.43397299906757125,0.0,0.1
3303,1,True,4.119999999999999,0.4278910390562842,0.4179524344622017,3,0.4179524344622017,0.0,0.1
3312,1,True,2.0,0.3405689774721823,0.3710216735938165,3,0.3710216735938165,0.0,0.1
3284,1,True,0.78,0.6036055325012901,0.6373335288940916,3,0.6373335288940916,0.0,0.1
3288,1,True,2.46,0.3781663636366721,0.48933001677196597,3,0.48933001677196597,0.0,0.1
3291,1,True,5.720000000000001,0.3936703192128019,0.47978989093038377,3,0.47978989093038377,0.0,0.1
3059,0,True,0.0,0.0,0.16288387775421143,2,0.0,0.0,0.1
3060,1,True,2.12,0.4774843449850118,0.5588526037158037,3,0.5588526037158037,0.0,0.1
3066,1,True,2.22,0.4236336457725686,0.523492245435459,3,0.523492245435459,0.0,0.1
3076,1,True,2.18,0.3925391053390957,0.3925391053390957,3,0.3925391053390957,0.0,0.1
3077,0,True,0.0,0.0,0.20694942772388458,2,0.0,0.0,0.1
1078,1,True,1.76,0.4945496860809288,0.4945496860809288,3,0.4945496860809288,0.0,0.1
1084,1,True,2.18,0.5533225658797701,0.5057545032386419,3,0.5057545032386419,0.0,0.1
1086,1,True,10.5,0.4772466826342162,0.4772466826342162,3,0.4772466826342162,0.0,0.1
1091,1,True,2.94,0.4410256659379206,0.4410256659379206,3,0.4410256659379206,0.0,0.1
1103,1,True,2.1,0.3675031659594828,0.3675031659594828,3,0.3675031659594828,0.0,0.1
1105,1,True,15.44,0.4184800048150616,0.4841522337629992,3,0.4841522337629992,0.0,0.1
1107,0,True,0.62,0.3610023390302007,0.38532502668442936,3,0.38532502668442936,0.0,0.1
1118,1,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1122,1,True,4.22,0.1906242157047885,0.1906242157047885,3,0.1906242157047885,0.0,0.1
1133,1,True,39.13999999999999,0.506062514102358,0.4868671492349395,3,0.4868671492349395,0.0,0.1
1135,1,True,3.6,0.4613784388196759,0.455588296537062,3,0.455588296537062,0.0,0.1
1143,1,True,9.82,0.4211268759609808,0.4469796772588377,3,0.4469796772588377,0.0,0.1
1148,1,True,12.460000000000004,0.3995548590014709,0.47090463169348573,3,0.47090463169348573,0.0,0.1
1152,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1165,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1170,1,True,19.76,0.4641154009698679,0.4641154009698679,3,0.4641154009698679,0.0,0.1
1183,1,True,2.52,0.4466326790550901,0.47552675309277453,3,0.47552675309277453,0.0,0.1
1199,0,True,0.0,0.0,0.0,2,0.0,0.0,0.1
1202,1,True,13.1,0.4328513797117631,0.4328513797117631,3,0.4328513797117631,0.0,0.1
1208,0,True,3.76,0.5082230181069318,0.5082230181069318,3,0.5082230181069318,0.0,0.1
1050,1,True,3.08,0.4699941677739961,0.4699941677739961,3,0.4699941677739961,0.0,0.1
1053,1,True,9.36,0.3982799463157889,0.4885274816433118,3,0.4885274816433118,0.0,0.1
1061,1,True,7.56,0.3856350065788828,0.3856350065788828,3,0.3856350065788828,0.0,0.1
1063,0,True,0.0,0.0,0.1804516613483429,2,0.0,0.0,0.1
1073,1,True,1.48,0.4763404978018785,0.4763404978018785,3,0.4763404978018785,0.0,0.1
773,1,True,7.38,0.2982905576903198,0.32723209750602666,3,0.32723209750602666,0.0,0.1
778,1,True,6.399999999999999,0.285639832044151,0.285639832044151,3,0.285639832044151,0.0,0.1
790,1,True,0.0,0.0,0.21083445847034454,2,0.0,0.0,0.1
792,1,True,27.1,0.5737169324819422,0.5737169324819422,3,0.5737169324819422,0.0,0.1
2636,1,True,33.18,0.4615397035500468,0.4348574822738512,3,0.4348574822738512,0.0,0.1
188,1,True,4.32,0.4437472469382633,0.4437472469382633,3,0.4437472469382633,0.0,0.1
192,1,True,13.640000000000002,0.386762137187447,0.3823380971760036,3,0.3823380971760036,0.0,0.1
