clip_id,asd_model,max_asd_score_any_face,mean_asd_score_any_face,max_asd_score_target_candidate,mean_asd_score_target_candidate,fraction_frames_active_speaker,n_active_speaker_tracks,asd_confidence_summary,max_asd_score_smallest_face,mean_asd_score_smallest_face,fraction_frames_any_active,fraction_frames_child_active
3266,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
3267,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
3268,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
3269,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
3270,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
3271,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
3272,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
3273,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
3274,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
3275,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2975,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2976,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2977,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2978,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2979,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2980,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2981,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2982,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2984,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2985,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2987,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2988,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2989,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2992,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2993,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2994,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2700,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2701,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2703,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2704,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2705,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2706,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2707,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2694,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2695,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2697,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2698,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2699,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2708,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2709,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2711,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2712,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2715,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2473,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2474,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2475,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2477,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2478,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2479,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2480,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2481,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2482,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2483,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2484,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2486,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2488,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2490,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2491,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2492,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2493,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2494,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2495,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2496,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2497,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2498,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2499,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2500,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2501,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2502,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2503,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2654,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2655,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2656,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2657,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2658,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2649,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2650,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2651,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2652,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2653,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
551,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
552,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
553,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
554,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
557,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
354,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
355,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
356,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
357,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
358,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
359,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
360,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
362,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
363,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
364,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
365,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
367,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
369,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
370,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
371,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
372,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
373,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
374,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
376,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1681,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1682,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1683,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1684,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1685,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1686,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1687,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1688,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1689,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1690,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1691,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1692,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1694,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1695,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1696,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1697,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1698,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1699,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1700,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1701,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1702,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1703,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1704,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1705,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1706,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1707,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1708,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1711,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1712,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1713,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1714,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1715,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1716,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1717,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1718,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1719,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1720,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1721,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1722,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1724,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1725,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1726,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1727,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1728,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1630,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1631,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1632,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1633,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1634,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1635,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1636,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1639,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1640,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1641,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1642,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1643,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1644,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1645,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1646,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1647,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1648,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1649,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1651,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1653,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1654,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1655,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1656,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1657,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1658,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1659,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1660,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1662,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1664,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1665,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1667,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1668,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1669,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1670,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1672,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1673,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1674,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1675,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1676,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1677,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1678,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1679,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1680,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
933,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
934,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
935,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
938,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
939,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
940,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
941,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
922,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
924,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
925,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
928,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
930,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
931,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
932,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1932,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1933,loconet,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
