clip_id,child_id,age_band,error_mode,label,proba_audio_only,proba_gated_av,proba_delta,visual_eligible,visual_eligibility_score,off_camera_likely_score,multi_person_clip,child_visible_score,manual_face_visibility_norm,manual_quality_norm,child_of_interest_clear_binary,n_face_tracks,existing_audio_score
1631,B1S3L8Q7Y6,34_38_months,av_hurt_fp,0,0.0,0.2269486933946609,0.2269486933946609,1,0.88,,0,,0.8,1.0,1.0,,0.0
2871,G4J8F6F4X0,34_38_months,av_hurt_fp,0,0.0,0.2269486933946609,0.2269486933946609,1,0.88,,0,,0.8,1.0,1.0,,0.0
3216,D4Y7P4G2V4,34_38_months,av_hurt_fp,0,0.0,0.2246135622262954,0.2246135622262954,1,0.88,,1,,0.8,1.0,1.0,,0.0
815,S9D2T7Y9B1,34_38_months,av_hurt_fp,0,0.0,0.2147659361362457,0.2147659361362457,1,0.8200000000000001,,1,,0.8,0.85,1.0,,0.0
377,S2C4T1Y7V7,34_38_months,av_hurt_fp,0,0.0,0.2108344584703445,0.2108344584703445,1,1.0,,0,,1.0,1.0,1.0,,0.0
2798,L4M8P2T7S0,34_38_months,av_hurt_fp,0,0.0,0.2091416865587234,0.2091416865587234,1,0.74,,0,,0.6,0.95,1.0,,0.0
2835,G4J8F6F4X0,34_38_months,av_hurt_fp,0,0.0,0.2069494277238845,0.2069494277238845,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
3077,N3C7S2N8O0,34_38_months,av_hurt_fp,0,0.0,0.2069494277238845,0.2069494277238845,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
385,S2C4T1Y7V7,34_38_months,av_hurt_fp,0,0.0,0.2069494277238845,0.2069494277238845,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
1413,W9K7Y8Y0V6,34_38_months,av_hurt_fp,0,0.0,0.1951742768287658,0.1951742768287658,1,0.88,,1,,0.8,1.0,1.0,,0.0
1511,Q9W9P7Z3J7,34_38_months,av_hurt_fp,0,0.0,0.1813865005970001,0.1813865005970001,1,0.94,,0,,0.9,1.0,1.0,,0.0
1063,N3L7A1I2B9,34_38_months,av_hurt_fp,0,0.0,0.1804516613483429,0.1804516613483429,1,0.94,,1,,0.9,1.0,1.0,,0.0
1911,E2P5Q8S5A7,14_18_months,av_hurt_fp,0,0.0,0.1723396927118301,0.1723396927118301,1,0.8200000000000001,,1,,0.7,1.0,1.0,,0.0
2026,E7Z4G3O5K2,14_18_months,av_hurt_fp,0,0.0,0.1652055531740188,0.1652055531740188,1,1.0,,1,,1.0,1.0,0.0,,0.0
1538,A1H3H9Y3T1,14_18_months,av_hurt_fp,0,0.0,0.1628838777542114,0.1628838777542114,1,0.88,,0,,0.8,1.0,1.0,,0.0
1687,B1S3L8Q7Y6,14_18_months,av_hurt_fp,0,0.0,0.1628838777542114,0.1628838777542114,1,0.88,,0,,0.8,1.0,1.0,,0.0
1956,B4Q3G8H2N3,14_18_months,av_hurt_fp,0,0.0,0.1628838777542114,0.1628838777542114,1,0.88,,0,,0.8,1.0,1.0,,0.0
3059,N3C7S2N8O0,14_18_months,av_hurt_fp,0,0.0,0.1628838777542114,0.1628838777542114,1,0.88,,0,,0.8,1.0,1.0,,0.0
19,W7P7J6H1H6,14_18_months,av_hurt_fp,0,0.0,0.1521908640861511,0.1521908640861511,1,0.94,,1,,0.9,1.0,1.0,,0.0
462,I8T4E2J3M6,14_18_months,av_hurt_fp,0,0.0,0.1431324928998947,0.1431324928998947,1,0.94,,1,,1.0,0.85,0.0,,0.0
1949,B4Q3G8H2N3,14_18_months,multi_face_ambiguous,1,0.0,0.0672608092427253,0.0672608092427253,1,0.94,,1,,0.9,1.0,1.0,,0.0
1674,B1S3L8Q7Y6,34_38_months,multi_face_ambiguous,1,0.0,0.0,0.0,0,0.5800000000000001,,1,,0.3,1.0,0.0,,0.0
74,C5U1P3X9F0,14_18_months,multi_face_ambiguous,1,0.0,0.0,0.0,0,0.7,,1,,0.5,1.0,1.0,,0.0
3195,D4Y7P4G2V4,14_18_months,multi_face_ambiguous,1,0.0,0.0,0.0,0,0.5800000000000001,,1,,0.3,1.0,0.0,,0.0
488,I8T4E2J3M6,34_38_months,multi_face_ambiguous,1,0.0,0.0,0.0,0,0.52,,1,,0.2,1.0,1.0,,0.0
1861,J3J0V4T8C3,34_38_months,multi_face_ambiguous,1,0.0,0.0,0.0,0,0.52,,1,,0.2,1.0,1.0,,0.0
601,J4J6X7C4D9,34_38_months,multi_face_ambiguous,1,0.0,0.0,0.0,0,0.5800000000000001,,1,,0.3,1.0,1.0,,0.0
1486,Q9W9P7Z3J7,14_18_months,multi_face_ambiguous,1,0.0,0.0,0.0,0,0.62,,1,,0.6,0.65,1.0,,0.0
1490,Q9W9P7Z3J7,14_18_months,multi_face_ambiguous,1,0.0,0.0,0.0,0,0.26,,1,,0.1,0.5,1.0,,0.0
381,S2C4T1Y7V7,34_38_months,multi_face_ambiguous,1,0.0832057863231423,0.0832057863231423,0.0,0,0.7,,1,,0.5,1.0,1.0,,0.0832057863231423
3005,S4C2W1M7Q0,34_38_months,multi_face_ambiguous,1,0.0,0.0,0.0,0,0.52,,1,,0.2,1.0,1.0,,0.0
2138,S7F0B6H3A3,34_38_months,multi_face_ambiguous,1,0.0,0.0,0.0,0,0.52,,1,,0.2,1.0,1.0,,0.0
2730,S9B3J7I4R1,34_38_months,multi_face_ambiguous,1,0.0,0.0,0.0,0,0.7,,1,,0.5,1.0,0.0,,0.0
440,W3P0N4W0X9,34_38_months,multi_face_ambiguous,1,0.0,0.0,0.0,0,0.7,,1,,0.5,1.0,1.0,,0.0
